"업무","공고번호-차수","분류","공고명","공고기관","수요기관","계약방법","입력일시(입력마감일시)"
"용역","20200641165-00","일반","대한적십자사 홈페이지 관리 및 운영 용역","대한적십자사 혈액관리본부","대한적십자사 혈액관리본부","제한(총액)협상에의한계약","2020/07/01 18:49(2020/07/22 11:00)"
"용역","20200701290-01","취소","2020 식품산업 일자리성공패키지 운영 용역","한국농수산식품유통공사","한국농수산식품유통공사","일반(총액)협상에의한계약","2020/07/01 18:48(2020/07/13 10:00)"
"용역","2020070112001-00","일반","2021년 KOGAS 달력 제작","한국가스공사","한국가스공사","제한(총액)","2020/07/01 18:48(2020/07/13 16:00)"
"용역","20200701047-00","일반","2020년 광주광역시 공공부문 감정노동자 마음건강 치유 프로그램 용역","광주광역시","광주광역시","제한(총액)","2020/07/01 18:45(2020/07/07 12:00)"
"용역","20200701322-00","일반","외식문화 개선 성과 조사 용역","재단법인 한식진흥원","재단법인 한식진흥원","제한(총액)협상에의한계약","2020/07/01 18:42(2020/07/14 16:00)"
"용역","20200701324-00","일반","부산대 젊음의 거리 보행환경개선사업 폐기물처리용역","부산광역시 금정구","부산광역시 금정구","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/07/01 18:40(2020/07/07 12:00)"
"용역","20200641348-00","일반","하남산단 상습침수지역 하수관로 설치공사 폐기물처리용역","광주광역시 광산구","광주광역시 광산구","수의(총액)소액수의","2020/07/01 18:38(2020/07/07 14:00)"
"용역","20200701323-00","긴급","동천하구 훼손지 복원사업(우산리) 폐기물처리용역","전라남도 순천시","전라남도 순천시","제한(총액)","2020/07/01 18:36(2020/07/09 12:00)"
"용역","20200638515-00","긴급","수완지구 장애인 보행편의시설 개선공사 폐기물(폐합성우레탄) 처리용역","광주광역시 광산구","광주광역시 광산구","일반(총액)","2020/07/01 18:34(2020/07/07 14:00)"
"용역","20200637922-00","긴급","2020 스포츠클럽디비전[KBF D5 리그] 홍보 대행사 입찰 공고","사단법인 대한당구연맹","사단법인 대한당구연맹","제한(총액)협상에의한계약","2020/07/01 18:34(-)"
"용역","20200701318-00","일반","괴정2동 새뜰마을 CPTED 지킴골목 정비사업","부산광역시 사하구","부산광역시 사하구","제한(총액)협상에의한계약","2020/07/01 18:32(2020/07/22 10:00)"
"용역","20200701317-00","긴급","동천하구 훼손지 복원사업(학산리) 폐기물처리용역","전라남도 순천시","전라남도 순천시","제한(총액)","2020/07/01 18:30(2020/07/07 12:00)"
"용역","20200641236-00","일반","주택건설공사 감리자(전기) 모집 공고(고산2지구 C4블럭)","경기도 광주시","경기도 광주시","일반경쟁","2020/07/01 18:28(2020/07/10 14:00)"
"용역","20200701314-00","일반","광주광역시 무형문화재 소개 및 홍보영상제작 제안서 제출 안내 재공고 (협상에 의한 계약)","재단법인 광주광역시 광주문화재단","재단법인 광주광역시 광주문화재단","제한(총액)협상에의한계약","2020/07/01 18:26(-)"
"용역","20200701305-00","일반","새마을금고 제주연수원 증축 공사 감리용역","새마을금고중앙회","새마을금고중앙회","제한경쟁","2020/07/01 18:25(2020/07/13 11:00)"
"용역","20200701300-00","일반","재해예방계측 관리시스템 기능개선 용역","한국농어촌공사","한국농어촌공사","제한(총액)협상에의한계약","2020/07/01 18:21(2020/07/15 10:00)"
"용역","20200701294-00","일반","해양쓰레기 폐기물 위탁처리 용역(하반기)(단가계약)","전라남도 순천시","전라남도 순천시","제한(단가)","2020/07/01 18:21(2020/07/07 12:00)"
"용역","20200701301-00","긴급","무주군 표고버섯배지센터 운영관리 민간위탁 용역(협상에 의한 계약)","전라북도 무주군","전라북도 무주군","일반(총액)협상에의한계약","2020/07/01 18:18(2020/07/13 17:00)"
"용역","20200701278-00","일반","주택건설공사 감리자(건축) 모집 공고(포항리버카운티지역주택조합 공동주택)","경상북도 포항시","경상북도 포항시","일반경쟁","2020/07/01 18:15(2020/07/13 10:00)"
"용역","20200638473-01","취소","마도 급경사지 붕괴위험지역 정비사업 실시설계 용역 취소 공고","충청남도 태안군","충청남도 태안군","제한경쟁","2020/07/01 18:14(2020/07/07 14:00)"
"용역","20200701293-00","일반","고운경로당 외 4개소 내진성능평가용역","부산광역시 부산진구","부산광역시 부산진구","제한경쟁","2020/07/01 18:14(2020/07/09 12:00)"
"용역","20200701292-00","일반","2020년 업무용차량 자동차보험 용역","한국농수산식품유통공사","한국농수산식품유통공사","제한(총액)","2020/07/01 18:14(2020/07/09 10:00)"
"용역","20200701204-00","일반","포방터시장 고객주차장 건설공사 폐기물 처리용역","서울특별시 서대문구","서울특별시 서대문구","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/07/01 18:09(2020/07/07 10:20)"
"용역","20200641229-00","일반","주택건설공사 감리자(건축) 모집 공고(고산2지구 C4블럭)","경기도 광주시","경기도 광주시","일반경쟁","2020/07/01 18:06(2020/07/10 14:00)"
"용역","20200701268-00","긴급","노곡1리(노실) 하수관로 정비공사 GIS DB 구축용역","강원도 삼척시 하수도사업소","강원도 삼척시 하수도사업소","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/07/01 18:03(2020/07/07 10:00)"
"용역","20200701264-00","일반","연천 종합운동장 외 2곳 하반기 정기안전점검용역","경기도 연천군","경기도 연천군","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/07/01 18:02(2020/07/07 10:00)"
"용역","20200701261-00","일반","RD종합센터 조성사업 설계 경제성검토용역","경기도 부천시","경기도 부천시","수의(총액)소액수의","2020/07/01 18:01(2020/07/07 10:00)"
"용역","20200701093-00","긴급","항공전문의사 교육 콘텐츠 제작","국토교통부","국토교통부","일반(총액)협상에의한계약","2020/07/01 18:01(2020/07/13 10:00)"
"용역","P2020446-01","변경","2020년 기타(Mobins 2.0) SW 유지보수","한전KDN(주)","한전KDN(주)","수의(총액)","2020/07/01 18:01(2020/07/02 16:00)"
"용역","20200639873-00","일반","경상북도농업방송 홈페이지 개편사업 용역","조달청 대구지방조달청","경상북도 농업기술원","제한(총액)협상에의한계약","2020/07/01 18:00(2020/07/15 10:00)"
"용역","20200701098-00","긴급","2020년 구미시 지능형교통체계(ITS) 구축사업","조달청 대구지방조달청","경상북도 구미시","제한(총액)협상에의한계약","2020/07/01 18:00(2020/08/06 12:00)"
"용역","20200701197-00","일반","202황룡호 1종 중간검사 대비 선체 상가수리 용역","해양환경공단 평택지사","해양환경공단 평택지사","수의(총액)소액수의","2020/07/01 17:59(2020/07/08 12:00)"
"용역","20200701256-00","일반","증강현실(AR) 실습용 워크북 제작 용역","한국기술교육대학교산학협력단","한국기술교육대학교산학협력단","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/07/01 17:59(2020/07/13 14:00)"
"용역","20200701225-00","일반","지능형 순번안내 시스템 및 무인수납기 임차 운영 계약","서울대학교병원","서울대학교병원","제한(총액)협상에의한계약","2020/07/01 17:58(2020/08/11 10:00)"
"용역","20200701250-00","긴급","약산면 농어촌폐기물 종합처리시설 설치사업 기본 및 실시설계 용역","전라남도 완도군","전라남도 완도군","제한경쟁","2020/07/01 17:58(2020/07/07 10:00)"
"용역","20200701244-00","일반","2020년 코로나19 관련 충청남도청사 방역소독용역","충청남도","충청남도","수의(총액)소액수의","2020/07/01 17:57(2020/07/06 10:00)"
"용역","20200701246-00","일반","재난 상황에서 노숙인 등 인권상황 실태조사","서울특별시","서울특별시","제한(총액)협상에의한계약","2020/07/01 17:57(2020/07/14 16:00)"
"용역","20200700822-00","일반","보건의료 빅데이터 플랫폼 기능 고도화 사업","조달청","한국보건산업진흥원","수의(총액)","2020/07/01 17:56(2020/07/02 16:00)"
"용역","20200701139-00","일반","202황룡호 1종 중간검사 대비 기관수리 용역","해양환경공단 평택지사","해양환경공단 평택지사","수의(총액)소액수의","2020/07/01 17:56(2020/07/08 12:00)"
"용역","20200701242-00","일반","2020년 삼척시 인공어초시설 사후관리사업 통합관리","한국수산자원공단동해본부","한국수산자원공단동해본부","제한경쟁","2020/07/01 17:55(2020/07/09 10:00)"
"용역","BD2020000163-01","일반","연구개발과제 편익분석  및 추정","한국전기연구원","한국전기연구원"," ","2020/07/01 17:55(2020/07/06 11:00)"
"용역","20200701243-00","긴급","근덕2(용화장호) 하수관로 정비공사 수밀시험 및 CCTV조사용역","강원도 삼척시 하수도사업소","강원도 삼척시 하수도사업소","제한경쟁","2020/07/01 17:54(2020/07/07 10:00)"
"용역","20200701234-00","일반","H2 프로젝트 개발사업 민간사업자 선정을 위한 공모 관리용역(새로공고)","하남도시공사","하남도시공사","제한(총액)협상에의한계약","2020/07/01 17:54(2020/07/28 17:00)"
"용역","20200701117-00","긴급","소나무재선충병 선단지 무인기 예찰조사(3권역)","조달청 서울지방조달청","한국임업진흥원","제한(총액)협상에의한계약","2020/07/01 17:54(2020/07/15 10:00)"
"용역","9223468-00","일반","사회복무요원 보상책임보험 가입보험사 선정 입찰공고","한국철도공사","한국철도공사","일반(총액)","2020/07/01 17:53(2020/07/07 10:00)"
"용역","20200701238-00","긴급","국가균형발전정책 추진을 위한 행정위원회 개편방안 연구","국가균형발전위원회","국가균형발전위원회","일반(총액)협상에의한계약","2020/07/01 17:52(-)"
"용역","20200701233-00","일반","신림면 구학리 방학동 소규모수도시설 설치공사 GIS DB 구축용역","강원도 원주시","강원도 원주시 상하수도사업소","수의(총액)소액수의","2020/07/01 17:52(2020/07/07 10:00)"
"용역","20200700919-00","일반","문수청소년문화의 집 재건축 폐기물처리 용역","울산광역시 남구","울산광역시 남구","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/07/01 17:52(2020/07/07 10:00)"
"용역","20200701171-00","일반","청산대전일반산업단지 공공폐수처리시설 별도배출허용기준 고시용역","경기도 연천군","경기도 연천군","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/07/01 17:51(2020/07/07 10:00)"
"용역","20200700335-00","일반","부산대학교 부설 예술중고등 특수학교 신축공사 설계공모","부산대학교","부산대학교","제한경쟁","2020/07/01 17:50(-)"
"용역","20200633104-01","변경","2020년 곤충유통 활성화사업 대행","농협경제지주 주식회사(축산경제)","농협경제지주 주식회사(축산경제)","일반(총액)협상에의한계약","2020/07/01 17:49(-)"
"용역","20200701002-00","일반","군포정수장 고도정수처리시설 설치공사 사업장폐기물 처리 용역","경기도 군포시","경기도 군포시","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/07/01 17:48(2020/07/07 14:00)"
"용역","20200700376-00","일반","학습자 맞춤형 평생직업능력개발을 위한 빅데이터 센터 구축 모델 연구","조달청 대전지방조달청","한국기술교육대학교","일반(총액)협상에의한계약","2020/07/01 17:48(2020/07/14 10:00)"
"용역","20200621739-02","변경","2020년 분야별 특강 동영상 제작","(사)한국친환경인증기관협회","(사)한국친환경인증기관협회","일반(총액)협상에의한계약","2020/07/01 17:47(-)"
"용역","20200641318-00","긴급","2020년 온라인 지역인재 합동채용설명회 용역","조달청 대전지방조달청","국토교통부","제한(총액)협상에의한계약","2020/07/01 17:45(2020/07/14 10:00)"
"용역","20200701219-00","일반","호저면 고산리 안골 소규모수도시설 개량공사 GIS DB 구축용역","강원도 원주시","강원도 원주시 상하수도사업소","수의(총액)소액수의","2020/07/01 17:45(2020/07/07 10:00)"
"용역","20200700815-01","취소","H2 프로젝트 개발사업 민간사업자 선정을 위한 공모 관리용역(새로공고)","하남도시공사","하남도시공사","제한(총액)협상에의한계약","2020/07/01 17:45(2020/07/28 17:00)"
"용역","20200639565-00","긴급","소나무재선충병 선단지 무인기 예찰조사(2권역)","조달청 서울지방조달청","한국임업진흥원","제한(총액)협상에의한계약","2020/07/01 17:43(2020/07/15 10:00)"
"용역","20200701214-00","일반","강원도 업무용 공용차량 임차 용역","강원도","강원도","일반(총액)","2020/07/01 17:42(2020/07/09 10:00)"
"용역","20200701203-00","일반","지방하천 동막지구 친수시설 설치공사 폐기물처리용역","경기도 연천군","경기도 연천군","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/07/01 17:42(2020/07/07 10:00)"
"용역","20200700565-00","일반","(시작기)다양한 주행형 농기계 모의운전 시스템 제작","조달청 전북지방조달청","농촌진흥청 국립농업과학원","제한(총액)협상에의한계약","2020/07/01 17:41(2020/07/14 10:00)"
"용역","20200700545-00","긴급","2020 하이원 행복캠프(감정관리교육) 운영대행 용역","조달청 서울지방조달청","사회복지법인 한국사회복지협의회","제한(총액)협상에의한계약","2020/07/01 17:40(2020/07/15 10:00)"
"용역","20200701206-00","일반","삼덕초 외 2교(덕양초,명진초) 석면농도측정 용역","부산광역시교육청 부산광역시북부교육지원청","부산광역시교육청 부산광역시북부교육지원청","수의(총액)소액수의","2020/07/01 17:40(2020/07/07 10:00)"
"용역","20200701196-00","일반","신림면 구학리 방학동 소규모수도시설 설치공사 폐기물처리용역","강원도 원주시","강원도 원주시 상하수도사업소","수의(총액)소액수의","2020/07/01 17:38(2020/07/07 10:00)"
"용역","20200700513-00","일반","2020년 집중컨설팅 프로그램","조달청 전북지방조달청","전북대학교","수의(총액)","2020/07/01 17:37(2020/07/03 16:00)"
"용역","20200701192-00","일반","송정중학교 장애인용 승강기증축 소방공사 감리용역","부산광역시교육청 부산광역시북부교육지원청","부산광역시교육청 부산광역시북부교육지원청","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/07/01 17:36(2020/07/07 10:00)"
"용역","20200701191-00","일반","코레일유통(주) 업무용 차량(승용) 3대 렌탈 용역","코레일유통(주)","코레일유통(주)","수의(단가)소액수의","2020/07/01 17:36(2020/07/07 10:00)"
"용역","20200701190-00","일반","웅천 에듀파크 공영주차장 조성 실시설계용역","전라남도 여수시","전라남도 여수시","제한경쟁","2020/07/01 17:36(2020/07/09 12:00)"
"용역","20200701182-00","일반","호저면 고산리 안골 소규모수도시설 개량공사 폐기물처리용역","강원도 원주시","강원도 원주시 상하수도사업소","수의(총액)소액수의","2020/07/01 17:33(2020/07/07 10:00)"
"용역","20200701155-01","변경","영광군 푸드플랜 수립 연구용역","전라남도 영광군","전라남도 영광군","일반(총액)협상에의한계약","2020/07/01 17:31(-)"
"용역","20200701073-00","일반","서산시복지재단 발전방향 연구용역","충청남도 서산시","충청남도 서산시","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/07/01 17:30(2020/07/07 10:00)"
"용역","20200701164-00","긴급","2025년 거제 도시관리계획(재정비) 수립 용역 사업수행능력평가서 제출 안내","경상남도 거제시","경상남도 거제시","일반경쟁","2020/07/01 17:29(-)"
"용역","20200701172-00","일반","강원도형 지속가능발전 기본계획 수립 연구 용역","강원도","강원도","제한(총액)협상에의한계약","2020/07/01 17:27(-)"
"용역","20200701161-00","일반","코레일유통(주) 업무용 차량(화물용) 2대 리스 용역","코레일유통(주)","코레일유통(주)","수의(단가)소액수의","2020/07/01 17:27(2020/07/07 10:00)"
"용역","20200639677-01","변경","포천2처리구역 하수관로 정비사업(시공 및 준공검사)","경기도 포천시 안전도시국 상하수과","경기도 포천시 안전도시국 상하수과","일반경쟁","2020/07/01 17:26(2020/07/06 10:00)"
"용역","20200573-01","변경","Secui 방화벽(일체형)외 1종 유지보수","한전KDN(주)","한전KDN(주)","제한(총액)규격가격동시","2020/07/01 17:26(2020/07/09 11:00)"
"용역","20200574-01","변경","ADMS 단말장치용 보안모듈 개발","한전KDN(주)","한전KDN(주)","제한(총액)규격가격동시","2020/07/01 17:26(2020/07/09 11:00)"
"용역","20200701143-00","일반","다산신도시 경의중앙선 철도복개 기본 및 실시설계 용역","경기도시공사","경기도시공사","일반경쟁","2020/07/01 17:25(2020/07/29 10:00)"
"용역","20200701039-00","일반","강원대학교병원 구매 물류 통합 위탁 용역","강원대학교병원","강원대학교병원","제한(총액)협상에의한계약","2020/07/01 17:23(-)"
"용역","20200701148-00","일반","2020년 여름철 폭염대비 살수차 임차 용역","전라북도 완주군","전라북도 완주군","수의(총액)소액수의","2020/07/01 17:22(2020/07/07 14:00)"
"용역","20200700495-00","일반","강진지사 자동차 및 건물화재보험 가입용역","한국농어촌공사 전남지역본부 강진지사","한국농어촌공사 전남지역본부 강진지사","수의(총액)소액수의","2020/07/01 17:19(2020/07/06 10:00)"
"용역","20200640021-00","긴급","지자체 사이버위협 통합관리 시스템 구축","조달청 서울지방조달청","한국지역정보개발원","제한(총액)협상에의한계약","2020/07/01 17:19(2020/07/16 10:00)"
"용역","E012005877-00","일반","한국전력공사 수안보연수원 카페 운영사업자 선정","한국전력공사","관리팀","제한(총액)","2020/07/01 17:19(2020/07/14 10:00)"
"용역","20200701135-00","일반","용역(수의)견적제출안내(2020년도 도로유지보수공사 연간단가 폐기물처리용역(정왕권-3차))","경기도 시흥시","경기도 시흥시","수의(총액)소액수의","2020/07/01 17:19(2020/07/07 10:00)"
"용역","20200701134-00","일반","의령군 지방상수도 현대화사업 성과달성을 위한 누수탐사 용역","한국환경공단","한국환경공단","일반경쟁","2020/07/01 17:19(2020/08/07 12:00)"
"용역","20200701132-00","일반","지역먹거리인증 농산물 안정성검사 하반기 용역 시행(단가계약)","강원도 춘천시 농업기술센터","강원도 춘천시 농업기술센터","수의(단가)소액-견적입찰(2인 이상 견적 제출)","2020/07/01 17:18(2020/07/06 10:00)"
"용역","20200700918-00","일반","2020년 전 직원 민원대응 전화친절도 모니터링 용역 수의견적 제출 안내 공고","전라북도 부안군","전라북도 부안군","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/07/01 17:16(2020/07/07 11:00)"
"용역","20200700465-00","일반","한국지방행정연구원 재무회계 운영 실태 분석 및 개선방안 진단 컨설팅","한국지방행정연구원","한국지방행정연구원","일반(총액)협상에의한계약","2020/07/01 17:15(-)"
"용역","20200701092-00","일반","새만금 수변도시 글로벌교육기관 설립 및 투자유치 전략 수립 용역","새만금개발공사","새만금개발공사","일반(총액)협상에의한계약","2020/07/01 17:15(2020/07/13 17:00)"
"용역","20200700650-00","일반","2021영주세계풍기인삼엑스포 실행계획 수립 및 행사대행 용역","조달청","경상북도 영주시","일반(총액)협상에의한계약","2020/07/01 17:15(2020/08/14 10:00)"
"용역","20200700487-00","긴급","정보시스템 이전 용역","조달청 인천지방조달청","인천항만공사","제한(총액)협상에의한계약","2020/07/01 17:13(2020/07/16 10:00)"
"용역","20200701091-01","변경","2020년 사유림 산림경영계획 작성 용역 시행","강원도 춘천시 농업기술센터","강원도 춘천시 농업기술센터","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/07/01 17:12(2020/07/06 10:00)"
"용역","20200701109-00","일반","화천군 지방상수도 현대화사업 성과달성을 위한 누수탐사 용역","한국환경공단","한국환경공단","일반경쟁","2020/07/01 17:12(2020/08/07 12:00)"
"용역","20200701106-00","일반","원내 마을만들기사업 기본계획 및 세부설계 용역","한국농어촌공사 전남지역본부 구례지사","한국농어촌공사 전남지역본부 구례지사","수의(총액)소액수의","2020/07/01 17:10(2020/07/09 10:00)"
"용역","20200636273-01","변경","서울시 대사증후군관리사업 유튜브채널 영상 콘텐츠 제작 및 운영지원","서울시 대사증후군관리사업지원단","서울시 대사증후군관리사업지원단","제한(총액)협상에의한계약","2020/07/01 17:08(2020/07/16 17:00)"
"용역","20200701080-00","일반","자연대3호관 석면 천장재 해체 지정폐기물 처리용역","창원대학교","창원대학교","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/07/01 17:08(2020/07/08 10:00)"
"용역","2002434-00","일반","안산신길2 공공주택지구 교통영향평가용역","한국토지주택공사","한국토지주택공사","일반경쟁","2020/07/01 17:05(2020/07/09 10:00)"
"용역","2002455-00","일반","[재공고]황금시장 활성화 프로그램 실행 용역","한국토지주택공사","한국토지주택공사","수의계약","2020/07/01 17:05(2020/07/07 10:00)"
"용역","2002457-00","일반","[재공고]대구율하 도시첨단산업단지 건설폐기물(가연성) 처리용역","한국토지주택공사","한국토지주택공사","일반경쟁","2020/07/01 17:05(2020/07/07 10:00)"
"용역","20200701076-00","일반","광주보건환경연구원 생물안전3등급연구시설 검증 용역","광주광역시 보건환경연구원","광주광역시 보건환경연구원","일반(총액)","2020/07/01 17:03(2020/07/07 12:00)"
"용역","20200700625-01","변경","소모성 물품(MRO) 구매대행 사업자 선정","한국식품연구원부설 세계김치연구소","한국식품연구원부설 세계김치연구소","제한(총액)협상에의한계약","2020/07/01 17:03(2020/07/15 15:00)"
"용역","20200700993-00","일반","부산연제우체국 아파트 등기소포우편물 전담 위탁배달 용역 계약","과학기술정보통신부 우정사업본부 부산지방우정청 부산연제우체국","과학기술정보통신부 우정사업본부 부산지방우정청 부산연제우체국","제한(단가)","2020/07/01 17:03(2020/07/07 17:00)"
"용역","20200700991-00","일반","토금 마을만들기사업 기본계획 및 세부설계 용역","한국농어촌공사 전남지역본부 구례지사","한국농어촌공사 전남지역본부 구례지사","수의(총액)소액수의","2020/07/01 17:02(2020/07/09 10:00)"
"용역","2020070101001-00","일반","일직~업리(장터지구)구간 배관이설공사 비파괴검사 기술용역","한국가스공사","한국가스공사","제한(총액)","2020/07/01 17:02(2020/07/06 09:00)"
"용역","P2020445-01","일반","2020년 메신저SW(이지닉스 EZQ 메신저 8.0) 유지보수","한전KDN(주)","한전KDN(주)","수의(총액)","2020/07/01 17:02(2020/07/02 18:00)"
"용역","E012005882-00","일반","경주 명계3일반산업단지 간선설치공사 감리용역(PQ)","한국전력공사","재무자재부","일반(총액)","2020/07/01 17:01(2020/08/11 14:00)"
"용역","20200701064-00","일반","일광지구 행복주택 건립공사 건설폐기물 처리(파쇄·매립)용역","부산도시공사","부산도시공사","제한(총액)","2020/07/01 17:00(2020/07/09 10:00)"
"용역","20200701069-00","긴급","도시 생활물류시설 확충 방안 마련을 위한 연구","국토교통부","국토교통부","일반(총액)협상에의한계약","2020/07/01 16:58(2020/07/13 10:00)"
"용역","20200701072-00","일반","용역(수의)견적제출안내(2020년 도로포장 단가공사 폐기물처리용역)","경기도 시흥시","경기도 시흥시","수의(총액)소액수의","2020/07/01 16:58(2020/07/07 10:00)"
"용역","20200638507-00","일반","새마을운동 기록물 공개재분류 위탁사업","조달청 서울지방조달청","새마을운동중앙회","제한(총액)협상에의한계약","2020/07/01 16:58(2020/07/14 10:00)"
"용역","20200700612-00","일반","의료기기 표준코드(UDI)제도와 연계한 위해 의료기기의 유통차단 및 개선방안","조달청 서울지방조달청","한국의료기기안전정보원","제한(총액)협상에의한계약","2020/07/01 16:57(2020/07/14 10:00)"
"용역","20200700604-00","일반","라온초 가상현실 스포츠실 설치 및 운영지원 용역","전라남도교육청 전라남도나주교육지원청 라온초등학교","전라남도교육청 전라남도나주교육지원청 라온초등학교","제한(총액)협상에의한계약","2020/07/01 16:57(2020/07/13 10:00)"
"용역","20200641106-00","일반","제3차 사할린 한인묘 현황파악","조달청 서울지방조달청","행정안전부 과거사관련업무지원단","일반(총액)협상에의한계약","2020/07/01 16:57(2020/07/14 10:00)"
"용역","20200701043-00","일반","양구군 지방상수도 현대화사업 성과달성을 위한 누수탐사 용역","한국환경공단","한국환경공단","일반경쟁","2020/07/01 16:55(2020/08/07 12:00)"
"용역","20200639944-00","일반","2020년도 사회보장정보시스템 고도화","조달청 서울지방조달청","한국사회보장정보원","제한(총액)협상에의한계약","2020/07/01 16:55(2020/08/12 10:00)"
"용역","20200701044-00","일반","2020년 존중과 배려중심의 인성교육 애니메이션 제작 용역","부산광역시교육청","부산광역시교육청","제한(총액)규격가격동시","2020/07/01 16:54(2020/07/14 10:00)"
"용역","20200700943-01","취소","대전공고 실습동 석면철거공사 지정폐기물 처리용역","대전광역시교육청","대전광역시교육청","일반(총액)","2020/07/01 16:54(2020/07/09 10:00)"
"용역","20200701020-00","일반","대전광역시동부교육지원청 관내 학교 건축물 석면조사 용역","대전광역시교육청 대전광역시동부교육지원청","대전광역시교육청 대전광역시동부교육지원청","제한경쟁","2020/07/01 16:54(2020/07/10 10:00)"
