업무,공고번호-차수,분류,공고명,공고기관,수요기관,계약방법,입력일시(입찰마감일시),,
용역,20200472-01,변경,2020년 뉴스 저작권 이용 및 기사 제공 용역계약,한전KDN(주),한전KDN(주),제한(총액)협상에의한계약,2020/05/19 15:53(2020/06/02 11:00),,
용역,20200523076-00,일반,2020년 남양주시 유아숲체험원 위탁운영 용역(4권역),경기도 남양주시,경기도 남양주시,제한(총액),2020/05/19 15:51(2020/05/25 10:00),,
용역,20200523072-00,일반,전통문화교육원설립 등 타당성 및 기본구상 연구용역(지명경쟁),경상북도 안동시,경상북도 안동시,지명(총액),2020/05/19 15:50(2020/05/26 12:00),,
용역,20200522073-00,긴급,신품종육성용 친환경양식시설 스마트양식장 통합관리시스템 구축용역,조달청 경남지방조달청,경상남도,제한(총액)협상에의한계약,2020/05/19 15:49(2020/06/04 10:00),,
용역,E012004542-00,일반,의성S/S 화전D/L 계통보강공사 위치탐사용역,한국전력공사,경영지원부,제한(총액),2020/05/19 15:49(2020/05/27 14:00),,
용역,20200523052-00,긴급,2020년 슬레이트 철거 및 지붕개량 지원사업 폐기물(석면)운반·처리용역,경상남도 창원시,경상남도 창원시,제한(총액),2020/05/19 15:49(2020/05/25 10:00),,
용역,20200523063-00,일반,[일반용역]인체 유래 세팔로스포린 내성 E.coli의 전장유전체 분석_약제내성과,보건복지부 질병관리본부,보건복지부 질병관리본부,수의(총액)소액수의,2020/05/19 15:48(2020/05/25 10:00),,
용역,20200523045-00,일반,2020년 청주지사 환경오염물질 위탁측정 용역,한국지역난방공사 청주지사,한국지역난방공사 청주지사,수의(단가)소액수의,2020/05/19 15:48(2020/05/28 11:00),,
용역,20200523054-00,일반,구조물 유지관리를 위한 통합체계 구축방안,재단법인 서울특별시 서울기술연구원,재단법인 서울특별시 서울기술연구원,수의(총액)소액수의,2020/05/19 15:45(2020/05/20 12:00),,
용역,20200523050-00,일반,2020년 남양주시 유아숲체험원 위탁운영 용역(3권역),경기도 남양주시,경기도 남양주시,제한(총액),2020/05/19 15:45(2020/05/25 10:00),,
용역,20200522850-01,변경,제부마리나 항만 관리운영 및 활성화 사업계획 수립용역,경기평택항만공사,경기평택항만공사,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/19 15:44(2020/05/26 10:00),,
용역,20200523044-00,일반,KAIA 홍보동영상 제작,국토교통과학기술진흥원,국토교통과학기술진흥원,제한(총액)협상에의한계약,2020/05/19 15:44(-),,
용역,20200522571-00,긴급,비영리분야 국가통계 생산체계 구축 용역,조달청 대전지방조달청,행정안전부,제한(총액)협상에의한계약,2020/05/19 15:43(2020/06/02 10:00),,
용역,20200522988-00,일반,광주광역시 지능형 교통체계 기본계획 수립 및 기본설계 용역(재공고),광주광역시,광주광역시,일반경쟁,2020/05/19 15:42(-),,
용역,20200523025-00,일반,부산도시철도 노후시설물 개량 건축공사(3공구) 건설폐기물 처리용역,부산교통공사,부산교통공사,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/19 15:42(2020/05/25 10:00),,
용역,20200523029-00,일반,암남동 취약지역 생활여건 개조사업 마스트플랜 수립 용역,부산광역시 서구,부산광역시 서구,제한(총액)협상에의한계약,2020/05/19 15:42(-),,
용역,20200523018-00,일반,2020년 RFID 기반 물품관리시스템 유지보수 용역,행정안전부,행정안전부,제한(총액)협상에의한계약,2020/05/19 15:40(2020/05/29 10:00),,
용역,20200523024-00,일반,2020년 남양주시 유아숲체험원 위탁운영 용역(2권역),경기도 남양주시,경기도 남양주시,제한(총액),2020/05/19 15:40(2020/05/25 10:00),,
용역,20200522394-00,일반,2020년 미국시장 진출을 위한 SW수출마케팅지원사업,조달청 충북지방조달청,정보통신산업진흥원,제한(총액)협상에의한계약,2020/05/19 15:40(2020/06/02 10:00),,
용역,20200523022-00,일반,비정형격자 기반 해양-파랑 결합예측모형 개발 용역,한국해양과학기술원,한국해양과학기술원,제한(총액)협상에의한계약,2020/05/19 15:40(2020/06/01 10:00),,
용역,20200522933-02,취소,갑산제 외 18개소 국가하천 제방 성능평가 및 정밀점검 용역(가격입찰 후 사업수행능력평가),경상북도 경주시,경상북도 경주시,일반경쟁,2020/05/19 15:37(2020/05/26 10:00),,
용역,20200522690-00,일반,"하남시 미사 1,2,3 해수펌프장 및 계측시스템 단순 관리 대행용역 입찰 공고",하남도시공사,하남도시공사,일반(총액),2020/05/19 15:36(-),,
용역,20200522586-01,변경,"은통산업단지 정수장 건설공사 건설사업관리용역 사업수행능력평가서,기술인평가서 제출 공고",경기도 연천군 맑은물관리사업소,경기도 연천군 맑은물관리사업소,일반경쟁,2020/05/19 15:36(-),,
용역,20200523013-00,일반,[일반용역]코로나19 바이러스 유전자 검출 시약 최적화 및 대조물질 제조_바이러스분석과,보건복지부 질병관리본부,보건복지부 질병관리본부,제한(총액)협상에의한계약,2020/05/19 15:35(2020/05/29 10:00),,
용역,20200523006-00,일반,2020년 남양주시 유아숲체험원 위탁운영 용역(1권역),경기도 남양주시,경기도 남양주시,제한(총액),2020/05/19 15:35(2020/05/25 10:00),,
용역,20200521988-00,긴급,통합환경허가시스템(IEPS) 유지관리(2020),조달청 인천지방조달청,환경부 국립환경과학원,제한(총액)협상에의한계약,2020/05/19 15:34(2020/06/02 14:00),,
용역,20200522999-00,긴급,까모프(KA-32T)헬기 300시간 검사 외주정비 재공고,경기도 소방재난본부,경기도 소방재난본부,제한(총액),2020/05/19 15:34(2020/05/26 10:00),,
용역,20200523003-00,일반,부산도시철도 노후시설물 개량 건축공사(1공구) 건설폐기물 처리용역,부산교통공사,부산교통공사,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/19 15:34(2020/05/25 10:00),,
용역,20200520412-00,긴급,물홍보관 AR.VR 체험실 구축 사업,조달청 인천지방조달청,인천광역시 상수도사업본부 남동정수사업소,제한(총액)협상에의한계약,2020/05/19 15:33(2020/06/02 14:00),,
용역,20200522994-00,일반,2020년 과정중심 학생평가 원격직무연수 위탁 운영,부산광역시교육청 부산광역시교육연구정보원,부산광역시교육청 부산광역시교육연구정보원,제한(총액)규격가격동시,2020/05/19 15:31(2020/05/28 17:00),,
용역,E022000243-00,일반,태안IGCC 가스화플랜트 방사선안전관리자 업무대행 용역,한국서부발전주식회사,계약부,일반(총액),2020/05/19 15:30(2020/05/27 10:00),,
용역,20200522268-00,일반,2020년 위임국도 유지보수사업 감독권한대행 등 건설사업관리용역,강원도,강원도 도로관리사업소 강릉지소,제한경쟁,2020/05/19 15:30(2020/05/28 10:00),,
용역,20200522975-00,일반,차세대 인터넷뱅킹시스템 구축(재공고),산림조합중앙회IT본부,산림조합중앙회IT본부,제한(총액)협상에의한계약,2020/05/19 15:28(-),,
용역,20200522972-00,일반,스마트 고단열 컨테이너 전열관통률 및 배터리 발열량 측정을 통한 단열성능 개선 방안 연구,한국철도기술연구원,한국철도기술연구원,일반(총액)규격가격동시,2020/05/19 15:25(2020/05/27 15:00),,
용역,20200521079-00,일반,2020 창원 평생학습&과학축전 행사 대행 용역,경상남도 창원시,경상남도 창원시,제한(총액)협상에의한계약,2020/05/19 15:25(-),,
용역,20200522969-00,일반,방사성의약품 생산시설(GMP) 성능적격성평가 용역(입찰재공고),국립암센터,국립암센터,제한(총액)협상에의한계약,2020/05/19 15:25(2020/05/26 10:00),,
용역,20200513830-01,취소,2020년 경기도 교통정보시스템 노후장비 교체 및 S/W개선 용역,경기도,경기도,제한(총액)협상에의한계약,2020/05/19 15:24(2020/06/02 17:00),,
용역,20200522967-00,일반,[일반용역]코로나19 바이러스 진화 양상 및 분자유전학적 특성분석_바이러스분석과,보건복지부 질병관리본부,보건복지부 질병관리본부,제한(총액)협상에의한계약,2020/05/19 15:23(2020/05/29 10:00),,
용역,E012004538-00,일반,강상병산_백병길 마을진입로확포장 지장전주이설공사 감리용역,한국전력공사,재무자재부,제한(총액),2020/05/19 15:22(2020/05/27 10:00),,
용역,20200522907-00,일반,병해충 및 유행성감염증 대비 경로당 방역소독 용역,경상북도 영천시,경상북도 영천시,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/19 15:21(2020/05/25 10:00),,
용역,20200521954-00,일반,12블록 노후수도관 및 관망 정비공사 폐기물처리 용역,경상남도 진주시,경상남도 진주시,제한(총액),2020/05/19 15:20(2020/05/26 10:00),,
용역,20200522028-00,일반,감정천 생태하천복원사업 사후모니터링 용역(4년차),전라남도 나주시,전라남도 나주시,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/19 15:20(2020/05/25 10:00),,
용역,20200522954-00,일반,2020년 특허 빅데이터 기반 산업 혁신전략 수립 용역 재공고,한국특허전략개발원,한국특허전략개발원,제한(총액)협상에의한계약,2020/05/19 15:20(-),,
용역,20200500271-01,취소,천안 오룡 도시재생 혁신지구 사업화 구상 용역,충청남도 천안시,충청남도 천안시,일반(총액)협상에의한계약,2020/05/19 15:20(-),,
용역,20200522942-00,일반,한일여자고등학교 과학관외 1동 내진성능평가 용역,경상북도교육청 한일여자고등학교,경상북도교육청 한일여자고등학교,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/19 15:19(2020/05/28 10:00),,
용역,20200522118-00,긴급,AI기반 가상현실(VR) 교육콘텐츠 개발,조달청 충북지방조달청,한국보건복지인력개발원,제한(총액)협상에의한계약,2020/05/19 15:19(2020/06/02 10:00),,
용역,20200522914-00,일반,안양형 교육콘텐츠 개발 연구 용역,재단법인 안양시 인재육성재단,재단법인 안양시 인재육성재단,제한(총액)협상에의한계약,2020/05/19 15:19(-),,
용역,20200522945-00,일반,[일반용역]반코마이신 내성 장알균의 전장유전체 분석_약제내성과,보건복지부 질병관리본부,보건복지부 질병관리본부,수의(총액)소액수의,2020/05/19 15:17(2020/05/25 10:00),,
용역,20200522624-00,일반,양산중학교 주차장 확장 공사 건설폐기물처리용역 수의계약 안내 공고,경상남도교육청 경상남도양산교육지원청,경상남도교육청 경상남도양산교육지원청,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/19 15:15(2020/05/25 14:30),,
용역,20200522857-00,긴급,2020년 횡성한우 고품질 연구개발 용역,강원도 횡성군,강원도 횡성군,제한(총액),2020/05/19 15:14(2020/05/25 12:00),,
용역,20200522930-00,일반,2020 서울복지실태조사,재단법인 서울연구원,재단법인 서울연구원,일반(총액)협상에의한계약,2020/05/19 15:14(-),,
용역,20200522889-00,일반,동탄~고덕 연계 열수송관공사 사후지하안전영향조사용역,한국지역난방공사 평택지사,한국지역난방공사 평택지사,제한경쟁,2020/05/19 15:13(2020/05/27 10:00),,
용역,20200522899-00,일반,2020년 특허 빅데이터 기반 사회현안 해결방안 제시 용역 재공고,한국특허전략개발원,한국특허전략개발원,제한(총액)협상에의한계약,2020/05/19 15:13(-),,
용역,20200522928-00,일반,[일반용역]다제내성 포도알균의 전장유전체 분석_약제내성과,보건복지부 질병관리본부,보건복지부 질병관리본부,수의(총액)소액수의,2020/05/19 15:12(2020/05/25 10:00),,
용역,20200522258-00,일반,2020년 디지털콘텐츠산업 현황조사 및 성과분석 용역,조달청 충북지방조달청,정보통신산업진흥원,제한(총액)협상에의한계약,2020/05/19 15:12(2020/06/02 10:00),,
용역,20200522828-00,일반,제주권역 점검용 측정기기 교정용역,한국공항공사 제주지역본부,한국공항공사 제주지역본부,제한(총액),2020/05/19 15:12(2020/05/25 10:00),,
용역,20200522614-00,일반,세종시 장군면 공공하수처리시설(2단계) 시공 및 준공검사 용역,조달청,한국환경공단 충청권지역본부,일반(본청),2020/05/19 15:11(2020/06/03 10:00),,
용역,20200522719-00,긴급,「부가통신시장 실태조사(2020년)」용역,조달청 대전지방조달청,과학기술정보통신부,제한(총액)협상에의한계약,2020/05/19 15:11(2020/06/02 10:00),,
용역,2020051212001-00,일반,2020년 평택기지본부 전기설비 건전성 진단 기술용역,한국가스공사,한국가스공사,제한(총액),2020/05/19 15:10(2020/05/27 10:00),,
용역,20200522820-00,긴급,2020년 횡성한우 백서 발간 용역,강원도 횡성군,강원도 횡성군,제한(총액),2020/05/19 15:09(2020/05/25 12:00),,
용역,20200522909-00,일반,산척면 광동마을 급배수관시설공사 실시설계용역,충청북도 충주시 환경수자원본부,충청북도 충주시 환경수자원본부,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/19 15:08(2020/05/25 10:00),,
용역,20200522917-00,일반,[일반용역]Kor-GLASS 시험관리 참조균주의 전장유전체 분석_약제내성과,보건복지부 질병관리본부,보건복지부 질병관리본부,수의(총액)소액수의,2020/05/19 15:07(2020/05/25 10:00),,
용역,20200522901-00,긴급,2020년 경기도 사회적경제기업 실태조사 연구 용역,재단법인경기도일자리재단,재단법인경기도일자리재단,제한(총액)협상에의한계약,2020/05/19 15:05(2020/06/01 10:00),,
용역,20200522700-00,일반,정보시스템 등급제 기반 보안관리 이행지원,조달청 광주지방조달청,한국인터넷진흥원,수의(총액),2020/05/19 15:05(2020/05/21 12:00),,
용역,20200522898-00,일반,2020년 방사선비상 대응용 방사선능 측정기 교정,한국원자력안전기술원,한국원자력안전기술원,제한(총액),2020/05/19 15:05(2020/05/27 10:00),,
용역,20200522900-00,일반,남평향교지 발간 학술조사 연구용역 입찰 공고,전라남도 나주시,전라남도 나주시,제한(총액)협상에의한계약,2020/05/19 15:05(-),,
용역,20200522802-00,긴급,2020년 상수도 미보급지역 음용 지하수 수질검사 위탁 용역,강원도 횡성군,강원도 횡성군,제한경쟁,2020/05/19 15:04(2020/05/25 12:00),,
용역,20200522897-00,일반,[일반용역]다제내성 그람양성균의 다중염기서열(MLST) 분석_약제내성과,보건복지부 질병관리본부,보건복지부 질병관리본부,수의(총액)소액수의,2020/05/19 15:04(2020/05/25 10:00),,
용역,20200440881-01,변경,KBO 코치 아카데미,(사)한국야구위원회,(사)한국야구위원회,일반(총액)협상에의한계약,2020/05/19 15:03(-),,
용역,20200522749-00,일반,이메일 컨테이너 파일에 대한 구조 분석 및 복원기법 연구,조달청 서울지방조달청,대검찰청,수의(총액),2020/05/19 15:01(2020/05/21 14:00),,
용역,20200522887-00,긴급,스포츠 유망주 홍보 캠페인 대행 용역,대한체육회,대한체육회,일반(총액)협상에의한계약,2020/05/19 15:01(2020/06/08 10:00),,
용역,20200522882-00,일반,2020년 조림지가꾸기(북부) 실시설계용역,보령시산림조합,보령시산림조합,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/19 15:00(2020/05/21 15:00),,
용역,B5202001592-00,일반,수지정수장 경관개선 디자인 용역,한국수자원공사,한국수자원공사 한강경영처,제한경쟁,2020/05/19 15:00(2020/06/08 17:00),,
용역,B5202001593-00,일반,단양정수장 현대화사업 장외영향평가서 작성 용역,한국수자원공사,한국수자원공사 한강경영처,수의계약,2020/05/19 15:00(2020/05/25 14:00),,
용역,20200522874-00,일반,지역대학 연계 농어촌 문화지원 프로그램 운영,사)지역활력센터,사)지역활력센터,제한(총액)협상에의한계약,2020/05/19 14:58(-),,
용역,20200522859-00,일반,2020년 소매점 유통 POS 데이터 도입 용역(2차 재공고),한국농수산식품유통공사,한국농수산식품유통공사,일반(총액)협상에의한계약,2020/05/19 14:57(2020/06/01 10:00),,
용역,20200522872-00,긴급,운영관리 업무개선 및 데이터 분석 용역,인천환경공단,인천환경공단,제한(총액)협상에의한계약,2020/05/19 14:57(2020/06/01 15:00),,
용역,20200522876-00,긴급,2020년 상반기 시설물 정기 안전점검 용역,신대구부산고속도로(주),신대구부산고속도로(주),일반경쟁,2020/05/19 14:57(2020/05/25 10:00),,
용역,20200522870-00,일반,2020년 조림지가꾸기사업(남부) 실시설계용역,보령시산림조합,보령시산림조합,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/19 14:56(2020/05/21 15:00),,
용역,20200522873-00,일반,궤간가변대차 가변동작부 검측 모니터링 시스템 구축(궤간가변 대차 자동시험 설치),한국철도기술연구원,한국철도기술연구원,일반(총액)규격가격동시,2020/05/19 14:55(2020/05/27 14:00),,
용역,20200522868-00,일반,AIㆍ데이터 중심의 스마트시티 발전확산을 위한 실행전략   수립,국토교통과학기술진흥원,국토교통과학기술진흥원,제한(총액)협상에의한계약,2020/05/19 14:53(-),,
용역,20200522863-00,일반,(입찰공고) 2020 규제자유특구 박람회 기획운영 대행 용역,한국산업기술진흥원,한국산업기술진흥원,제한(총액)협상에의한계약,2020/05/19 14:52(2020/06/04 11:00),,
용역,20200521203-01,변경,2020년 소방공무원 특수건강검진,대구광역시 소방본부,대구광역시 소방본부,제한(단가)협상에의한계약,2020/05/19 14:51(2020/06/01 10:00),,
용역,20200522853-00,긴급,대규모 재난대비 지능형 상황관리 기술개발 기획 연구,행정안전부,행정안전부,제한(총액)협상에의한계약,2020/05/19 14:50(2020/06/02 10:00),,
용역,20200429545-01,변경,이화~삼계(2) 도로확포장공사 감독권한대행 등 건설사업관리용역,경기도,경기도 경기도건설본부,일반경쟁,2020/05/19 14:49(2020/06/11 10:00),,
용역,20200522829-00,일반,덕명여자중학교 이중천장교체공사 실시설계 용역,부산광역시교육청 부산광역시남부교육지원청 덕명여자중학교,부산광역시교육청 부산광역시남부교육지원청 덕명여자중학교,수의(총액)소액수의,2020/05/19 14:47(2020/05/28 10:00),,
용역,20200522766-00,일반,"월드잡플러스 (영문, 일문)이력서 및 자기소개서 첨삭서비스 제공 용역",한국산업인력공단,한국산업인력공단,제한(총액)협상에의한계약,2020/05/19 14:47(2020/06/03 10:00),,
용역,20200522818-00,긴급,세종충남대학교병원 모바일 웰컴기능 고도화 솔루션 도입,충남대학교병원,충남대학교병원,제한(총액)협상에의한계약,2020/05/19 14:44(-),,
용역,20200522540-00,일반,"특구재단 영문 홍보 브로슈어, 리플릿 및 PPT 제작 용역",(재)연구개발특구진흥재단,(재)연구개발특구진흥재단,제한(총액)협상에의한계약,2020/05/19 14:44(2020/06/04 17:00),,
용역,20200522819-00,일반,코로나19 피해 도시제조산업(의류 및 수제화 제조 분야) 긴급사업비 지원 관리운영 용역,서울특별시,서울특별시,제한(총액)협상에의한계약,2020/05/19 14:43(2020/05/29 18:00),,
용역,20200522812-00,일반,(입찰공고) 2020년 기술평가 실무가이드 제작,한국산업기술진흥원,한국산업기술진흥원,제한(총액)협상에의한계약,2020/05/19 14:42(2020/06/01 11:00),,
용역,20200522771-00,긴급,우즈베키스탄 국가전자무역플랫폼 구축(1단계-2차년도),주식회사 한국무역정보통신,주식회사 한국무역정보통신,일반(총액)협상에의한계약,2020/05/19 14:42(2020/05/25 11:00),,
용역,20200522711-00,긴급,역량교육 피드백 온라인 시스템 개발 사업,인사혁신처 국가공무원인재개발원,인사혁신처 국가공무원인재개발원,제한(총액)협상에의한계약,2020/05/19 14:40(2020/06/01 10:00),,
용역,20200522019-01,취소,2020년 조림지가꾸기사업(남부) 실시설계용역,보령시산림조합,보령시산림조합,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/19 14:40(2020/05/21 14:00),,
용역,20200522801-00,긴급,소규모수도시설 개량사업(옥산 상기2) 폐기물처리용역,충청남도 부여군 상하수도사업소,충청남도 부여군 상하수도사업소,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/19 14:40(2020/05/25 10:00),,
용역,20200522456-00,긴급,문화분야 성희롱 성폭력 예방 행동강령 개발,조달청 대전지방조달청,문화체육관광부,수의(총액),2020/05/19 14:38(2020/05/22 11:00),,
용역,20200521980-00,긴급,2020년 사이버교육 콘텐츠 개발 용역,조달청 광주지방조달청,농림축산식품부 농식품공무원교육원,제한(총액)협상에의한계약,2020/05/19 14:36(2020/06/02 10:00),,
용역,20200522543-00,일반,서울남부지방법원 등기국 청사방호 경비용역 소액수의 견적제출 안내공고(긴급),대법원 서울남부지방법원,대법원 서울남부지방법원,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/19 14:36(2020/05/22 15:00),,
용역,20200522434-00,긴급,2020년 통일부 지능형 위협정보 분석 시스템 구축,조달청 서울지방조달청,통일부,일반(총액)협상에의한계약,2020/05/19 14:36(2020/06/04 10:00),,
용역,20200521722-00,일반,2020년 개인정보 통합관제 고도화 사업,조달청,관세청,수의(총액),2020/05/19 14:36(2020/05/21 16:00),,
용역,20200522787-00,긴급,장수 산림레포츠시설 조성사업 기본 및 실시설계 용역 입찰 공고,전라북도 장수군,전라북도 장수군,제한경쟁,2020/05/19 14:35(2020/05/25 10:00),,
용역,2001770-00,일반,대구경북지역본부 보유토지관리 경비용역(경북권),한국토지주택공사,한국토지주택공사,제한경쟁,2020/05/19 14:35(2020/05/26 10:00),,
용역,20200471-01,변경,"신고리5,6호기 형상관리시스템 구축 용역 인력지원",한전KDN(주),한전KDN(주),제한(총액)규격가격동시,2020/05/19 14:35(2020/05/27 11:00),,
용역,20200522782-00,일반,"성서캠퍼스, 대명캠퍼스 및 달성캠퍼스 전기설비 정밀점검 용역",계명대학교,계명대학교,제한(총액),2020/05/19 14:33(-),,
용역,20200522779-00,일반,가로수 및 녹지대 유지관리 급수차량 임차(단가계약),부산광역시 기장군,부산광역시 기장군,제한(단가),2020/05/19 14:33(2020/05/25 10:00),,
용역,20200522593-00,일반,2020년 온누리자전거 무인대여시스템 유지보수 용역,조달청 광주지방조달청,전라남도 순천시,제한(총액)협상에의한계약,2020/05/19 14:33(2020/06/02 10:00),,
용역,20200522408-00,긴급,장애학생 진로·직업교육용 콘텐츠 개발,조달청 대전지방조달청,교육부 국립특수교육원 총무과,수의(총액),2020/05/19 14:31(2020/05/21 12:00),,
용역,20200522758-00,일반,1층 판매자리 구획조정 공사,노량진수산(주),노량진수산(주),일반경쟁,2020/05/19 14:30(-),,
용역,20200522761-00,일반,성남시청소년재단 임직원 단체보험 가입,재단법인 성남시청소년재단,재단법인 성남시청소년재단,일반(총액),2020/05/19 14:30(2020/05/25 10:00),,
용역,20200519915-00,긴급,폐합성수지류폐기물 운반처리 위탁 용역(2차분),조달청 강원지방조달청,강원도 속초시 환경자원사업소,제한(총액),2020/05/19 14:26(2020/05/26 14:00),,
용역,20200522362-00,일반,비봉관 리모델링 및 내진보강 지정폐기물 처리용역,한경대학교,한경대학교,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/19 14:26(2020/05/25 10:00),,
용역,20200522754-00,일반,2020년 그린파킹(담장허물기) 건설폐기물 처리용역,서울특별시 서초구,서울특별시 서초구,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/19 14:25(2020/05/25 10:00),,
용역,20200522352-00,일반,축제 관련 산업 기초조사를 통한 축제의 산업적 발전 방안 연구,조달청 대전지방조달청,문화체육관광부,제한(총액)협상에의한계약,2020/05/19 14:25(2020/06/02 10:00),,
용역,20200522474-00,일반,김해시 중요기록물 DB구축 사업 용역,조달청 경남지방조달청,경상남도 김해시,제한(총액)협상에의한계약,2020/05/19 14:25(2020/06/02 10:00),,
용역,20200522315-00,일반,맹동초 본관교사 외 7교 노후시설 정밀점검용역,충청북도교육청 충청북도음성교육지원청,충청북도교육청 충청북도음성교육지원청,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/19 14:24(2020/05/25 10:00),,
용역,20200521835-00,긴급,2020년 화성시 외곽지역 정류소안내단말기(BIT) 설치사업 용역,조달청 인천지방조달청,경기도 화성시,제한(총액)협상에의한계약,2020/05/19 14:24(2020/06/11 10:00),,
용역,20200522510-00,일반,(가칭)제2교직원수련원 건립공사 감리용역,조달청,인천광역시교육청,일반(본청),2020/05/19 14:24(2020/06/10 10:00),,
용역,20200522291-00,일반,생극초 본관교사 및 내진보강 구조설계 용역,충청북도교육청 충청북도음성교육지원청,충청북도교육청 충청북도음성교육지원청,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/19 14:23(2020/05/25 10:00),,
용역,20200522528-00,일반,농어촌 정책의 새로운 방향과 과제 연구,조달청 서울지방조달청,농어업농어촌특별위원회,수의(총액),2020/05/19 14:23(2020/05/20 17:00),,
용역,20200522694-00,일반,경주 축구 전지훈련 에어돔 건립사업 건축설계용역(제안공모),경상북도 경주시,경상북도 경주시,일반경쟁,2020/05/19 14:22(-),,
용역,20200522739-00,일반,마량면 해돋이마을 특화개발사업 일반해역이용협의 및 해양공간적합성협의 용역,한국농어촌공사 충남지역본부 서천지사,한국농어촌공사 충남지역본부 서천지사,제한경쟁,2020/05/19 14:22(2020/05/27 10:00),,
용역,20200522728-00,일반,해양환경공단 인사관리시스템 개선 용역,해양환경공단,해양환경공단,일반(총액)협상에의한계약,2020/05/19 14:22(2020/06/01 10:00),,
용역,20200522751-00,일반,강원도 해외Biz플랫폼 구축사업 온오프라인 전담 마케팅,재단법인강원테크노파크,재단법인강원테크노파크,제한(총액)협상에의한계약,2020/05/19 14:21(-),,
용역,E012004529-00,일반,[모의입찰] 지반침하 예측 시스템 개발_평가위원추첨용,한국전력공사,경영ICT운영센터,일반(총액),2020/05/19 14:21(2020/05/27 14:20),,
용역,20200522306-00,일반,국민성금(기부금) 운영체계 개선방안 연구,조달청 대전지방조달청,행정안전부,수의(총액),2020/05/19 14:20(2020/05/21 12:00),,
용역,20200513413-01,취소,2020년도 신입직원 전문화교육 연수시설 임차용역,한국산업안전보건공단 산업안전보건교육원,한국산업안전보건공단 산업안전보건교육원,일반(총액)협상에의한계약,2020/05/19 14:20(2020/06/22 10:00),,
용역,20200522734-00,일반,2021학년도 대학입학전형 논술고사 관련 시스템 임대 용역,부산대학교,부산대학교,일반(총액)협상에의한계약,2020/05/19 14:17(-),,
용역,20200522740-00,일반,사람이 책이다「서울사람책도서관」운영 용역,서울특별시,서울특별시,일반(단가)협상에의한계약,2020/05/19 14:17(2020/06/09 16:00),,
용역,20200522737-00,긴급,나곡초 교사동 내진성능평가 용역,경기도용인교육청,경기도용인교육청,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/19 14:17(2020/05/26 10:00),,
용역,20200522733-00,일반,무극 등 7개 광산 지반침하 계측조사 용역,한국광해관리공단,한국광해관리공단,제한경쟁,2020/05/19 14:17(2020/05/26 10:00),,
용역,20200522732-00,일반,충북보건과학대학교 그린캠퍼스 조성사업 그린테마공원 구축 공사 위탁용역,충북보건과학대학교 산학협력단,충북보건과학대학교 산학협력단,일반(총액)협상에의한계약,2020/05/19 14:16(-),,
용역,20200522705-00,일반,퇴직후행복한신중년 직무연수 및 신중년과정 숙식 및 시설이용,경상남도교육청 경상남도교육연수원,경상남도교육청 경상남도교육연수원,제한(총액),2020/05/19 14:14(2020/05/28 10:00),,
용역,20200522727-00,일반,2020년 마포농수산물시장 건축물 정기점검 기술용역,서울특별시마포구시설관리공단,서울특별시마포구시설관리공단,수의(총액)소액수의,2020/05/19 14:14(2020/05/27 12:00),,
용역,20200522404-00,일반,2020년 O2O서비스시장조사 용역,조달청 충북지방조달청,정보통신산업진흥원,제한(총액)협상에의한계약,2020/05/19 14:13(2020/06/02 10:00),,
용역,E012004527-00,일반,지방도 861호선 구례 월금교 개축공사 지전 이설공사 감리용역,한국전력공사,재무자재부,제한(총액),2020/05/19 14:13(2020/05/27 12:00),,
용역,20200522724-00,긴급,좌항초 급식소/식당동 내진성능평가 용역,경기도용인교육청,경기도용인교육청,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/19 14:12(2020/05/26 10:00),,
용역,20200522713-00,일반,광주SW창업랩 사업화 프로그램 운영,재단법인 광주정보.문화산업진흥원,재단법인 광주정보.문화산업진흥원,일반(총액)협상에의한계약,2020/05/19 14:12(2020/06/01 10:00),,
용역,20200522720-00,긴급,"강동구민회관 복합문화,체육시설 건립 기본계획 수립 및 타당성조사 용역 시행",서울특별시 강동구,서울특별시 강동구,제한(총액)협상에의한계약,2020/05/19 14:10(-),,
용역,20200442688-01,변경,SW기업 해외시장진출지원 프로그램 운영 용역,재단법인 포항테크노파크,재단법인 포항테크노파크,일반(총액)협상에의한계약,2020/05/19 14:09(-),,
