업무,공고번호-차수,분류,공고명,공고기관,수요기관,계약방법,입력일시(입찰마감일시),,
용역,20200523449-00,일반,여의도 금융중심 지구단위계획 수립 전략환경영향평가 용역,서울특별시,서울특별시,제한경쟁,2020/05/19 17:32(2020/05/27 10:00),,
용역,20200523444-00,긴급,한돈전산경영관리시스템 고도화 업체 제안 공모 입찰 재공고(긴급),사단법인 대한한돈협회,사단법인 대한한돈협회,일반(총액)협상에의한계약,2020/05/19 17:30(-),,
용역,20200523439-00,긴급,장수군 근대문화유산 등록문화재 추진 문화재조사 용역 수의견적 제출 안내공고,전라북도 장수군,전라북도 장수군,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/19 17:29(2020/05/25 10:00),,
용역,20200521716-00,긴급,20년 ICL 전산시스템 고도화,조달청,국세청,제한(총액)협상에의한계약,2020/05/19 17:29(2020/06/16 10:00),,
용역,20200521728-00,긴급,온라인 한국문화 홍보 사업,조달청,문화체육관광부 해외문화홍보원,제한(총액)협상에의한계약,2020/05/19 17:29(2020/06/02 10:00),,
용역,20200522336-00,긴급,드론영상 빅데이터 관리시스템 구축(2차) 사업,조달청,산림청,제한(총액)협상에의한계약,2020/05/19 17:28(2020/06/09 10:00),,
용역,20200523388-00,일반,장수지구 농업용 관정현황 및 대수성시험 현장조사용역,한국농어촌공사 전북지역본부,한국농어촌공사 전북지역본부,제한(총액),2020/05/19 17:28(2020/05/25 10:00),,
용역,20200523405-00,일반,하도리 마을단위특화개발사업 야외공연장 조성 세부설계 용역,한국농어촌공사 제주지역본부,한국농어촌공사 제주지역본부,수의(총액)소액수의,2020/05/19 17:27(2020/05/25 12:00),,
용역,20200523432-00,일반,여의도 금융중심 지구단위계획 수립 교통영향평가 용역,서울특별시,서울특별시,제한경쟁,2020/05/19 17:27(2020/05/27 10:00),,
용역,20200523420-00,일반,장애인보호작업장 사랑의 일터 건축물 철거 폐기물 처리 용역,강원도 강릉시,강원도 강릉시,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/19 17:26(2020/05/25 10:00),,
용역,20200523424-00,일반,"자율주행(위치인식 및 맵핑, 인터렉션(HCI)) 특허기술동향조사 용역",(재)지능형자동차부품진흥원,(재)지능형자동차부품진흥원,제한(총액)협상에의한계약,2020/05/19 17:26(2020/05/29 10:00),,
용역,20200523423-00,일반,2020년 영산강 부유쓰레기 위탁처리 용역(단가계약-재공고),전라남도 영암군,전라남도 영암군,제한(단가),2020/05/19 17:26(2020/05/25 10:00),,
용역,20200523411-00,긴급,2016년 태풍 차바 재해복구사업 분석 평가 용역,울산광역시 울주군,울산광역시 울주군,지명경쟁,2020/05/19 17:25(2020/05/25 10:00),,
용역,20200520460-02,취소,(긴급)대덕구 오정동일원 하수관로 정비사업 건설사업관리용역 PQ평가서 제출 안내,대전광역시 건설관리본부,대전광역시 건설관리본부,일반경쟁,2020/05/19 17:24(-),,
용역,20200523385-00,일반,부산광역시 북구 노후하수관로 정비사업 비굴착 보수공법 선정을 위한 기술제안서 제출안내 공고,부산광역시 북구,부산광역시 북구,제한경쟁,2020/05/19 17:24(-),,
용역,20200521862-00,일반,용장·신학천 하천기본계획 및 하천재해예방사업 토질조사 용역,전라남도,전라남도,제한경쟁,2020/05/19 17:23(2020/05/27 10:00),,
용역,20200522332-02,변경,주택건설공사 감리자(전기) 모집공고(센트럴시티서희스타힐스 지역주택조합 아파트 신축공사),광주광역시 북구,광주광역시 북구,일반경쟁,2020/05/19 17:23(2020/05/29 14:00),,
용역,20200523379-00,긴급,"부생수소의 수송용 수소 활용에 따른 환경적,경제적 효과분석",산업통상자원부,산업통상자원부,일반(총액)협상에의한계약,2020/05/19 17:22(-),,
용역,20200523279-00,긴급,부성초등학교 외 3교 운동장 교체 건설폐기물처리용역,충청남도교육청 충청남도서산교육지원청,충청남도교육청 충청남도서산교육지원청,제한(총액),2020/05/19 17:22(2020/05/25 10:00),,
용역,20200523407-00,일반,그린환경자원센터 소각불가 폐기물 위탁처리용역(2차)-단가계약(재공고),전라남도 영암군,전라남도 영암군,수의(단가),2020/05/19 17:22(2020/05/25 10:00),,
용역,20200523390-00,일반,보건위생시설(화장장)신축사업 부지 내 무연분묘 개장 용역(4차),경상남도 통영시,경상남도 통영시,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/19 17:21(2020/05/25 11:00),,
용역,20200523154-00,일반,복합문화센터 조성공사 설계용역,조달청,경상북도 구미시,수의(설계공모),2020/05/19 17:21(-),,
용역,20200523402-00,긴급,2020년 미세먼지 차단숲 조성사업 실시설계 용역,경상북도 포항시,경상북도 포항시,제한경쟁,2020/05/19 17:21(2020/05/25 10:00),,
용역,20200521854-00,일반,모산·순천동천 하천기본계획 및 하천재해예방사업 토질조사 용역,전라남도,전라남도,제한경쟁,2020/05/19 17:21(2020/05/27 10:00),,
용역,20200523398-00,일반,통합정보시스템 업무용 솔루션 유지보수,울산과학대학,울산과학대학,제한(총액),2020/05/19 17:21(2020/05/26 14:00),,
용역,20200439653-00,일반,보안관제 종합시스템 구축 사업,조달청,강원도교육청 강원교육과학정보원,제한(총액)협상에의한계약,2020/05/19 17:20(2020/06/09 10:00),,
용역,20200523401-00,일반,의류제조업체 공동브랜드 육성 지원용역,서울특별시,서울특별시,제한(총액)협상에의한계약,2020/05/19 17:20(2020/06/09 17:00),,
용역,20200521847-00,일반,기산·엄다천 하천재해예방사업 토질조사 용역,전라남도,전라남도,제한경쟁,2020/05/19 17:18(2020/05/27 10:00),,
용역,20200523392-00,일반,블록체인 플랫폼 적용을 위한 암호 SW 제작,국가보안기술연구소,국가보안기술연구소,제한(총액)협상에의한계약,2020/05/19 17:18(2020/06/08 11:30),,
용역,20200522642-00,긴급,국립해양측위정보원 신청사 홍보시설물 제작·설치,조달청 대전지방조달청,해양수산부 국립해양측위정보원,수의(총액),2020/05/19 17:16(2020/05/22 11:00),,
용역,20200521841-00,일반,금강·유치천 하천재해예방사업 토질조사 용역,전라남도,전라남도,제한경쟁,2020/05/19 17:16(2020/05/27 10:00),,
용역,20200523384-00,일반,주문진 불당골 새뜰마을사업(중심거점공간) 편입지장물(주문북로19외2건)철거 폐기물처리용역,강원도 강릉시,강원도 강릉시,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/19 17:16(2020/05/25 10:00),,
용역,20200523330-00,긴급,자활사업 참여자 재무역량강화와 자산형성지원사업 효과성 제고를 위한 교육과정개발 연구,재단법인 한국자활복지개발원,재단법인 한국자활복지개발원,일반(총액)협상에의한계약,2020/05/19 17:16(2020/05/25 14:00),,
용역,20200523378-00,긴급,옥천 개심저수지 보행자 안전시설 정비공사 실시설계용역,충청북도,충청북도,제한경쟁,2020/05/19 17:15(2020/05/25 10:00),,
용역,P2020283-01,변경,전력거래시스템 개선용역 개발인력 지원,한전KDN(주),한전KDN(주),수의(총액),2020/05/19 17:15(2020/05/20 10:00),,
용역,20200521475-00,긴급,강구초등학교 교사개축 건설폐기물 처리 용역,경상북도교육청 경상북도영덕교육지원청,경상북도교육청 경상북도영덕교육지원청,제한(총액),2020/05/19 17:14(2020/05/25 10:00),,
용역,20200523082-00,긴급,고양시 민원콜센터 정보시스템 통합유지관리 용역,경기도 고양시,경기도 고양시,제한(총액)협상에의한계약,2020/05/19 17:12(2020/06/01 17:00),,
용역,20200523318-00,긴급,2020년 스포츠산업 창업 붐 조성 및 정보제공 용역,서울올림픽기념국민체육진흥공단,서울올림픽기념국민체육진흥공단,제한(총액)협상에의한계약,2020/05/19 17:12(2020/06/01 11:00),,
용역,20200523365-00,일반,농업기술원 공용차량 종합보험가입,제주특별자치도,제주특별자치도,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/19 17:12(2020/05/25 14:00),,
용역,20200523345-00,일반,위례신도시 8호선 추가역 건설 송배전공사 건설폐기물 처리용역,서울교통공사,서울교통공사,제한(총액),2020/05/19 17:10(2020/05/28 10:00),,
용역,20200523358-00,긴급,(재공고) 「2020 민속씨름리그」 중계방송 제작 및 송출 용역(주관방송사),사단법인 대한씨름협회,사단법인 대한씨름협회,제한(총액)협상에의한계약,2020/05/19 17:10(2020/05/29 16:00),,
용역,9222659-00,일반,2020년 경북본부 선로변 지장수목 제거 용역,한국철도공사,한국철도공사,수의(총액),2020/05/19 17:09(2020/05/25 10:00),,
용역,20200521838-00,일반,진도·율촌천 하천재해예방사업 토질조사 용역,전라남도,전라남도,제한경쟁,2020/05/19 17:08(2020/05/27 10:00),,
용역,20200523352-00,일반,신정고등학교 등 2교(센텀고) 태양광발전공사 감리용역,부산광역시교육청 부산광역시해운대교육지원청,부산광역시교육청 부산광역시해운대교육지원청,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/19 17:06(2020/05/26 10:00),,
용역,20200523337-00,일반,2020년도 캠퍼스타운 창업육성분야 DM 메이커스캠퍼스 기본 및 실시설계 용역,동양미래대학교 산학협력단,동양미래대학교 산학협력단,제한(총액)협상에의한계약,2020/05/19 17:05(-),,
용역,20200523346-00,일반,제5회 새만금 어린이 그림그리기 공모전 위탁용역,새만금개발청,새만금개발청,제한(총액)협상에의한계약,2020/05/19 17:05(2020/06/01 10:00),,
용역,20200523350-00,일반,보안 보고서 대상 한/영 번역모델 학습용 병렬코퍼스 구축 용역,국가보안기술연구소,국가보안기술연구소,제한(총액)협상에의한계약,2020/05/19 17:05(2020/06/08 11:30),,
용역,2001738-00,일반,(긴급)주택단지 내 기후변화 대응형 식재모델 개발 연구용역,한국토지주택공사,한국토지주택공사,일반경쟁,2020/05/19 17:05(2020/06/02 16:00),,
용역,20200523342-00,일반,중앙오수간선관로 정비사업 건설폐기물처리용역,광주광역시,광주광역시,제한(총액),2020/05/19 17:03(2020/05/27 12:00),,
용역,20200521831-00,일반,용산·유곡·영산강천·포두천 하천재해예방사업 토질조사 용역,전라남도,전라남도,제한경쟁,2020/05/19 17:02(2020/05/27 10:00),,
용역,20200523240-00,일반,서교 등 7개 광산 지반침하방지 기본조사 용역,한국광해관리공단,한국광해관리공단,제한경쟁,2020/05/19 17:02(2020/05/26 10:00),,
용역,20200523316-00,일반,지방도930호선(사암도로) 재해복구사업 건설폐기물처리용역,경상북도,경상북도 북부건설사업소,제한(총액),2020/05/19 17:02(2020/05/27 10:00),,
용역,20200521655-00,일반,"지하철 승강편의시설 토목건축공사 계측관리 용역(3-3공구, 3-4공구)",서울교통공사,서울교통공사,제한경쟁,2020/05/19 17:02(2020/05/27 10:00),,
용역,20200523332-00,일반,2020년 특허기술상 시상식 위탁사업,특허청,특허청,제한(총액)협상에의한계약,2020/05/19 17:01(2020/06/29 10:00),,
용역,20200520825-00,일반,국립공원 무인계도장비 고도화,국립공원공단,국립공원공단,일반(총액)협상에의한계약,2020/05/19 17:01(2020/05/29 10:00),,
용역,20200519568-00,일반,2020년도 중고PC 지원 사업 용역,강원도,강원도,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/19 17:00(2020/05/26 10:00),,
용역,B5202001601-00,일반,노후도 기반 신뢰성 평가기법 도입 등을 통한 노후 댐의 안전 및 유지관리 개선방안 연구,한국수자원공사,한국수자원공사 재무관리처,제한경쟁,2020/05/19 17:00(2020/06/02 17:00),,
용역,20200523320-00,긴급,2020년 장수군 방치보관 슬레이트 처리 용역 입찰 재공고,전라북도 장수군,전라북도 장수군,일반(총액),2020/05/19 16:58(2020/05/25 10:00),,
용역,20200523313-00,일반,영등포경찰서 석면철거 및 기타공사(폐기물처리 용역) 긴급,경찰청 서울특별시지방경찰청 서울영등포경찰서,경찰청 서울특별시지방경찰청 서울영등포경찰서,제한(총액),2020/05/19 16:57(2020/05/21 17:00),,
용역,20200523284-00,일반,건설업 시스템비계 시장 실태조사 용역,한국산업안전보건공단,한국산업안전보건공단,제한(총액)협상에의한계약,2020/05/19 16:56(2020/06/04 10:00),,
용역,E012004526-00,일반,천호로SW15~천호로SW11AR1 간선계통 보강공사 감리용역,한국전력공사,재무자재부,제한(총액),2020/05/19 16:55(2020/05/27 10:00),,
용역,20200521813-00,일반,용장·신학천 하천기본계획 및 하천재해예방사업 조사측량 용역,전라남도,전라남도,제한경쟁,2020/05/19 16:55(2020/05/27 10:00),,
용역,20200523300-00,일반,송운초등학교 등 2교(해강고) 외부환경개선공사 건설폐기물처리용역,부산광역시교육청 부산광역시해운대교육지원청,부산광역시교육청 부산광역시해운대교육지원청,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/19 16:53(2020/05/26 10:00),,
용역,20200521808-00,일반,모산·순천동천 하천기본계획 및 하천재해예방사업 조사측량 용역,전라남도,전라남도,제한경쟁,2020/05/19 16:53(2020/05/27 10:00),,
용역,20200523280-00,일반,지방도928호선(예천 생천~용문 상금곡간) 도로정비공사 실시설계용역,경상북도,경상북도 북부건설사업소,제한경쟁,2020/05/19 16:51(2020/05/27 10:00),,
용역,20200521803-00,일반,기산·엄다천 하천재해예방사업 조사측량 용역,전라남도,전라남도,제한경쟁,2020/05/19 16:50(2020/05/27 10:00),,
용역,20200522679-00,긴급,오서산 힐링숲 산림레포츠단지 조성사업 기본 및 실시설계용역(사업수행능력평가 후 가격입찰),충청남도 홍성군,충청남도 홍성군,일반경쟁,2020/05/19 16:50(2020/05/25 10:00),,
용역,20200523281-00,일반,세척폐수 위탁처리 계약,국민건강보험공단 일산병원,국민건강보험공단 일산병원,제한(단가),2020/05/19 16:49(2020/05/27 10:00),,
용역,E012004551-00,일반,삼호난전리 영암군청 도로확포장 지장전주 이설 감리,한국전력공사,재무자재부,제한(총액),2020/05/19 16:49(2020/05/27 12:00),,
용역,20200519233-00,긴급,통합 경영정보관리 시스템 구축,조달청 서울지방조달청,한국지방재정공제회,제한(총액)협상에의한계약,2020/05/19 16:48(2020/06/02 10:00),,
용역,20200521793-00,일반,금강·유치천 하천재해예방사업 조사측량 용역,전라남도,전라남도,제한경쟁,2020/05/19 16:48(2020/05/27 10:00),,
용역,20200523262-00,일반,입체적 하천·호소 수질감시 시범사업,한국환경공단,한국환경공단,일반(총액)협상에의한계약,2020/05/19 16:48(2020/06/09 15:00),,
용역,20200521788-00,일반,진도·율촌천 하천재해예방사업 조사측량 용역,전라남도,전라남도,제한경쟁,2020/05/19 16:45(2020/05/27 10:00),,
용역,2020051918001-00,일반,내포열병합 천연가스 공급시설 건설공사 설계 및 감리용역,한국가스공사,한국가스공사,제한(총액),2020/05/19 16:45(2020/06/29 10:00),,
용역,20200523272-00,긴급,추모4관 조성 설계용역,전라북도 군산시,전라북도 군산시,지명경쟁,2020/05/19 16:45(2020/05/26 12:00),,
용역,20200521118-00,일반,2020년 홍보물품 디자인 기획 및 개발 납품사업,조달청 서울지방조달청,외교부,일반(총액)규격가격동시,2020/05/19 16:44(2020/06/11 14:00),,
용역,20200523264-00,일반,"식당위탁운영용역(환자식/직원식, 장례식장/외래객 식당)",동남권원자력의학원,동남권원자력의학원,제한(총액)협상에의한계약,2020/05/19 16:43(-),,
용역,E012004553-00,일반,"문백면 옥성리 ㈜지산개발 산업용 고압 3,500kW 증설 감리용역",한국전력공사,재무자재부,제한(총액),2020/05/19 16:42(2020/05/27 10:00),,
용역,20200522848-00,일반,시흥경찰서 별관동 증축공사 설계용역,조달청 인천지방조달청,경찰청 경기도남부지방경찰청,수의(설계공모),2020/05/19 16:42(-),,
용역,20200523255-00,일반,군도19호선 갓길정비공사 건설폐기물 처리용역(소액수의),전라남도 장성군,전라남도 장성군,수의(총액)소액수의,2020/05/19 16:40(2020/05/25 10:00),,
용역,20200515523-01,취소,국도17호선 용인시 평창리 등 9개소 절토사면 정밀안전점검용역,조달청,국토교통부 서울지방국토관리청 수원국토관리사무소,"일반경쟁(용역,PQ)",2020/05/19 16:40(2020/06/02 10:00),,
용역,E082000257-00,일반,[동해] 바이오매스발전소 운전정보시스템구축 용역,한국동서발전주식회사,총무기획부,제한(총액),2020/05/19 16:40(2020/05/28 17:00),,
용역,20200523254-00,긴급,평해읍 기초생활 거점육성사업 기본계획 및 실시설계용역(가격입찰 후 PQ),경상북도 울진군,경상북도 울진군,일반경쟁,2020/05/19 16:40(2020/05/25 10:00),,
용역,E012004550-00,일반,2020년 옥천지사 배전선로 광학카메라 진단용역,한국전력공사,재무자재부,제한(총액),2020/05/19 16:38(2020/05/27 10:00),,
용역,20200521783-00,일반,용산·유곡·영산강천·포두천 하천재해예방사업 조사측량 용역,전라남도,전라남도,제한경쟁,2020/05/19 16:37(2020/05/27 10:00),,
용역,20200522554-00,일반,업무용 전용회선망 및 IDC 위탁사업자 선정 계약,조달청 경남지방조달청,중소벤처기업진흥공단,수의(총액),2020/05/19 16:37(2020/05/22 12:00),,
용역,20200423921-01,취소,2020년 말산업박람회 행사 대행 용역,조달청 서울지방조달청,한국마사회,제한(총액)협상에의한계약,2020/05/19 16:37(2020/05/28 10:00),,
용역,20200523248-00,일반,2020년도 청사 무인방범시스템 관리 용역,경기도 양평군,경기도 양평군,제한(총액),2020/05/19 16:36(2020/05/22 10:00),,
용역,20200522541-00,일반,차세대 저작권 등록시스템 활용 강화,조달청 경남지방조달청,한국저작권위원회,수의(총액),2020/05/19 16:36(2020/05/22 12:00),,
용역,20200523244-00,일반,2020년 남해바다숲 조성관리사업 전남권역 하반기 통합관리,한국수산자원공단 남해본부,한국수산자원공단 남해본부,일반경쟁,2020/05/19 16:36(2020/05/26 10:00),,
용역,20200523212-00,일반,경기중소기업 성장지원센터(구 청사) 내진보강설계 기술용역,중소벤처기업부 경기지방중소벤처기업청,중소벤처기업부 경기지방중소벤처기업청,수의(총액)소액수의,2020/05/19 16:35(2020/05/26 10:00),,
용역,20200523094-00,일반,SW융합오픈랩 고도화 연구용역,조달청 광주지방조달청,재단법인전라남도정보문화산업진흥원,제한(총액)협상에의한계약,2020/05/19 16:33(2020/06/03 14:00),,
용역,20200515950-00,긴급,다부처 공동 한국형위성항법시스템(KPS) 개발을 위한 기획연구,조달청 대전지방조달청,한국연구재단,제한(총액)협상에의한계약,2020/05/19 16:32(2020/06/02 10:00),,
용역,20200523124-00,일반,광주광역시청사 정밀안전진단 및 내진성능평가 용역(PQ후 가격),광주광역시,광주광역시,일반경쟁,2020/05/19 16:30(2020/05/27 12:00),,
용역,20200523216-00,일반,2020 태권도문화페스티벌 행사 대행용역,태권도진흥재단,태권도진흥재단,제한(총액)협상에의한계약,2020/05/19 16:30(2020/06/01 10:00),,
용역,20200523230-00,일반,2020년 사회적경제기업 협약매장 입점지원 사업 유통지원단 운영 용역,재단법인경기도일자리재단,재단법인경기도일자리재단,제한(총액)협상에의한계약,2020/05/19 16:30(2020/06/01 11:00),,
용역,20200523225-00,긴급,(지명경쟁)시흥시 수도정비기본계획(변경) 수립용역,경기도 시흥시,경기도 시흥시,지명경쟁,2020/05/19 16:29(2020/05/25 10:00),,
용역,20200522697-00,일반,2021국제농업박람회 세부실행계획 수립 용역,재단법인 전라남도국제농업박람회,재단법인 전라남도국제농업박람회,제한(총액)협상에의한계약,2020/05/19 16:29(2020/06/02 17:00),,
용역,20200521331-00,일반,제1선망호 상가수리공사(선체),대형선망수산업협동조합,대형선망수산업협동조합,제한(총액),2020/05/19 16:29(2020/05/26 14:00),,
용역,20200522333-00,일반,2020년 위탁통신교육 사업자 선정,부산광역시의료원,부산광역시의료원,제한(단가)협상에의한계약,2020/05/19 16:27(2020/05/29 10:00),,
용역,20200523201-00,일반,2020년 남해바다숲 조성관리사업 경남권역 하반기 통합관리,한국수산자원공단 남해본부,한국수산자원공단 남해본부,일반경쟁,2020/05/19 16:27(2020/05/26 10:00),,
용역,20200522747-00,일반,2020년 서귀포소방서 소방차량 등 손해배상보험 소액수의 견적제출 안내공고,제주특별자치도 서귀포소방서,제주특별자치도 서귀포소방서,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/19 16:26(2020/05/25 10:00),,
용역,20200523193-00,일반,6.25전쟁 의료지원국 독일 참전사 발간,국가보훈처,국가보훈처,제한(총액)협상에의한계약,2020/05/19 16:25(2020/06/02 10:00),,
용역,20200523206-00,긴급,공공데이터 활용 아이디어 경진대회,(재)강원정보문화진흥원,(재)강원정보문화진흥원,제한(총액)협상에의한계약,2020/05/19 16:25(2020/06/01 10:00),,
용역,20200523109-00,일반,낙동강 중류 단위유역 유역하수도정비계획 변경수립,환경부 대구지방환경청,환경부 대구지방환경청,지명경쟁,2020/05/19 16:25(2020/05/27 10:00),,
용역,20200522964-00,일반,"[정책연구] 감염예방을 위한 주사실무 지침 교육·훈련 프로그램 개발, 시범운영 및 효과평가",보건복지부 질병관리본부,보건복지부 질병관리본부,일반(총액)협상에의한계약,2020/05/19 16:23(2020/05/29 10:00),,
용역,20200523204-00,일반,여수 낭도리 공룡발자국 화석산지 및 퇴적층 종합정비 기본계획 수립 용역,전라남도 여수시,전라남도 여수시,제한(총액),2020/05/19 16:23(2020/05/27 12:00),,
용역,20200522385-00,일반,한국원자력환경공단 무인경비 용역,한국원자력환경공단,한국원자력환경공단,제한(총액)규격가격동시,2020/05/19 16:22(2020/05/27 12:00),,
용역,20200523129-00,일반,2020년 상수도시설 유량계 교정검사,세종특별자치시 시설관리사업소,세종특별자치시 시설관리사업소,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/19 16:21(2020/05/25 14:00),,
용역,B5202001600-00,일반,상수원 상류유역 거점형 오염저감 시범사업(대청호),한국수자원공사,한국수자원공사 재무관리처,일반경쟁,2020/05/19 16:20(2020/06/09 14:00),,
용역,B5202001598-01,변경,고현천 상류유역 거점형 오염저감 시범사업 용역,한국수자원공사,한국수자원공사 재무관리처,일반경쟁,2020/05/19 16:20(2020/06/09 14:00),,
용역,20200523163-00,일반,서방천(유운교) 활성화 사업 난간 및 조형물 디자인 및 제작·설치 용역,광주광역시 북구,광주광역시 북구,제한(총액)협상에의한계약,2020/05/19 16:18(2020/06/09 17:00),,
용역,20200522527-00,긴급,경찰대학 데이터 분석기술 클러스터링 서비스구축(하드웨어) 입찰공고,조달청 대전지방조달청,경찰청 경찰대학,제한(총액)협상에의한계약,2020/05/19 16:16(2020/06/02 10:00),,
용역,20200522251-00,일반,2020년 순찰선(속초해양호)정기수리 용역,강원도,강원도 환동해본부,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/19 16:14(2020/05/25 10:00),,
용역,20200523158-00,긴급,옥천지구 농어촌 마을하수도 공공하수처리시설 공법 선정 기술제안서 제출안내 공고,전라남도 장성군,전라남도 장성군,일반경쟁,2020/05/19 16:12(-),,
용역,20200523137-00,일반,2020년 화학물질평가처 폐수 위탁처리 단가계약,한국환경공단,한국환경공단,수의(총액)소액수의,2020/05/19 16:09(2020/05/25 10:00),,
용역,20200523155-00,긴급,용궁중학교 외 1교 정밀안전진단 용역,경상북도교육청 경상북도예천교육지원청,경상북도교육청 경상북도예천교육지원청,제한경쟁,2020/05/19 16:09(2020/05/25 10:00),,
용역,KNOC2020050150-01,변경,구리지사 지중탱크 비파괴검사 용역,한국석유공사,한국석유공사 본사,일반(총액),2020/05/19 16:09(2020/06/02 14:00),,
용역,20200523081-00,일반,국보문화재 홍보디자인 원천소스 및 시제품 제작 용역,재단법인 백제고도문화재단,재단법인 백제고도문화재단,제한(총액)협상에의한계약,2020/05/19 16:06(2020/05/29 10:00),,
용역,20200523134-00,일반,[사업수행능력평가서 제출안내 공고] 효자~상원간 도로건설공사 건설사업관리용역,경상북도,경상북도,일반경쟁,2020/05/19 16:05(-),,
용역,20200522424-00,일반,로컬랩 동네발전소 솔루션 도출연구 용역,서울특별시 마을공동체 종합지원센터,서울특별시 마을공동체 종합지원센터,일반(총액)협상에의한계약,2020/05/19 16:05(-),,
용역,20200522166-01,변경,2020년 국가어항 ICT기반 지능형영상시스템 24시간 CCTV 모니터링 용역,한국어촌어항공단,한국어촌어항공단,제한(총액),2020/05/19 16:03(2020/05/27 10:00),,
용역,20200523120-00,일반,동서울대학교 역량기반 교육과정 전산시스템 개발 용역(새로운입찰),동서울대학산학협력단,동서울대학산학협력단,일반(총액)협상에의한계약,2020/05/19 16:01(-),,
용역,20200523121-00,일반,전통공연예술진흥재단 공식 블로그 운영 및 소셜미디어 디자인 제작,재단법인 전통공연예술진흥재단,재단법인 전통공연예술진흥재단,제한(총액)협상에의한계약,2020/05/19 16:01(-),,
용역,20200523116-00,일반,춘화소하천 정비사업 소규모 환경영향평가 용역,경상남도 밀양시,경상남도 밀양시,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/19 16:01(2020/05/26 12:00),,
용역,E012004546-00,일반,무실동(산63-6) 원주시청 가로등 150kW 고압 신규 감리용역,한국전력공사,재무자재부,제한(총액),2020/05/19 16:00(2020/05/27 10:00),,
용역,B5202001594-00,일반,부산 에코델타시티 3단계 제1공구 조성공사(토공) 건설사업관리 용역,한국수자원공사,한국수자원공사 재무관리처,일반경쟁,2020/05/19 16:00(2020/06/25 14:00),,
용역,B5202001588-00,일반,2020년 화성권관리단 환경정비용역,한국수자원공사,한국수자원공사 화성권관리단,수의계약,2020/05/19 16:00(2020/05/25 12:00),,
용역,20200520873-01,변경,중교소하천 소공원 조성사업 도시관리계획 결정 및 실시설계 용역,충청남도 논산시,충청남도 논산시,제한경쟁,2020/05/19 15:59(2020/05/27 14:00),,
용역,20200517234-01,변경,2020~2022 회계연도 외부회계감사 용역,한국청소년상담복지개발원,한국청소년상담복지개발원,제한(총액)협상에의한계약,2020/05/19 15:59(2020/06/01 14:00),,
용역,20200522523-00,일반,통합법 허가검토를 위한 매뉴얼 마련(2021년 업종),한국환경공단,한국환경공단,일반(총액)협상에의한계약,2020/05/19 15:59(2020/06/01 15:00),,
용역,20200523106-00,일반,2020년 남양주시 유아숲체험원 위탁운영 용역(5권역),경기도 남양주시,경기도 남양주시,제한(총액),2020/05/19 15:58(2020/05/25 10:00),,
용역,20200519171-01,변경,창원대학교 2020~2025학년도 통합방범시스템(무인기계경비) 용역,조달청 경남지방조달청,창원대학교,일반(총액)협상에의한계약,2020/05/19 15:57(2020/06/03 12:00),,
용역,20200523074-00,긴급,(가칭)시흥 북부 장애인보호작업장 철거공사 폐기물처리용역,경기도 시흥시,경기도 시흥시,제한(총액),2020/05/19 15:57(2020/05/25 10:00),,
용역,20200523062-00,일반,장성읍 맑은물 푸른농촌가꾸기사업 지역역량강화 용역,한국농어촌공사 전남지역본부 장성지사,한국농어촌공사 전남지역본부 장성지사,일반(총액)협상에의한계약,2020/05/19 15:57(2020/06/01 10:00),,
용역,20200523098-00,일반,「만인공원 광장 및 교차로 개선사업 기본 및 실시설계」 설계공모(재공고),전라북도 남원시,전라북도 남원시,일반경쟁,2020/05/19 15:56(-),,
용역,20200516900-00,일반,2020년 나이스 대국민서비스 편의성 강화 기능개선,조달청 대구지방조달청,한국교육학술정보원,제한(총액)협상에의한계약,2020/05/19 15:54(2020/07/01 10:00),,
용역,20200518291-00,긴급,2020년 유료방송서비스 품질평가 지원,조달청,한국정보화진흥원,일반(총액)협상에의한계약,2020/05/19 15:54(2020/06/09 10:00),,
용역,E012004543-00,일반,신화순S/S #1Sh.R 및 장흥S/S #4M.Tr 증설공사 실시설계용역(변전),한국전력공사,재무자재부,제한(총액),2020/05/19 15:54(2020/05/27 12:00),,
용역,20200520707-00,긴급,2020년 초.중.고 학생 경제이해력 조사,조달청 대전지방조달청,기획재정부,제한(총액)협상에의한계약,2020/05/19 15:54(2020/06/02 10:00),,
용역,2020051905001-00,일반,통영기지본부 부취제 탱크로리 운송용역,한국가스공사,한국가스공사,제한(총액),2020/05/19 15:53(2020/05/27 09:00),,
용역,20200522885-00,일반,"분당구청 주차빌딩 건립공사 상주감리용역(건축,토목,기계, 조경)",조달청,경기도 성남시 분당구,일반(본청),2020/05/19 15:53(2020/06/25 10:00),,
