"업무","공고번호-차수","분류","공고명","공고기관","수요기관","계약방법","입력일시(입찰마감일시)"
"용역","20200521858-00","일반","생활관 냉방기 필터청소 용역","한국과학기술원","한국과학기술원","수의(총액)소액수의","2020/05/18 22:10(2020/05/22 10:00)"
"용역","20200521860-00","긴급","봉화골마을 진입도로 확포장공사 건설폐기물처리용역","경상남도 고성군","경상남도 고성군","제한(총액)","2020/05/18 22:09(2020/05/25 10:00)"
"용역","20200521856-00","긴급","항로표지 장비용품 내용연수 조사 연구","해양수산부","해양수산부","제한(총액)협상에의한계약","2020/05/18 22:08(2020/05/29 14:00)"
"용역","20200521859-00","일반","잡월드 진출입로 환경개선 공사 폐기물처리 용역","전라남도 순천시","전라남도 순천시","수의(총액)소액수의","2020/05/18 22:08(2020/05/22 12:00)"
"용역","20200521849-00","긴급","제천산업고 본관교사 외 4동 노후시설 정밀안전점검용역","충청북도교육청 충청북도제천교육지원청","충청북도교육청 충청북도제천교육지원청","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/05/18 22:03(2020/05/22 10:00)"
"용역","20200521850-00","일반","두양지구 농어촌생활용수 급수구역 확장공사 폐기물처리용역","경상남도 하동군","경상남도 하동군","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/05/18 22:02(2020/05/22 10:00)"
"용역","20200521845-00","일반","국회청사 비데 청소 용역","국회 국회사무처","국회 국회사무처","수의(총액)소액수의","2020/05/18 21:57(2020/05/25 10:00)"
"용역","20200521844-00","일반","2020년도 어업폐기물 처리사업(단가계약)","경상남도 고성군","경상남도 고성군","제한(단가)","2020/05/18 21:57(2020/05/25 10:00)"
"용역","20200520759-00","일반","2020년 남부권 위임국도 포장도 보수공사 폐기물처리용역","경상북도 남부건설사업소","경상북도 남부건설사업소","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/05/18 21:48(2020/05/25 10:00)"
"용역","20200521774-00","일반","국지도68호선 칠평교 보수공사 폐기물처리용역","경상북도 남부건설사업소","경상북도 남부건설사업소","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/05/18 21:42(2020/05/25 10:00)"
"용역","20200521809-01","취소","생활관 냉방기 필터청소 용역","한국과학기술원","한국과학기술원","수의(총액)소액수의","2020/05/18 21:33(2020/05/22 10:00)"
"용역","20200521820-00","긴급","2020년 치매안심센터 전산화 그룹 인지학습 훈련 장비 임대","충청남도 서산시","충청남도 서산시","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/05/18 21:30(2020/05/22 10:00)"
"용역","20200521818-00","일반","무인기 통합시험.훈련기반 구축 건축설계용역 공모","경상남도 고성군","경상남도 고성군","일반경쟁","2020/05/18 21:26(-)"
"용역","20200521814-00","긴급","2020년 합천군농업기술센터 공용차량 보험 가입","경상남도 합천군 농업기술센터","경상남도 합천군 농업기술센터","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/05/18 21:25(2020/05/22 10:00)"
"용역","20200521800-00","일반","개정 누리과정 운영 지원 자료 개발 연구","서울특별시교육청","서울특별시교육청","제한(총액)협상에의한계약","2020/05/18 21:15(2020/06/08 11:00)"
"용역","20200521797-00","긴급","중왕항 어촌뉴딜300사업 지역역량강화(S/W)용역","충청남도 서산시","충청남도 서산시","일반(총액)협상에의한계약","2020/05/18 21:10(-)"
"용역","20200521794-00","일반","정지궤도복합위성 하니스 설계오류 검사 및 검증 프로그램 개발(재공고)","한국항공우주연구원","한국항공우주연구원","제한(총액)규격가격동시","2020/05/18 21:08(2020/05/28 10:00)"
"용역","20200520943-00","일반","선박교통관제 기본계획 수립 연구용역","해양경찰청","해양경찰청","제한(총액)협상에의한계약","2020/05/18 21:06(2020/05/29 12:00)"
"용역","20200517832-01","취소","중왕항 어촌뉴딜300사업 지역역량강화(S/W)용역","충청남도 서산시","충청남도 서산시","일반(총액)협상에의한계약","2020/05/18 21:01(-)"
"용역","20200521297-00","일반","규제정보화시스템 G-클라우드 전환 및 고도화 사업","조달청","국무조정실","수의(총액)","2020/05/18 20:59(2020/05/19 14:00)"
"용역","20200520386-00","일반","2020 경북콘텐츠코리아랩 온오프라인 홍보 및 서포터즈 프로그램 운영 용역","조달청 대구지방조달청","재단법인 경상북도콘텐츠진흥원","제한(총액)협상에의한계약","2020/05/18 20:52(2020/06/09 11:00)"
"용역","20200516656-01","변경","2020 서울바이오이코노미 포럼 행사대행 용역","조달청 대구지방조달청","대구경북첨단의료산업진흥재단","제한(총액)협상에의한계약","2020/05/18 20:50(2020/06/02 11:00)"
"용역","20200520457-00","긴급","월드푸드사이언스관 미디어관 기획 및 전시물 제작설치","전라북도 순창군 미생물산업사업소","전라북도 순창군 미생물산업사업소","제한(총액)협상에의한계약","2020/05/18 20:43(2020/06/01 17:00)"
"용역","20200521760-00","일반","소상공인 청년 창업 등 사회적경제 통합지원센터 건설폐기물 처리 용역","충청남도 논산시","충청남도 논산시","제한(총액)","2020/05/18 20:33(2020/05/26 14:00)"
"용역","20200521755-00","일반","공공조달부문 디자인활용 확대를 위한 국내외 공공 우선구매 제도 연구 용역","한국디자인진흥원","한국디자인진흥원","제한(총액)협상에의한계약","2020/05/18 20:29(2020/05/29 16:00)"
"용역","20200521744-00","일반","갯벌연구센터 화물(소형)차량 장기임차(리스) 단가 계약","해양수산부 국립수산과학원 서해수산연구소","해양수산부 국립수산과학원 서해수산연구소","수의(단가)소액수의","2020/05/18 20:14(2020/05/22 14:00)"
"용역","20200521737-00","긴급","[PQ-가격입찰]영주시 하수도정비 기본계획(변경) 용역","경상북도 영주시","경상북도 영주시","일반경쟁","2020/05/18 20:13(2020/05/25 10:00)"
"용역","20200518480-00","일반","가맹사업 정보제공시스템 및 분쟁조정 시스템 고도화 사업","조달청","공정거래위원회","제한(총액)협상에의한계약","2020/05/18 20:08(2020/06/25 10:00)"
"용역","20200521710-00","긴급","도심 노후하수관로 정비공사 CCTV조사 및 공기압 시험용역(긴급)","전라남도 순천시","전라남도 순천시","제한경쟁","2020/05/18 20:02(2020/05/25 12:00)"
"용역","20200521718-00","일반","해외온라인마케팅 지원사업 수행용역","재단법인 대전경제통상진흥원","재단법인 대전경제통상진흥원","일반(총액)협상에의한계약","2020/05/18 19:58(2020/05/25 10:00)"
"용역","20200521713-00","긴급","2020년 시설물안전법 대상 시설물 영주교 외 4개소 시설 정밀점검 용역","경상북도 영주시","경상북도 영주시","제한경쟁","2020/05/18 19:56(2020/05/25 10:00)"
"용역","20200521712-00","일반","세종시 조치원배수분구 도시침수 예방사업 기본 및 실시설계","한국환경공단","한국환경공단","일반경쟁","2020/05/18 19:52(2020/06/19 12:00)"
"용역","20200519695-00","긴급","항공교통흐름관리 전용 웹(앱) 포털사이트 구축 용역","조달청 대구지방조달청","국토교통부 항공교통본부","제한(총액)협상에의한계약","2020/05/18 19:50(2020/06/16 10:00)"
"용역","20200521708-00","일반","부평정수장 외 3개 정수장 기술진단 용역","인천광역시 상수도사업본부","인천광역시 상수도사업본부","일반경쟁","2020/05/18 19:50(-)"
"용역","20200521703-00","일반","어촌뉴딜300사업(낙지포항) 공간환경정보 마스터플랜 및 기본계획 수립용역(협상에 의한 계약)","경상남도 사천시","경상남도 사천시","제한경쟁","2020/05/18 19:49(-)"
"용역","20200521701-00","일반","창녕군 자전거이용시설 현황조사 및 자전거도로 지정 용역","경상남도 창녕군","경상남도 창녕군","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/05/18 19:46(2020/05/22 12:00)"
"용역","20200521683-00","일반","장말손 종가 고문서 유물수장고 건립 설계용역","경상북도 영주시","경상북도 영주시","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/05/18 19:33(2020/05/22 10:00)"
"용역","20200520618-00","일반","통합경영시스템(MOAS) 고도화 구축 용역","한국원자력연구원","한국원자력연구원","제한(총액)협상에의한계약","2020/05/18 19:33(2020/06/01 11:00)"
"용역","20200520430-00","긴급","에너지부문 2050 장기저탄소전략 연구","조달청 대전지방조달청","산업통상자원부","제한(총액)협상에의한계약","2020/05/18 19:31(2020/05/26 10:00)"
"용역","20200521674-00","긴급","3개권역 미래자원순환 거점수거센터 구축사업 기본 및 실시설계","한국환경공단","한국환경공단","일반경쟁","2020/05/18 19:27(2020/06/08 12:00)"
"용역","20200521662-00","긴급","조원시장 주차환경개선사업 대상지 지장물 철거 폐기물처리용역","경기도 수원시","경기도 수원시","제한(총액)","2020/05/18 19:23(2020/05/25 10:00)"
"용역","20200521667-00","일반","2020년 조림지 풀베기사업 실시설계 용역","경상북도 영주시","경상북도 영주시","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/05/18 19:22(2020/05/22 10:00)"
"용역","20200521652-00","일반","2020 제주여행 온라인 마케팅 페스티벌","(사)제주특별자치도관광협회","(사)제주특별자치도관광협회","제한(총액)협상에의한계약","2020/05/18 19:19(2020/06/08 17:00)"
"용역","20200517803-00","일반","2020년 도로명주소 안내시설물 전수조사 용역 수의견적 제출안내 공고","경상북도 포항시","경상북도 포항시","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/05/18 19:17(2020/05/22 10:00)"
"용역","20200521647-00","긴급","청계통합정수장 고도정수처리시설 설치사업 기본 및 실시설계 건설사업관리용역","경기도 안양시","경기도 안양시","일반경쟁","2020/05/18 19:11(2020/05/25 10:00)"
"용역","20200519932-00","긴급","공공감사정보시스템 재개발을 위한 정보화전략계획(ISP) 수립","조달청 서울지방조달청","감사원","제한(총액)협상에의한계약","2020/05/18 19:08(2020/06/03 10:00)"
"용역","20200521629-00","일반","철마초등학교 등 2교(교리초) 급식실증축 및 기타 전기, 정보통신, 소방공사 설계용역","부산광역시교육청 부산광역시해운대교육지원청","부산광역시교육청 부산광역시해운대교육지원청","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/05/18 19:07(2020/05/22 10:00)"
"용역","20200521642-00","일반","금천구 기후변화 대응 2030 종합계획 수립 용역","서울특별시 금천구","서울특별시 금천구","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/05/18 19:03(2020/05/22 10:00)"
"용역","20200521580-00","일반","2020년 음악 및 음향효과 용역사업","한국방송통신대학교","한국방송통신대학교","수의(단가)소액-견적입찰(2인 이상 견적 제출)","2020/05/18 19:01(2020/05/22 10:00)"
"용역","20200503106-03","변경","창업가를 위한 주거바우처 및 주거지원 용역","서울특별시","서울특별시","일반(총액)협상에의한계약","2020/05/18 19:00(2020/05/26 17:00)"
"용역","20200521631-00","일반","수원시 고색역·오목천역세권 경관 가이드라인 수립용역","경기도 수원시","경기도 수원시","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/05/18 18:59(2020/05/22 10:00)"
"용역","20200521236-01","변경","신양항 정비공사 사후환경영향조사용역(운영시) (P.Q - 가격입찰)","제주특별자치도","제주특별자치도","일반경쟁","2020/05/18 18:59(2020/05/25 14:00)"
"용역","20200521634-00","일반","망일사 전통사찰 상수도 공급공사 건설폐기물 처리용역","충청남도 서산시","충청남도 서산시","수의(총액)소액수의","2020/05/18 18:59(2020/05/22 10:00)"
"용역","20200521616-00","일반","2020년 서천군 주꾸미 산란서식장 조성해역 인입률 조사 및 산란시설물 수중관리","한국수산자원공단 서해본부","한국수산자원공단 서해본부","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/05/18 18:54(2020/05/22 10:00)"
"용역","20200520184-00","일반","주요정보통신 기반시설 취약점 분석,평가 컨설팅사업_중앙조달","조달청 부산지방조달청","근로복지공단본부","제한(총액)협상에의한계약","2020/05/18 18:54(2020/06/02 10:00)"
"용역","20200521623-00","일반","문수사 전통사찰 상수도 공급공사 건설폐기물 처리용역","충청남도 서산시","충청남도 서산시","수의(총액)소액수의","2020/05/18 18:51(2020/05/22 10:00)"
"용역","20200521594-00","일반","민안초등학교 다목적강당증축 전기, 정보통신, 소방공사 설계용역","부산광역시교육청 부산광역시해운대교육지원청","부산광역시교육청 부산광역시해운대교육지원청","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/05/18 18:48(2020/05/22 10:00)"
"용역","20200521614-00","긴급","거제시 소하천정비종합계획(변경) 및 지형도면고시 용역","경상남도 거제시","경상남도 거제시","지명경쟁","2020/05/18 18:47(2020/05/26 10:00)"
"용역","20200418249-01","취소","2020 글로벌 네트워크(NEAC 포럼 및 협의회 개최) 사업","조달청 서울지방조달청","국민경제자문회의 지원단","일반(총액)협상에의한계약","2020/05/18 18:43(2020/05/26 10:00)"
"용역","20200521601-00","일반","2020년 부동산서비스산업 실태조사 설문용역","한국감정원","한국감정원","제한(총액)협상에의한계약","2020/05/18 18:43(2020/05/29 10:00)"
"용역","20200515826-00","일반","2020년 외교부 사이버캐비닛 DRM 이중화","조달청 서울지방조달청","외교부","제한(총액)협상에의한계약","2020/05/18 18:42(2020/05/29 10:00)"
"용역","20200521574-00","일반","소규모 공동주택 안전관리 위탁 용역","인천광역시 동구","인천광역시 동구","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/05/18 18:41(2020/05/22 10:00)"
"용역","20200519650-00","일반","인터폴을 통한 재외국민 범죄 대응역량 강화 및 국제공조수사 활성화 연구용역","조달청 서울지방조달청","경찰청","제한(총액)협상에의한계약","2020/05/18 18:41(2020/05/29 10:00)"
"용역","20200521595-00","일반","구조계측 시스템 구축 및 계측 데이터 분석 지원","국방과학연구소","국방과학연구소","제한(총액)규격가격동시","2020/05/18 18:41(2020/06/02 10:00)"
"용역","20200521597-00","일반","제15회 순창장류축제 주요행사 및 무대설치 분야 위탁대행사 선정 제안공모","전라북도 순창군","전라북도 순창군","제한(총액)협상에의한계약","2020/05/18 18:40(-)"
"용역","20200519545-00","긴급","대구 달서구 야간경관계획 수립 용역(협상에 의한 계약)","대구광역시 달서구","대구광역시 달서구","일반(총액)협상에의한계약","2020/05/18 18:38(-)"
"용역","20200521586-00","일반","2020년 영평천 제방보수공사 폐기물처리용역(폐목재,폐합성수지)","경기도 포천시","경기도 포천시","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/05/18 18:36(2020/05/22 10:00)"
"용역","20200521587-00","긴급","청주 은행도로 노후포장도 보수공사 폐기물처리용역","충청북도","충청북도","제한(총액)","2020/05/18 18:35(2020/05/25 10:00)"
"용역","20200521567-00","일반","제주시 노후개발지구 지구단위계획 정비용역","제주특별자치도 제주시","제주특별자치도 제주시","지명경쟁","2020/05/18 18:33(2020/05/26 15:00)"
"용역","20200520920-00","일반","김포풍무 체육문화센터 건립 건축기획 용역","경기도 김포시","경기도 김포시","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/05/18 18:32(2020/05/22 10:00)"
"용역","20200521571-00","일반","도핑검사 포털(ADTIS) 기능개선 및 검사관 온라인 교육시스템 구축","한국도핑방지위원회","한국도핑방지위원회","제한(총액)협상에의한계약","2020/05/18 18:32(2020/06/29 10:00)"
"용역","20200521584-00","일반","의정부시 공공디자인 진흥계획 수립용역(재공고)","경기도 의정부시","경기도 의정부시","제한(총액)협상에의한계약","2020/05/18 18:32(-)"
"용역","20200521566-00","일반","해운대하수 노후 MCC반 교체공사 감리용역","부산광역시 건설본부","부산광역시 건설본부","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/05/18 18:31(2020/05/22 10:00)"
"용역","20200521575-00","긴급","나주 마한 천문대 도시관리계획(공원 및 조성계획) 결정(변경) 용역","전라남도 나주시","전라남도 나주시","제한경쟁","2020/05/18 18:30(2020/05/25 10:00)"
"용역","20200521560-00","일반","수도정비 기본계획(변경)수립 및 수도시설 기술진단 용역 사업수행능력평가서 제출안내","전라남도 나주시 상수도사업소","전라남도 나주시 상수도사업소","일반경쟁","2020/05/18 18:30(-)"
"용역","P20S050000-00","일반","청송양수홍보관 전시시설 개선용역","한국수력원자력주식회사","한국수력원자력(주) 청송양수발전소","일반(총액)","2020/05/18 18:30(2020/06/29 14:00)"
"용역","20200520084-02","취소","나주 마한 천문대 도시관리계획(공원 및 조성계획) 결정(변경) 용역","전라남도 나주시","전라남도 나주시","제한경쟁","2020/05/18 18:26(2020/05/25 10:00)"
"용역","20200521343-00","일반","2050 수목원 발전전략 연구용역","충청북도","충청북도","제한(총액)협상에의한계약","2020/05/18 18:26(2020/05/29 16:00)"
"용역","20200515870-00","일반","외빈의전 및 업무용 공용차량 신규임차","조달청 서울지방조달청","국회 국회사무처","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/05/18 18:24(2020/05/29 10:00)"
"용역","20200521555-00","긴급","수도권광역급행철도 A노선 민간투자사업 지하구간(4,5,7차) 감정평가 용역","한국감정원","한국감정원","일반(총액)협상에의한계약","2020/05/18 18:24(-)"
"용역","20200521547-00","일반","민군협력진흥원 정보화시스템 운영 및 유지보수","국방과학연구소","국방과학연구소","제한(총액)협상에의한계약","2020/05/18 18:23(2020/06/29 10:00)"
"용역","20200521557-00","긴급","제2차 충청북도 건축기본계획 수립 용역","충청북도","충청북도","제한(총액)협상에의한계약","2020/05/18 18:23(2020/05/29 16:00)"
"용역","20200521482-00","일반","광산구 오선동 271번지 주변 배수관 정비구간 포장복구공사 건설폐기물처리","광주광역시 상수도사업본부 시설관리소","광주광역시 상수도사업본부 시설관리소","수의(총액)소액수의","2020/05/18 18:19(2020/05/22 10:00)"
"용역","20200521544-00","일반","입상활성탄 재생설비 개량공사 재생공법 선정 기술제안서 제출안내(재공고)","대구광역시 상수도사업본부","대구광역시 상수도사업본부","제한경쟁","2020/05/18 18:19(-)"
"용역","20200521536-00","일반","초가팔1리 인도설치공사 실시설계용역","경기도 포천시","경기도 포천시","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/05/18 18:18(2020/05/22 10:00)"
"용역","20200519793-01","취소","도핑검사관 포털(ADTIS) 기능개선 및 검사관 온라인 교육시스템 구축","한국도핑방지위원회","한국도핑방지위원회","제한(총액)협상에의한계약","2020/05/18 18:18(2020/06/29 10:00)"
"용역","20200518733-01","변경","옥동광산 수질정화시설 사업장일반폐기물(슬러지오니) 운반 및 처리용역","한국광해관리공단","한국광해관리공단","수의(총액)소액수의","2020/05/18 18:18(2020/05/26 10:00)"
"용역","20200521538-00","긴급","제2차 충청북도 녹색건축물 조성계획 수립 용역","충청북도","충청북도","제한(총액)협상에의한계약","2020/05/18 18:18(2020/05/29 16:00)"
"용역","20200521534-00","일반","2020년 남동구 주차장수급실태 조사용역","인천광역시 남동구","인천광역시 남동구","제한경쟁","2020/05/18 18:18(2020/05/26 10:00)"
"용역","20200521278-00","일반","[정책연구] 국민건강영양조사 자료처리용 식품별 비타민D, 비타민E 구축","보건복지부 질병관리본부","보건복지부 질병관리본부","일반(총액)협상에의한계약","2020/05/18 18:16(2020/05/29 10:00)"
"용역","20200521471-00","일반","진도 지산지구 굴곡위험도로 개선사업 폐콘크리트 처리용역","전라남도","전라남도","수의(총액)소액수의","2020/05/18 18:16(2020/05/22 10:00)"
"용역","20200513963-01","변경","옥산 소하천 정비사업 실시설계 용역","전라북도 군산시","전라북도 군산시","일반경쟁","2020/05/18 18:16(2020/05/26 12:00)"
"용역","20200521530-00","일반","2020년 해안누리길 어플리케이션 고도화 및 유지관리 용역","(재)한국해양재단","(재)한국해양재단","제한(총액)협상에의한계약","2020/05/18 18:16(-)"
"용역","20200521271-00","일반","[정책연구] 국민건강영양조사 이동검진차량 기반의 영양조사 수행체계 개발","보건복지부 질병관리본부","보건복지부 질병관리본부","일반(총액)협상에의한계약","2020/05/18 18:15(2020/05/29 10:00)"
"용역","20200520984-00","긴급","의정부시 캐릭터 개발 용역","경기도 의정부시","경기도 의정부시","제한(총액)협상에의한계약","2020/05/18 18:15(-)"
"용역","20200521249-00","일반","[정책연구] 국민건강영양조사 음식별 식품재료량 데이터베이스 구축방법 개선 연구","보건복지부 질병관리본부","보건복지부 질병관리본부","일반(총액)협상에의한계약","2020/05/18 18:14(2020/05/29 10:00)"
"용역","20200521230-00","일반","[정책연구] 국민건강영양조사 노인 대상 조사항목 개발","보건복지부 질병관리본부","보건복지부 질병관리본부","일반(총액)협상에의한계약","2020/05/18 18:13(2020/05/29 10:00)"
"용역","20200521155-01","취소","입상활성탄 재생설비 개량공사 재생공법 선정 기술제안서 제출안내(재공고)","대구광역시 상수도사업본부","대구광역시 상수도사업본부","제한경쟁","2020/05/18 18:12(-)"
"용역","20200521525-00","일반","수도정비 기본계획(변경)수립 및 수도시설 기술진단 용역 사업수행능력평가서 제출안내","전라남도 나주시 상수도사업소","전라남도 나주시 상수도사업소","일반경쟁","2020/05/18 18:12(-)"
"용역","20200521223-00","일반","[정책연구] 국민건강영양조사 구강질환 측정방법 개선연구","보건복지부 질병관리본부","보건복지부 질병관리본부","일반(총액)협상에의한계약","2020/05/18 18:11(2020/05/29 10:00)"
"용역","20200521442-00","일반","진도 지산지구 굴곡위험도로 개선사업 폐아스콘 처리용역","전라남도","전라남도","수의(총액)소액수의","2020/05/18 18:11(2020/05/22 10:00)"
"용역","20200521209-00","일반","[정책연구] 국민건강영양조사 건강설문 조사방법 개선방안 연구","보건복지부 질병관리본부","보건복지부 질병관리본부","일반(총액)협상에의한계약","2020/05/18 18:10(2020/05/29 10:00)"
"용역","20200521509-00","긴급","2020년 강화문화재야행 행사대행 용역","인천광역시 강화군","인천광역시 강화군","일반(총액)협상에의한계약","2020/05/18 18:10(2020/05/29 18:00)"
"용역","20200520524-00","일반","2020년 기초학문자료센터 운영 민간위탁용역사업","조달청","한국연구재단","제한(총액)협상에의한계약","2020/05/18 18:10(2020/05/29 10:00)"
"용역","20200521523-00","긴급","[긴급]춘천시 물순환 관리 기본계획 수립 용역(협상에 의한 계약)","강원도 춘천시","강원도 춘천시","일반(총액)협상에의한계약","2020/05/18 18:10(-)"
"용역","20200521336-00","일반","계명산자연휴양림세탁관리용역","충주시시설관리공단","충주시시설관리공단","수의(단가)소액-견적입찰(2인 이상 견적 제출)","2020/05/18 18:10(2020/05/22 10:00)"
"용역","20200509492-01","변경","홈페이지 및 모바일 서비스 개편을 위한 ISP 컨설팅(정정공고)","건강보험심사평가원","건강보험심사평가원","제한(총액)협상에의한계약","2020/05/18 18:09(2020/05/25 14:00)"
"용역","20200521488-00","긴급","4차 산업혁명 선도인력 양성사업 「연차평가 및 성과평가 체계 구축 및 지표 개발」 연구","한국기술교육대학교 직업능력심사평가원","한국기술교육대학교 직업능력심사평가원","제한(총액)협상에의한계약","2020/05/18 18:06(2020/05/27 17:00)"
"용역","20200521203-00","일반","2020년 소방공무원 특수건강검진","대구광역시 소방본부","대구광역시 소방본부","제한(단가)협상에의한계약","2020/05/18 18:06(2020/05/29 10:00)"
"용역","20200521468-00","일반","2020년 방송콘텐츠 유통 방영권 지원 운영·관리","한국방송통신전파진흥원","한국방송통신전파진흥원","제한(총액)협상에의한계약","2020/05/18 18:05(2020/05/29 10:00)"
"용역","20200521505-00","일반","2020년 영평천 제방보수공사 폐기물처리용역(건설폐기물)","경기도 포천시","경기도 포천시","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/05/18 18:05(2020/05/22 10:00)"
"용역","20200521503-00","긴급","차세대 재활복지 의료기기 지원센터 건립공사 건설폐기물처리용역","부산광역시 건설본부","부산광역시 건설본부","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/05/18 18:04(2020/05/22 10:00)"
"용역","20200521496-00","일반","한아름근린공원 물놀이장 조성공사 폐기물처리용역","인천광역시 남동구","인천광역시 남동구","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/05/18 18:02(2020/05/22 10:00)"
"용역","20200508299-02","변경","2020년 한국장애인고용공단 홍보영상 제작","한국장애인고용공단","한국장애인고용공단","제한(총액)협상에의한계약","2020/05/18 18:02(2020/05/25 10:00)"
"용역","20200520424-00","긴급","나주IC~노안농공단지간 도로 확포자사업 문화재 정밀발굴조사 용역","전라남도 나주시","전라남도 나주시","제한경쟁","2020/05/18 18:02(2020/05/25 10:00)"
"용역","20200520186-00","긴급","반남 농어촌도로201호선 확포장공사 기본 및 실시설계 용역","전라남도 나주시","전라남도 나주시","제한경쟁","2020/05/18 18:01(2020/05/25 10:00)"
"용역","20200521494-00","일반","2020년 과학기술 진로지원 프로그램 운영 대행 용역","한국과학창의재단","한국과학창의재단","제한(총액)협상에의한계약","2020/05/18 18:00(2020/06/03 10:00)"
"용역","E092000098-00","일반","기술제안서 디자인 용역","한국전력기술(주)","구매팀","제한(총액)","2020/05/18 18:00(2020/06/22 15:05)"
"용역","20200520123-00","일반","금성산 도립공원지정 타당성조사 용역","전라남도 나주시","전라남도 나주시","제한경쟁","2020/05/18 17:59(2020/05/25 10:00)"
"용역","20200521491-00","긴급","2020년 공유재산 실태조사 용역","충청남도 보령시","충청남도 보령시","제한경쟁","2020/05/18 17:58(2020/05/25 10:00)"
"용역","20200520031-00","긴급","인사시스템 개편 사업","조달청","한국소비자원","제한(총액)협상에의한계약","2020/05/18 17:58(2020/06/16 10:00)"
"용역","20200521473-00","일반","2020년 제품단위 특허 포트폴리오 구축 지원사업 위탁 용역","한국생산기술연구원","한국생산기술연구원","제한(총액)협상에의한계약","2020/05/18 17:58(2020/05/29 12:00)"
