업무,공고번호-차수,분류,공고명,공고기관,수요기관,계약방법,입력일시(입찰마감일시),,
용역,20200515128-00,일반,2020년 오염우려지역(석유법 및 철도시설) 토양지하수 환경조사,한국환경공단,한국환경공단,일반경쟁,2020/05/13 15:54(2020/06/04 10:00),,
용역,20200515151-00,일반,KHFC MBS 2020년 6월 발행분 신용평가사 선정(재공고),한국주택금융공사,한국주택금융공사,제한(총액),2020/05/13 15:53(2020/05/20 10:00),,
용역,20200515159-00,긴급,연수문화예술회관 건립 설계공모 공고(긴급),인천광역시 연수구,인천광역시 연수구,일반경쟁,2020/05/13 15:52(-),,
용역,20200514137-00,일반,『2020년 청산향교 문화재 활용사업』용역(협상에 의한 계약),충청북도 옥천군,충청북도 옥천군,일반(총액)협상에의한계약,2020/05/13 15:51(-),,
용역,20200514541-00,긴급,고양시 생활폐기물 수집운반 대행용역(제12구역),경기도 고양시,경기도 고양시,일반(총액),2020/05/13 15:48(2020/05/19 10:00),,
용역,20200515102-00,일반,녹색교통지역 관련 시민 여론조사,서울특별시 의회사무처,서울특별시 의회사무처,제한(총액),2020/05/13 15:47(2020/05/19 14:00),,
용역,20200515138-00,일반,‘경남지역 주력 및 신성장사업 수요조사 및 현장모니터링’전문 조사기관 용역 입찰 공고,(사)경남경영자총협회,(사)경남경영자총협회,일반(총액)협상에의한계약,2020/05/13 15:47(-),,
용역,20200515140-00,일반,2020년도 팔공산 도학야영장 야간 경비 용역 소액수의 견적제출 안내공고,대구광역시 팔공산자연공원관리사무소,대구광역시 팔공산자연공원관리사무소,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/13 15:47(2020/05/19 16:00),,
용역,20200515139-00,긴급,BT-IT 융합센터 건립공사 건설폐기물처리용역,서울특별시,서울특별시 도시기반시설본부,제한(총액),2020/05/13 15:46(2020/05/19 12:00),,
용역,20200437753-02,변경,2020 당진문화예술 데이터베이스 조사사업 용역,(재)당진문화재단,(재)당진문화재단,제한(총액)협상에의한계약,2020/05/13 15:46(-),,
용역,20200514285-00,일반,2020년 빛가람호수공원 수경시설 유지관리 용역,전라남도 나주시,전라남도 나주시,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/13 15:45(2020/05/19 10:00),,
용역,20200514532-00,긴급,고양시 생활폐기물 수집운반 대행용역(제11구역),경기도 고양시,경기도 고양시,일반(총액),2020/05/13 15:45(2020/05/19 10:00),,
용역,20200515131-00,일반,용역(수의)견적제출안내(군자동 22-9일원 상수관로 확장공사 폐기물처리용역),경기도 시흥시,경기도 시흥시,수의(총액)소액수의,2020/05/13 15:44(2020/05/19 10:00),,
용역,20200515130-00,일반,2020학년도 남대전고등학교 수학여행 2단계(규격가격분리동시) 전자 입찰 공고,대전광역시교육청 남대전고등학교,대전광역시교육청 남대전고등학교,제한(총액)규격가격동시,2020/05/13 15:44(2020/05/21 10:00),,
용역,20200514526-00,긴급,고양시 생활폐기물 수집운반 대행용역(제10구역),경기도 고양시,경기도 고양시,일반(총액),2020/05/13 15:41(2020/05/19 10:00),,
용역,20200515117-00,긴급,3.1운동 상징 조형물 설치사업 디자인 및 실시설계 용역(재공고),서울특별시 강동구,서울특별시 강동구,제한(총액)협상에의한계약,2020/05/13 15:41(-),,
용역,20200515009-00,일반,극지연구소 정보시스템 통합 유지보수(장기계속),한국해양과학기술원 부설 극지연구소,한국해양과학기술원 부설 극지연구소,제한(총액)협상에의한계약,2020/05/13 15:40(2020/06/23 11:00),,
용역,E012004299-00,일반,경주 화랑로 지중화공사 폐기물처리용역,한국전력공사,재무자재부,제한(총액),2020/05/13 15:40(2020/05/21 14:00),,
용역,20200514517-00,긴급,고양시 생활폐기물 수집운반 대행용역(제9구역),경기도 고양시,경기도 고양시,일반(총액),2020/05/13 15:39(2020/05/19 10:00),,
용역,20200514060-00,일반,제천시 문화관광 홈페이지 전면개편 용역,조달청 충북지방조달청,충청북도 제천시,제한(총액)협상에의한계약,2020/05/13 15:39(2020/05/26 10:00),,
용역,20200515106-00,일반,하패리 축사철거공사 건설폐기물처리용역,경기도 양주시,경기도 양주시,제한(총액),2020/05/13 15:36(2020/05/21 10:00),,
용역,20200515105-00,일반,제2종 중간검사 대비 정기수리 및 일반수리 용역,국립공원공단국립공원연구원,국립공원공단국립공원연구원,제한(총액),2020/05/13 15:36(2020/05/21 10:00),,
용역,20200514976-00,일반,외부사업 방법론 공통지침 마련 및 CDM 방법론 국내화,한국환경공단,한국환경공단,일반(총액)규격가격동시,2020/05/13 15:34(2020/06/03 15:00),,
용역,20200515086-00,일반,회수지원 및 도서관리 시스템 개선,예금보험공사,예금보험공사,제한(총액)협상에의한계약,2020/05/13 15:33(2020/05/25 14:00),,
용역,20200514487-00,긴급,고양시 생활폐기물 수집운반 대행용역(제8구역),경기도 고양시,경기도 고양시,일반(총액),2020/05/13 15:33(2020/05/19 10:00),,
용역,20200508844-00,일반,독거노인 문화활동 지원을 위한 국내탐방 역량강화 대행 여행사 선정 공고,사단법인 대한노인회 중앙회,사단법인 대한노인회 중앙회,일반(총액)협상에의한계약,2020/05/13 15:32(-),,
용역,20200515093-00,긴급,아산시 배방도시재생 기록화사업용역 (협상에의한계약),충청남도 아산시,충청남도 아산시,일반(총액)협상에의한계약,2020/05/13 15:31(2020/05/26 16:00),,
용역,20200515043-00,긴급,대한민국 독서대전 사업 안내 홈페이지 개발 용역(재공고),한국출판문화산업진흥원,한국출판문화산업진흥원,제한(총액)협상에의한계약,2020/05/13 15:31(2020/05/27 10:00),,
용역,20200514232-00,일반,의열 애국체험관 신축공사 기본 및 실시설계용역(제안공모),조달청 경남지방조달청,경상남도 밀양시,수의(설계공모),2020/05/13 15:31(-),,
용역,20200515076-00,일반,여성폭력 관련시설 평가제도 개선 연구,한국여성인권진흥원,한국여성인권진흥원,제한(총액)협상에의한계약,2020/05/13 15:31(2020/05/26 10:00),,
용역,20200515084-00,일반,전자결재(이피스) 시스템 고도화 구축 사업,동명대학교,동명대학교,제한(총액)협상에의한계약,2020/05/13 15:30(2020/05/21 10:00),,
용역,20200515041-00,긴급,인천투어 외국어 홈페이지 개편,인천관광공사,인천관광공사,제한(총액)협상에의한계약,2020/05/13 15:30(2020/05/26 12:00),,
용역,E012004314-00,일반,2020년 철원지사 배전설비 초음파 진단용역,한국전력공사,재무자재부,제한(총액),2020/05/13 15:30(2020/05/21 10:00),,
용역,20200515030-00,긴급,광주초 포장 및 배수로 개선공사 폐기물처리용역,경기도광주교육청 광주초등학교,경기도광주교육청 광주초등학교,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/13 15:29(2020/05/19 10:00),,
용역,20200514456-00,긴급,고양시 생활폐기물 수집운반 대행용역(제7구역),경기도 고양시,경기도 고양시,일반(총액),2020/05/13 15:29(2020/05/19 10:00),,
용역,20200514503-00,긴급,전북권 해상풍력 발전단지 후보지 적합성 검토를 위한 해역환경 현황조사,조달청,재단법인 전북테크노파크,일반(총액)협상에의한계약,2020/05/13 15:27(2020/06/02 10:00),,
용역,20200515066-00,일반,액상화 평가를 위한 반복실내시험 수행 및 표준화 용역,한국건설기술연구원,한국건설기술연구원,제한(총액)협상에의한계약,2020/05/13 15:27(2020/05/25 11:00),,
용역,20200515062-00,일반,신기지구 급경사지 붕괴위험지역 정비사업 건설폐기물 처리용역(소액수의),전라남도 장성군,전라남도 장성군,수의(총액)소액수의,2020/05/13 15:27(2020/05/19 10:00),,
용역,20200514174-00,일반,’20년 온라인 법인설립시스템 웹 플러그인 제거 용역,조달청 대전지방조달청,창업진흥원,제한(총액)협상에의한계약,2020/05/13 15:26(2020/05/26 10:00),,
용역,20200515064-00,일반,제주시 가축분뇨공공처리시설(우선시공분) 건설폐기물(폐콘크리트) 처리용역,한국환경공단 호남권지역본부,한국환경공단 호남권지역본부,수의(총액)소액수의,2020/05/13 15:24(2020/05/19 10:00),,
용역,20200514886-01,변경,퇴직연금 실적관리 전산망 기능개선 사업,고용노동부,고용노동부,일반(총액)협상에의한계약,2020/05/13 15:23(-),,
용역,20200515042-00,긴급,2020년 부산시 어린이보호구역 내 신호기 설치공사 실시설계용역,부산광역시,부산광역시,제한경쟁,2020/05/13 15:22(2020/05/19 10:00),,
용역,20200514439-00,긴급,고양시 생활폐기물 수집운반 대행용역(제6구역),경기도 고양시,경기도 고양시,일반(총액),2020/05/13 15:21(2020/05/19 10:00),,
용역,20200510977-01,취소,의령 청소년문화의 집 야외시설 조성공사 실시설계 용역,경상남도 의령군,경상남도 의령군,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/13 15:21(2020/05/15 10:00),,
용역,20200515040-00,긴급,2020서울역사박물관 온라인전시(VR파노라마)사이버투어제작 용역,서울특별시,서울특별시,제한(총액)협상에의한계약,2020/05/13 15:21(2020/05/26 16:00),,
용역,20200515056-00,긴급,2020년 진도군공무원 단체보장보험 가입 용역,전라남도 진도군,전라남도 진도군,일반(총액),2020/05/13 15:21(2020/05/20 14:00),,
용역,20200514399-00,긴급,고양시 생활폐기물 수집운반 대행용역(제5구역),경기도 고양시,경기도 고양시,일반(총액),2020/05/13 15:19(2020/05/19 10:00),,
용역,20200514367-00,긴급,고양시 생활폐기물 수집운반 대행용역(제4구역),경기도 고양시,경기도 고양시,일반(총액),2020/05/13 15:17(2020/05/19 10:00),,
용역,20200515024-00,일반,제주시가축분뇨공공처리시설(우선시공분)건설폐기물(폐아스콘)처리용역,한국환경공단 호남권지역본부,한국환경공단 호남권지역본부,수의(총액)소액수의,2020/05/13 15:15(2020/05/19 10:00),,
용역,20200504070-01,취소,하패리 축사철거공사 폐기물처리용역,경기도 양주시,경기도 양주시,제한(총액),2020/05/13 15:14(2020/05/14 10:00),,
용역,20200515025-00,일반,중풍 한의표준임상진료지침을 활용한 CP(표준임상경로)개발 연구,한국한의약진흥원,한국한의약진흥원,제한(총액)협상에의한계약,2020/05/13 15:14(2020/05/25 14:00),,
용역,20200514349-00,긴급,고양시 생활폐기물 수집운반 대행용역(제3구역),경기도 고양시,경기도 고양시,일반(총액),2020/05/13 15:14(2020/05/19 10:00),,
용역,20200515019-00,긴급,해남군 수도정비 기본계획(변경) 용역 사업수행능력평가서 제출 안내 공고,전라남도 해남군,전라남도 해남군,일반경쟁,2020/05/13 15:14(-),,
용역,E012004322-00,일반,2020년 상반기 지중배전 신설케이블 VLF진단용역_구리지사,한국전력공사,재무자재부,제한(총액),2020/05/13 15:14(2020/05/21 10:00),,
용역,20200514449-00,긴급,[가격입찰후PQ]영락교 외 1개소(산업3호교) 정밀안전진단용역,부산광역시,부산광역시 건설안전시험사업소,제한경쟁,2020/05/13 15:13(2020/05/19 10:00),,
용역,20200515005-00,일반,상림1지구 세천 소규모 위험시설 정비사업 건설폐기물 처리용역(소액수의),전라남도 장성군,전라남도 장성군,수의(총액)소액수의,2020/05/13 15:13(2020/05/19 10:00),,
용역,E012004321-00,일반,신재생에너지 연계 수전해 시스템을 위한 고효율 촉매 및 전극개발,한국전력공사,경영지원부,일반(총액),2020/05/13 15:13(2020/06/23 13:00),,
용역,20200514528-00,일반,긴급구조시스템 모바일 출동지령시스템 구축사업,조달청 대구지방조달청,대구광역시 소방본부,수의(총액),2020/05/13 15:12(2020/05/14 12:00),,
용역,20200514295-00,긴급,고양시 생활폐기물 수집운반 대행용역(제2구역),경기도 고양시,경기도 고양시,일반(총액),2020/05/13 15:12(2020/05/19 10:00),,
용역,20200515004-00,일반,담양 유네스코세계지질공원 홍보관 설치사업(협상에의한계약)(재공고),전라남도 담양군,전라남도 담양군,일반(총액)협상에의한계약,2020/05/13 15:10(-),,
용역,20200513176-00,긴급,고양시 생활폐기물 수집운반 대행용역(제1구역),경기도 고양시,경기도 고양시,일반(총액),2020/05/13 15:09(2020/05/19 10:00),,
용역,20200514998-00,일반,요추 추간판 탈출증 한의표준임상진료지침을 활용한 CP(표준임상경로)개발 연구,한국한의약진흥원,한국한의약진흥원,제한(총액)협상에의한계약,2020/05/13 15:09(2020/05/25 14:00),,
용역,20200514988-00,일반,강남문화재단 임직원 단체상해보험 가입업체 선정,재단법인 강남문화재단,재단법인 강남문화재단,제한(총액),2020/05/13 15:08(2020/05/20 10:00),,
용역,20200514472-00,일반,전자책 도서관 업그레이드 사업,조달청 대전지방조달청,산업통상자원부,제한(총액)협상에의한계약,2020/05/13 15:07(2020/05/26 10:00),,
용역,20200514264-00,일반,2020년도 경기도 소방청사 42개소 내진성능평가 용역,조달청,경기도,"일반경쟁(용역,PQ)",2020/05/13 15:04(2020/06/03 10:00),,
용역,20200514986-00,긴급,정수장 및 배수지 유량계 검·교정 용역,경기도 수원시,경기도 수원시,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/13 15:03(2020/05/18 16:00),,
용역,20200512487-00,일반,인제군 순환형매립지 조성사업 가연성폐기물 위탁처리용역(4차),조달청 서울지방조달청,한국환경공단 수도권동부지역본부,일반(총액),2020/05/13 15:02(2020/05/29 10:00),,
용역,E082000244-00,일반,당진화력 #1~4 LNG 복합 대체건설 타당성조사 용역,한국동서발전주식회사,계약자재부,제한(총액),2020/05/13 15:02(2020/06/10 11:00),,
용역,20200514864-00,긴급,2020년 관악구 관내 노후 하수암거 정밀점검 용역,서울특별시 관악구,서울특별시 관악구,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/13 15:01(2020/05/21 10:00),,
용역,20200514967-00,긴급,해남 청자요지 발굴조사 용역,전라남도 해남군,전라남도 해남군,제한(총액),2020/05/13 15:00(2020/05/19 10:00),,
용역,B5202001477-00,일반,2020년 동두천시 노후관로 교체공사 건설폐기물 처리용역,한국수자원공사,한국수자원공사 동두천수도관리단,제한경쟁,2020/05/13 15:00(2020/05/21 10:00),,
용역,B5202001503-01,변경,2020년 동두천수도관리단 수도시설물 청소용역,한국수자원공사,한국수자원공사 동두천수도관리단,제한경쟁,2020/05/13 15:00(2020/05/21 10:00),,
용역,20200514883-00,일반,"2020년도 운동장유해성검사 용역(인조잔디, 천연잔디, 마사토운동장)",세종특별자치시교육청 세종특별자치시교육시설지원사업소,세종특별자치시교육청 세종특별자치시교육시설지원사업소,제한(총액),2020/05/13 14:56(2020/05/21 10:00),,
용역,20200512951-00,일반,무안갯벌 탐방다리 설치공사 해역이용협의 용역,전라남도 무안군,전라남도 무안군,제한경쟁,2020/05/13 14:56(2020/05/20 10:00),,
용역,20200513778-00,일반,울산광역시 용연공공하수처리시설 기술진단 용역,울산광역시 용연수질개선사업소,울산광역시 용연수질개선사업소,제한경쟁,2020/05/13 14:56(-),,
용역,20200512988-00,일반,청계면 복용리 군도35호선 아스콘포장공사 폐기물처리용역,전라남도 무안군,전라남도 무안군,제한(총액),2020/05/13 14:55(2020/05/20 10:00),,
용역,20200514813-01,취소,회수지원 및 도서관리 시스템 개선,예금보험공사,예금보험공사,제한(총액)협상에의한계약,2020/05/13 14:53(2020/05/25 14:00),,
용역,20200514562-00,일반,2020년 서귀포소방서 소방차량 등 손해배상보험 소액수의 견적제출 안내공고,제주특별자치도 서귀포소방서,제주특별자치도 서귀포소방서,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/13 14:49(2020/05/19 10:00),,
용역,20200507576-02,취소,부천도시공사 건축물 정기정밀안전점검 용역,부천도시공사,부천도시공사,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/13 14:49(2020/05/14 10:00),,
용역,20200509300-00,일반,진접-내촌 도로건설공사(2공구) 가연성폐기물 위탁처리용역,조달청 서울지방조달청,국토교통부 서울지방국토관리청,일반(총액),2020/05/13 14:49(2020/05/21 10:00),,
용역,20200514934-00,일반,대전서부초 운동장 조성공사 건설폐기물 처리용역,대전광역시교육청 대전광역시서부교육지원청,대전광역시교육청 대전광역시서부교육지원청,수의(총액)소액수의,2020/05/13 14:48(2020/05/19 10:00),,
용역,20200514936-00,일반,SMR 콘크리트의 내구성능 검증 실험 및 분석,한국건설기술연구원,한국건설기술연구원,제한(총액)협상에의한계약,2020/05/13 14:47(2020/05/25 11:00),,
용역,20200514827-00,일반,항공사진 수치판독현황도 제작 및 DB개선 용역(긴급),서울특별시,서울특별시,제한(총액)협상에의한계약,2020/05/13 14:45(2020/05/26 16:00),,
용역,20200514111-00,일반,증평기록 기획수집 및 증평군 개청운동 아카이빙,충청북도 증평군,충청북도 증평군,제한(총액)협상에의한계약,2020/05/13 14:43(2020/06/02 17:00),,
용역,20200514927-00,일반,(입찰공고) KIAT 웹사이트 플러그인 제거,한국산업기술진흥원,한국산업기술진흥원,제한(총액)협상에의한계약,2020/05/13 14:43(2020/05/25 11:00),,
용역,E012004318-00,일반,세종-포천간 고속도로 개설 가공전주 지장이설 및 압입공사 통합감리 용역,한국전력공사,재무자재부,제한(총액),2020/05/13 14:41(2020/05/21 13:00),,
용역,20200513311-00,일반,SW 개발보안 경진대회 및 컨퍼런스 개최 지원,조달청 광주지방조달청,한국인터넷진흥원,제한(총액)협상에의한계약,2020/05/13 14:40(2020/05/28 14:00),,
용역,20200514871-00,긴급,PACS 메인서버 교체(긴급),근로복지공단본부,근로복지공단본부,제한(총액)협상에의한계약,2020/05/13 14:39(2020/05/25 12:00),,
용역,20200514910-00,긴급,황산면 농촌중심지사업 남리5일시장 진입로 건설폐기물 처리 용역,전라남도 해남군,전라남도 해남군,제한(총액),2020/05/13 14:38(2020/05/19 10:00),,
용역,20200507257-00,일반,김포 누산IC-제촌IC 도로확장공사 건설폐기물(폐아스콘) 위탁처리용역,조달청 인천지방조달청,국토교통부 서울지방국토관리청,일반(총액),2020/05/13 14:38(2020/05/21 10:00),,
용역,20200514850-00,일반,2020년 상반기 배수지(대항배수지 등 9개소) 청소용역,부산광역시 상수도사업본부 강서사업소,부산광역시 상수도사업본부 강서사업소,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/13 14:38(2020/05/21 10:00),,
용역,20200512461-00,긴급,2020년 화성시 빅데이터시스템(화성 데이터로) 고도화 사업 용역,조달청 인천지방조달청,경기도 화성시,제한(총액)협상에의한계약,2020/05/13 14:37(2020/05/27 14:00),,
용역,20200507225-00,일반,김포 누산IC-제촌IC 도로확장공사 건설폐기물(폐콘크리트) 위탁처리용역,조달청 인천지방조달청,국토교통부 서울지방국토관리청,일반(총액),2020/05/13 14:37(2020/05/22 10:00),,
용역,9222543-00,일반,순천역 및 전남본부 사옥 오배수 직관로 설치공사 건설폐기물 처리용역,한국철도공사,한국철도공사,수의(총액),2020/05/13 14:36(2020/05/19 10:00),,
용역,E042000262-00,일반,하동 2020년도 사업장 지정폐기물(소각) 위탁처리용역(단가계약),한국남부발전주식회사,자재연료부,제한(총액),2020/05/13 14:36(2020/05/20 14:00),,
용역,20200514904-00,일반,2020년 성남시 숲해설 프로그램 운영 용역,경기도 성남시,경기도 성남시,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/13 14:34(2020/05/19 10:00),,
용역,20200514890-00,일반,WSN 시스템 기반 테스트베드(길정저수지)의 위험도 평가를 위한 지반조사·분석 용역,한국건설기술연구원,한국건설기술연구원,제한(총액)협상에의한계약,2020/05/13 14:32(2020/05/25 11:00),,
용역,20200514884-00,긴급,해남 우물 문화재 전수조사 용역,전라남도 해남군,전라남도 해남군,제한(총액),2020/05/13 14:31(2020/05/19 10:00),,
용역,20200514885-00,일반,2020년 완주군 지붕슬레이트 처리용역(1권역),전라북도 완주군,전라북도 완주군,일반(총액),2020/05/13 14:31(2020/05/19 14:00),,
용역,20200514861-00,일반,제4단계 금강수계 수질오염총량관리 시행계획 수립 연구용역,충청남도 천안시,충청남도 천안시,제한(총액)협상에의한계약,2020/05/13 14:31(-),,
용역,20200514891-00,일반,대전체육 발전계획 수립 연구용역,대한체육회 대전광역시지부 대전광역시체육회,대한체육회 대전광역시지부 대전광역시체육회,제한(총액)협상에의한계약,2020/05/13 14:31(-),,
용역,E082000243-00,일반,[울산화력본부]2020년 작업환경측정용역,한국동서발전주식회사,총무부,제한(총액),2020/05/13 14:29(2020/05/22 12:00),,
용역,20200514190-00,일반,인천십정초 내진구조성능평가 및 내진구조보강 설계용역,조달청 인천지방조달청,인천광역시교육청 인천광역시북부교육지원청,지역,2020/05/13 14:29(2020/05/22 10:00),,
용역,20200514840-00,일반,경북도서관 중장기 종합발전계획 수립 연구용역,경상북도,경상북도 경북도서관,일반(총액)협상에의한계약,2020/05/13 14:27(2020/05/25 17:00),,
용역,20200514858-00,일반,2020년 완주군 지붕슬레이트 처리용역(3권역),전라북도 완주군,전라북도 완주군,일반(총액),2020/05/13 14:24(2020/05/19 14:00),,
용역,20200514485-00,긴급,충주시 행정지원용 드론시스템 구축 용역,조달청 충북지방조달청,충청북도 충주시,제한(총액)협상에의한계약,2020/05/13 14:23(2020/05/26 10:00),,
용역,20200514847-00,일반,2021년도 한국관광 달력 제작,한국관광공사,한국관광공사,제한(총액)협상에의한계약,2020/05/13 14:23(2020/06/23 15:00),,
용역,20200514740-00,일반,당류 나트륨 저감화 기술지원 및 판매 전략 마련 연구,조달청 충북지방조달청,식품의약품안전처,제한(총액)협상에의한계약,2020/05/13 14:21(2020/05/27 10:00),,
용역,20200514837-00,일반,군장항 폭풍해일 방호문시설 유지관리용역,해양수산부 군산지방해양수산청,해양수산부 군산지방해양수산청,제한(총액),2020/05/13 14:21(2020/05/19 10:00),,
용역,20200514845-00,긴급,[재공고[2020년 문화셈터 기능 개선 및 운영 용역,한국문화관광연구원,한국문화관광연구원,일반(총액)협상에의한계약,2020/05/13 14:21(2020/05/18 14:00),,
용역,20200514336-00,긴급,(긴급)성수중 건설폐기물 처리용역,전라북도교육청 전라북도임실교육지원청,전라북도교육청 전라북도임실교육지원청,제한(총액),2020/05/13 14:21(2020/05/19 10:00),,
용역,20200514674-00,일반,5~8호선 폐목침목 처리용역,서울교통공사,서울교통공사,일반(총액),2020/05/13 14:20(2020/05/21 10:00),,
용역,20200514834-00,일반,(입찰재공고) 산업협력분야 절충교역 로드맵 수립,한국산업기술진흥원,한국산업기술진흥원,제한(총액)협상에의한계약,2020/05/13 14:17(2020/05/25 11:00),,
용역,20200502411-03,변경,주택건설공사 감리자(건축) 모집 공고 의뢰(상동 1차 영무예다음아파트),전라북도 정읍시,전라북도 정읍시,일반경쟁,2020/05/13 14:17(2020/05/15 15:00),,
용역,20200514576-01,취소,2020년 철원군보건소 방역소독 민간위탁용역 수의계약 견적제출 공고(제1지역),강원도 철원군 보건소,강원도 철원군 보건소,수의(총액)소액수의,2020/05/13 14:16(2020/05/18 12:00),,
용역,20200514822-00,일반,2020년 남양주시 소규모 공동주택 안전관리 위탁사업,경기도 남양주시,경기도 남양주시,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/13 14:16(2020/05/19 10:00),,
용역,20200514819-00,긴급,가평군 음식물류폐기물 위탁처리용역(단가계약),경기도 가평군,경기도 가평군,제한(단가),2020/05/13 14:15(2020/05/20 15:00),,
용역,20200514825-00,일반,동해연구소 업무용 공용차량(K7) 임차 용역,한국해양과학기술원,한국해양과학기술원,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/13 14:14(2020/05/18 10:00),,
용역,20200514580-00,일반,민관 119클릭 지령대응시스템 구축,조달청 경남지방조달청,경상남도,제한(총액)협상에의한계약,2020/05/13 14:12(2020/05/26 10:00),,
용역,20200514810-00,일반,국가 관광자원개발 통합정보시스템 DB 수집 입력 용역,한국문화관광연구원,한국문화관광연구원,제한(총액)협상에의한계약,2020/05/13 14:09(2020/05/25 14:00),,
용역,20200514807-00,일반,상화로 복개구조물 정밀안전점검 용역,대구광역시 시설안전관리사업소,대구광역시 시설안전관리사업소,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/13 14:08(2020/05/19 16:00),,
용역,20200514774-00,일반,농협 지속가능 미래발전 위한 조직구조 개혁과제 연구,농어업농어촌특별위원회,농어업농어촌특별위원회,일반(총액)협상에의한계약,2020/05/13 14:05(2020/05/25 10:00),,
용역,2001701-00,일반,광주효천2 대로1-5호선 지하차도 개설공사 시공단계 건설사업관리용역,한국토지주택공사,한국토지주택공사,일반경쟁,2020/05/13 14:05(2020/07/08 10:00),,
용역,20200514247-00,일반,에너지진단 용역,대구환경공단 달서천사업소,대구환경공단 달서천사업소,제한경쟁,2020/05/13 14:02(2020/05/19 10:00),,
용역,20200514782-00,일반,2020 경북콘텐츠코리아랩 상상캠프 운영 용역,재단법인 경상북도콘텐츠진흥원,재단법인 경상북도콘텐츠진흥원,제한(총액)협상에의한계약,2020/05/13 14:02(2020/05/25 14:00),,
용역,20200514783-00,긴급,수소도시 조서 모델 및 홍보 방안 연구,국토교통부,국토교통부,일반(총액)협상에의한계약,2020/05/13 14:01(2020/05/26 10:00),,
용역,20200514741-00,일반,『2020년 국가무형문화재 전승지원사업 정산 회계검증 용역』,한국문화재재단,한국문화재재단,제한(총액)협상에의한계약,2020/05/13 14:01(2020/05/25 10:00),,
용역,20200514779-00,일반,수자원 기후변화 영향 평가 프로그램 개발_PA202000396,서울대학교산학협력단,서울대학교산학협력단,제한(총액)협상에의한계약,2020/05/13 14:00(2020/05/25 10:00),,
용역,I20S017000-00,일반,2020년도 팔당수력 부유쓰레기 처리용역,한국수력원자력주식회사,한국수력원자력(주) 한강수력본부,일반(총액),2020/05/13 14:00(2020/05/21 10:00),,
용역,B5202001496-00,일반,2020 시화나래 생태관광 프로그램 보완 및 투어 운영 용역 (화성시),한국수자원공사,한국수자원공사 시화관리처,수의계약,2020/05/13 14:00(2020/05/18 14:00),,
용역,B5202001495-00,일반,2020 시화나래 생태관광 프로그램 보완 및 투어 운영 용역 (안산시),한국수자원공사,한국수자원공사 시화관리처,수의계약,2020/05/13 14:00(2020/05/18 14:00),,
용역,B5202001494-00,일반,2020 시화나래 생태관광 프로그램 보완 및 투어 운영 용역 (시흥시),한국수자원공사,한국수자원공사 시화관리처,수의계약,2020/05/13 14:00(2020/05/18 14:00),,
용역,E012004312-00,일반,서원구 가경천 충청북도 지장주 감리용역,한국전력공사,재무자재부,제한(총액),2020/05/13 13:59(2020/05/21 10:00),,
용역,20200503899-01,취소,PACS 메인서버 교체(긴급),근로복지공단본부,근로복지공단본부,제한(총액)협상에의한계약,2020/05/13 13:58(2020/05/22 12:00),,
용역,20200513357-00,긴급,중요기록물 DB구축(11차) 사업,조달청 서울지방조달청,경기도 고양시,제한(총액)협상에의한계약,2020/05/13 13:57(2020/05/27 10:00),,
용역,20200514753-00,일반,"대전,세종 관광기업 지원센터 공간 기획 디자인 및 공종별 실시설계 용역",대전마케팅공사,대전마케팅공사,제한(총액)협상에의한계약,2020/05/13 13:55(2020/05/25 14:00),,
용역,20200514747-00,일반,2020년 안산시 주꾸미 산란장 효과조사 견적제출 공고,한국수산자원공단 서해본부 경인사업센터,한국수산자원공단 서해본부 경인사업센터,제한경쟁,2020/05/13 13:54(2020/05/20 10:00),,
용역,20200514739-00,일반,순천풍덕초 운동장 재조성 건설폐기물 처리용역,전라남도교육청 전라남도순천교육지원청,전라남도교육청 전라남도순천교육지원청,수의(총액)소액-견적입찰(2인 이상 견적 제출),2020/05/13 13:53(2020/05/19 10:00),,
용역,20200514748-00,긴급,평창강 물환경 체험센터 및 평창 에코랜드 조성사업 기본 및 실시설계용역(PQ),강원도 평창군,강원도 평창군,일반경쟁,2020/05/13 13:53(2020/05/19 10:00),,
용역,E012004315-00,일반,옥종정수 홍익태양광 499kW 외1호 연계공사 감리용역,한국전력공사,재무자재부,제한(총액),2020/05/13 13:50(2020/05/21 10:00),,
용역,20200514732-00,긴급,여의동 태평마을 진입도로(중2-38호)개설공사(1공구)건설폐기물처리용역,전라북도 전주시 덕진구,전라북도 전주시 덕진구,제한(총액),2020/05/13 13:50(2020/05/19 15:00),,
