"업무","공고번호-차수","분류","공고명","공고기관","수요기관","계약방법","입력일시(입력마감일시)"
"용역","20200710455-01","변경","국립생태원 수어영상도서 개발 용역","국립생태원","국립생태원","일반(총액)협상에의한계약","2020/07/09 19:08(2020/07/20 14:00)"
"용역","20200710500-00","일반","2019년 영덕군 연안해조장 및 바다숲 조성해역 사후관리","한국수산자원공단동해본부","한국수산자원공단동해본부","일반경쟁","2020/07/09 18:56(2020/07/17 10:00)"
"용역","20200710501-00","일반","VPP 사업 활성화를 위한 정책 및 규정 개선(안) 발굴","한국에너지공단","한국에너지공단","수의(총액)","2020/07/09 18:54(2020/07/13 15:00)"
"용역","20200709561-00","일반","노사누리 전화가입자 조회시스템 구축","조달청","고용노동부","수의(총액)","2020/07/09 18:54(2020/07/15 12:00)"
"용역","20200710496-00","일반","성내리 비위생매립장 정비사업 생활폐기물 처리용역","경상남도 산청군","경상남도 산청군","제한(총액)","2020/07/09 18:54(2020/07/15 10:00)"
"용역","20200710498-00","일반","2020년 유덕교 외 5개소 정밀안전진단 및 정밀점검 용역","강원도 춘천시","강원도 춘천시","제한경쟁","2020/07/09 18:52(2020/07/17 10:00)"
"용역","20200710495-00","일반","녹색기후기금(GCF) 사업개발 지원","한국에너지공단","한국에너지공단","수의(총액)","2020/07/09 18:51(2020/07/13 15:00)"
"용역","20200710474-00","일반","담양여중 시청각실 증축공사 설계용역 소액수의 견적서 제출 안내 공고","전라남도교육청 전라남도담양교육지원청","전라남도교육청 전라남도담양교육지원청","수의(총액)소액수의","2020/07/09 18:46(2020/07/15 10:00)"
"용역","20200710492-00","일반","외부 영상 CD 등록기 임차 계약","분당서울대학교병원","분당서울대학교병원","제한(총액)","2020/07/09 18:46(2020/07/17 12:00)"
"용역","20200710477-01","취소","해성중 본관동 내진보강 구조설계용역","전라북도전주교육청 전주해성중학교","전라북도전주교육청 전주해성중학교","제한경쟁","2020/07/09 18:46(2020/07/16 10:00)"
"용역","20200710483-00","일반","법천사지 당간지주 주변 지장물 철거공사에 따른 폐기물처리용역","강원도 원주시","강원도 원주시 역사박물관","제한(총액)","2020/07/09 18:44(2020/07/17 10:00)"
"용역","20200710489-00","일반","2020년 소양2교 정밀안전진단 용역","강원도 춘천시","강원도 춘천시","제한경쟁","2020/07/09 18:44(2020/07/17 10:00)"
"용역","20200710440-00","일반","포스트 코로나 시대를 대비한 중진공 경영혁신 및 중장기 경영전략 수립 연구용역","중소벤처기업진흥공단","중소벤처기업진흥공단","제한(총액)협상에의한계약","2020/07/09 18:34(2020/07/20 10:00)"
"용역","20200710389-00","일반","한국원자력연구원 선량평가시스템 구축 및 기능고도화 1식","한국원자력연구원","한국원자력연구원","제한(총액)협상에의한계약","2020/07/09 18:32(2020/07/27 11:00)"
"용역","20200710436-00","일반","원주시(구곡,행구,섭재) 하수관로 정비사업 행구지구 시공검사용역(1차분)","강원도 원주시","강원도 원주시 상하수도사업소","수의(총액)소액수의","2020/07/09 18:30(2020/07/16 10:00)"
"용역","20200710453-00","일반","국내여행상품 조기예약 할인지원 온라인 플랫폼 개발 및 운영 용역","한국여행업협회","한국여행업협회","제한(총액)협상에의한계약","2020/07/09 18:19(-)"
"용역","20200710450-00","일반","경기도 노인생산품 카다로그 제작 및 배부","재단법인 경기복지재단","재단법인 경기복지재단","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/07/09 18:17(2020/07/14 16:00)"
"용역","20200709890-00","일반","(가칭) 대전수학문화관 신축공사 감리용역","대전광역시교육청","대전광역시교육청","제한경쟁","2020/07/09 18:16(2020/07/17 10:00)"
"용역","20200710449-00","일반","2020 혁신지원사업 기반 교육환경개선사업(현상공모)","삼육간호보건대학 산학협력단","삼육간호보건대학 산학협력단","제한경쟁","2020/07/09 18:16(-)"
"용역","20200710426-00","일반","무연분묘 개장 용역(포산-서망 도로시설개량공사 등 2개 공사)","국토교통부 익산지방국토관리청","국토교통부 익산지방국토관리청","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/07/09 18:13(2020/07/20 10:00)"
"용역","20200710401-00","일반","삼평지구 스마트팜 단지 기본계획 및 타당성 용역","울산광역시 울주군","울산광역시 울주군","제한(총액)협상에의한계약","2020/07/09 18:11(-)"
"용역","20200710431-00","긴급","노후 산업SOC 스마트 개조 연구","국토교통부","국토교통부","일반(총액)협상에의한계약","2020/07/09 18:05(2020/07/23 10:00)"
"용역","20200710214-00","일반","거점 통합돌봄센터 설립 지정폐기물(폐석면) 처리 용역 수의계약 안내 재공고","경상남도교육청","경상남도교육청","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/07/09 18:04(2020/07/15 10:00)"
"용역","20200709274-00","일반","2020년도 정보시스템 통합유지보수 용역","조달청 서울지방조달청","아이씨티폴리텍(ICTPolytech)대학","제한(총액)협상에의한계약","2020/07/09 18:01(2020/07/21 10:00)"
"용역","20200710423-00","일반","비대면 소비문화 확대 등 도시공간 이용변화에 대응하는 도시계획제도 개선 연구","국토교통부","국토교통부","일반(총액)협상에의한계약","2020/07/09 18:00(2020/08/20 10:00)"
"용역","20200710418-00","일반","구청사 제1별관 내진성능평가 용역","부산광역시 사하구","부산광역시 사하구","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/07/09 18:00(2020/07/15 10:00)"
"용역","20200710395-00","일반","하동군 제2생활폐기물처리장 건설폐기물(폐콘크리트) 처리용역","한국환경공단 부산울산경남지역본부","한국환경공단 부산울산경남지역본부","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/07/09 18:00(2020/07/16 10:00)"
"용역","20200710414-00","일반","원주시(구곡,행구,섭재) 하수관로 정비사업 섭재지구 시공검사용역(1차분)","강원도 원주시","강원도 원주시 상하수도사업소","수의(총액)소액수의","2020/07/09 17:59(2020/07/16 10:00)"
"용역","20200710394-00","일반","2020년 하천감시원 사업추진에 따른 차량 임차","경기도 연천군","경기도 연천군","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/07/09 17:57(2020/07/15 10:00)"
"용역","E092000128-01","일반","매설배관 결함탐상 필드시험용 Client 소프트웨어 제작","한국전력기술(주)","외주계약팀","제한(총액)","2020/07/09 17:56(2020/07/20 14:00)"
"용역","20200709744-02","취소","홍북 농어촌 지방상수도 확충사업 실시설계용역","충청남도 홍성군","충청남도 홍성군","제한경쟁","2020/07/09 17:56(2020/07/17 10:00)"
"용역","20200710400-00","긴급","수민어울공원 조성사업 1-1단계 오염토양정화처리 용역(긴급)","부산광역시 동래구","부산광역시 동래구","일반경쟁","2020/07/09 17:56(2020/07/15 10:00)"
"용역","20200710402-00","일반","산업융합 규제개선 제도 및 성과 확산 지원","한국생산기술연구원","한국생산기술연구원","제한(총액)협상에의한계약","2020/07/09 17:55(2020/07/20 12:00)"
"용역","20200710093-00","일반","급수관 연결공사(양남면 상계리) 폐기물 운반 용역","경상북도 경주시 맑은물사업본부 수도행정과","경상북도 경주시 맑은물사업본부 수도행정과","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/07/09 17:55(2020/07/15 10:00)"
"용역","20200710302-00","일반","변전소 정류기 유지관리 용역","서울교통공사","서울교통공사","제한(총액)","2020/07/09 17:52(2020/07/17 10:00)"
"용역","20200710391-00","일반","2020년 거점 국립대학 원격수업 학점교류 운영지원","한국교육학술정보원","한국교육학술정보원","제한(총액)협상에의한계약","2020/07/09 17:51(2020/07/20 10:00)"
"용역","20200710344-00","일반","익산 국가산업단지 폐석면 처리용역","전라북도 익산시","전라북도 익산시","일반(총액)","2020/07/09 17:50(2020/07/17 14:00)"
"용역","20200709938-00","일반","고잔초 외 2교(관산초, 반월초) 정밀안전점검용역","경기도교육청 경기도안산교육지원청","경기도교육청 경기도안산교육지원청","수의(단가)소액-견적입찰(2인 이상 견적 제출)","2020/07/09 17:50(2020/07/15 10:00)"
"용역","20200710076-00","일반","급수관 연결공사(양남면 상계리) 폐기물 처리 용역","경상북도 경주시 맑은물사업본부 수도행정과","경상북도 경주시 맑은물사업본부 수도행정과","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/07/09 17:50(2020/07/15 10:00)"
"용역","20200710384-00","긴급","북카페도서관 2호점 인테리어 설계 용역","서울특별시 강동구","서울특별시 강동구","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/07/09 17:49(2020/07/15 10:00)"
"용역","20200710382-00","일반","2020행복나눔스포츠교실 스포츠버스 운영대행","대한체육회","대한체육회","일반(총액)협상에의한계약","2020/07/09 17:48(2020/08/19 11:00)"
"용역","20200710381-00","일반","가상증강현실(VR·AR) 용도(Use Case) 조사분석 용역","정보통신산업진흥원","정보통신산업진흥원","제한(총액)협상에의한계약","2020/07/09 17:48(2020/07/21 10:00)"
"용역","20200710352-00","일반","일광지구 국도14호선 교통체계 개선공사 건설폐기물 처리용역","부산도시공사","부산도시공사","제한(총액)","2020/07/09 17:48(2020/07/17 10:00)"
"용역","20200702813-02","취소","산유골 수목정원 진입도로 정비사업 실시설계 용역","경상남도 통영시","경상남도 통영시","제한경쟁","2020/07/09 17:47(2020/07/10 11:00)"
"용역","20200710368-00","일반","광역자원회수시설(통영,고성) 건설폐기물(혼합건설폐기물 등) 처리용역","한국환경공단 부산울산경남지역본부","한국환경공단 부산울산경남지역본부","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/07/09 17:47(2020/07/16 10:00)"
"용역","20200710374-00","긴급","웹진 발간과 홍보 콘텐츠 제작","한국에너지기술평가원","한국에너지기술평가원","제한(총액)협상에의한계약","2020/07/09 17:46(2020/07/20 11:00)"
"용역","20200710373-00","일반","입암면사무소 청사 신축공사 실시설계 용역","경상북도 영양군","경상북도 영양군","제한경쟁","2020/07/09 17:46(2020/07/16 10:00)"
"용역","20200710337-00","일반","지하철 변전소 노후전력설비 개량공사 실시설계 용역","서울교통공사","서울교통공사","제한경쟁","2020/07/09 17:45(2020/07/17 10:00)"
"용역","E042000354-00","일반","사이버보안관제 위탁운영 용역","한국남부발전주식회사","계약자재실","제한(총액)","2020/07/09 17:45(2020/08/03 15:00)"
"용역","20200710360-00","일반","자전거용 스포츠 증강현실 고글 디자인 개발","주식회사 레티널","주식회사 레티널","수의(단가)소액-견적입찰(단일응찰 허용)","2020/07/09 17:42(2020/07/13 12:00)"
"용역","20200710353-00","일반","자전거용 스포츠 증강현실 고글 회로설계, 소프트웨어 설계 및 시제품 제작","주식회사 레티널","주식회사 레티널","수의(단가)소액-견적입찰(단일응찰 허용)","2020/07/09 17:41(2020/07/13 12:00)"
"용역","20200709889-00","긴급","국가 인재개발 지능형 오픈 플랫폼 구축(1단계) 위탁감리","조달청 대전지방조달청","한국정보화진흥원","제한(총액)협상에의한계약","2020/07/09 17:41(2020/07/21 10:00)"
"용역","20200710343-00","일반","자전거용 스포츠 증강현실 고글 기구설계 및 시제품 제작","주식회사 레티널","주식회사 레티널","수의(단가)소액-견적입찰(단일응찰 허용)","2020/07/09 17:41(2020/07/13 12:00)"
"용역","20200710365-00","일반","제61회 한국민속예술제 현장 운영 용역","재단법인 전통공연예술진흥재단","재단법인 전통공연예술진흥재단","제한(총액)협상에의한계약","2020/07/09 17:40(-)"
"용역","20200710363-00","일반","인공지능 기반 냉수대 예측모델 개발 용역","한국해양과학기술원","한국해양과학기술원","제한(총액)협상에의한계약","2020/07/09 17:40(2020/07/20 10:00)"
"용역","20200710356-00","긴급","장수군 대표관광지 조성사업 기본계획 수립 용역 제안서 제출안내 공고(협상에 의한 계약)","전라북도 장수군","전라북도 장수군","제한(총액)협상에의한계약","2020/07/09 17:40(-)"
"용역","20200704856-00","일반","전사 네트워크 회선 관리사업자 선정(1분류, 2분류)","조달청 서울지방조달청","한국마사회","일반(총액)분류별","2020/07/09 17:38(2020/07/17 10:00)"
"용역","20200710186-02","변경","2020 K패션오디션 행사 대행 용역 입찰 공고","한국패션산업협회","한국패션산업협회","일반(총액)협상에의한계약","2020/07/09 17:38(-)"
"용역","20200710350-00","긴급","도시교통정비 중기계획 수립용역","충청남도 아산시","충청남도 아산시","제한경쟁","2020/07/09 17:38(2020/07/15 14:00)"
"용역","20200710341-00","일반","광역자원회수시설(통영,고성) 건설폐기물(폐아스콘) 처리용역","한국환경공단 부산울산경남지역본부","한국환경공단 부산울산경남지역본부","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/07/09 17:38(2020/07/16 10:00)"
"용역","20200710220-00","일반","익산 백제왕궁 ICT 역사관 조성공사 폐기물 처리용역","전라북도 익산시","전라북도 익산시","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/07/09 17:36(2020/07/15 14:00)"
"용역","20200710245-00","일반","온남초 교사동 교육환경개선공사 건설폐기물처리용역(중간처리)","울산광역시교육청 울산광역시강남교육지원청","울산광역시교육청 울산광역시강남교육지원청","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/07/09 17:35(2020/07/15 10:00)"
"용역","20200710338-00","일반","2020년 촬영기법 전문화과정 위탁교육","경찰청","경찰청","제한(총액)협상에의한계약","2020/07/09 17:35(2020/07/21 10:00)"
"용역","20200710342-00","일반","세종행복발전소 건설사업 종합설계기술 용역(천연가스 공급설비 설계 등) 하도급(계장분야)","(주)한국가스기술공사","(주)한국가스기술공사","제한경쟁","2020/07/09 17:34(2020/07/17 10:00)"
"용역","20200710189-00","일반","신정초(남관,서관) 내진보강공사 건설폐기물 처리 용역(중간처리)","울산광역시교육청 울산광역시강남교육지원청","울산광역시교육청 울산광역시강남교육지원청","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/07/09 17:33(2020/07/15 10:00)"
"용역","20200706523-01","변경","동해시 카드형 지역화폐 운영대행사 선정 용역","강원도 동해시","강원도 동해시","일반(총액)협상에의한계약","2020/07/09 17:33(-)"
"용역","20200710265-01","변경","2020년 5G 시험망 기반 테스트베드 융합기술 및 이용활성화 지원 용역","(재)구미전자정보기술원","(재)구미전자정보기술원","수의(총액)","2020/07/09 17:33(2020/07/14 14:00)"
"용역","20200710340-00","일반","2020학년도 전문대학혁신지원사업 ‘교직원상담역량강화연수’ 용역","한국영상대학교","한국영상대학교","일반(총액)","2020/07/09 17:32(-)"
"용역","20200710289-00","일반","(가칭)동탄2 주차전용건축물 건립공사 건설폐기물 처리용역 소액수의 견적제출 공고","화성도시공사","화성도시공사","수의(총액)소액수의","2020/07/09 17:32(2020/07/15 14:00)"
"용역","20200709360-00","일반","도촌초 병설유치원 스프링클러 소방공사 감리용역","경기도교육청 경기도성남교육지원청","경기도교육청 경기도성남교육지원청","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/07/09 17:32(2020/07/15 10:00)"
"용역","20200710336-00","일반","전자카드 모바일 운영체계 구축 감리 용역","건설근로자공제회","건설근로자공제회","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/07/09 17:32(2020/07/15 10:00)"
"용역","20200710299-01","변경","마상천 재해복구사업 건설사업관리(감독권한대행)용역 사업수행능력평가서 제출안내","강원도 동해시","강원도 동해시","일반경쟁","2020/07/09 17:30(-)"
"용역","20200596-01","일반","제어 IT설비 유지보수(서울,인천,제주,세종) 지원용역","한전KDN(주)","한전KDN(주)","제한(총액)협상에의한계약","2020/07/09 17:28(2020/07/20 15:00)"
"용역","20200709446-00","일반","성남여수초 단설유치원 스크링클러 소방공사 감리용역","경기도교육청 경기도성남교육지원청","경기도교육청 경기도성남교육지원청","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/07/09 17:27(2020/07/15 10:00)"
"용역","20200710295-00","일반","창녕소방서 내진성능평가 용역","경상남도 창녕소방서","경상남도 창녕소방서","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/07/09 17:25(2020/07/16 10:00)"
"용역","20200595-01","일반","제어 IT설비 유지보수(보령, 신보령) 및 종합점검 지원용역","한전KDN(주)","한전KDN(주)","제한(총액)협상에의한계약","2020/07/09 17:25(2020/07/20 15:00)"
"용역","20200710314-00","긴급","강서로, 곰달래로 「간판이 아름다운 거리」 조성사업 간판 디자인 설계 및 제작, 설치 용역","서울특별시 강서구","서울특별시 강서구","제한(총액)협상에의한계약","2020/07/09 17:24(-)"
"용역","20200710312-00","긴급","경상대학교 챗봇 서비스 운영지원 계약","경상대학교 교육정보전산원","경상대학교 교육정보전산원","제한(총액)","2020/07/09 17:24(2020/07/15 10:00)"
"용역","20200710290-00","일반","2020년 중반기 시도 재포장공사(연간단가) 폐기물처리용역","경기도 포천시","경기도 포천시","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/07/09 17:23(2020/07/15 10:00)"
"용역","20200710309-00","일반","5G 시험 인프라 연계 지원을 위한 Nokia 통신망 장비 운용 및 유지보수","(재)구미전자정보기술원","(재)구미전자정보기술원","일반(총액)","2020/07/09 17:22(2020/07/16 10:00)"
"용역","20200709049-00","긴급","직업능력심사평가원 홈페이지 통합 구축 및 심사평가위원 관리시스템 기능 개선 용역","조달청 서울지방조달청","한국기술교육대학교 직업능력심사평가원","제한(총액)협상에의한계약","2020/07/09 17:21(2020/07/24 14:00)"
"용역","20200710287-00","긴급","2020년 지적공부 통합관리시스템 유지관리 용역(긴급)","전라북도 정읍시","전라북도 정읍시","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/07/09 17:19(2020/07/15 14:00)"
"용역","E082000315-00","일반","한국동서발전(주) 다면평가 개선 및 운영 용역 (협상에 의한 계약)","한국동서발전주식회사","계약자재부","제한(총액)","2020/07/09 17:19(2020/07/21 11:00)"
"용역","20200710248-00","일반","서귀포해양경찰서 3003함 NO.2발전기 권선형 여자기 재권선 수리","해양경찰청 제주지방해양경찰청 서귀포해양경찰서","해양경찰청 제주지방해양경찰청 서귀포해양경찰서","수의(총액)소액수의","2020/07/09 17:17(2020/07/15 10:00)"
"용역","20200710239-00","일반","조사정보시스템 유지보수","가습기살균제사건과4.16세월호참사특별조사위원회","가습기살균제사건과4.16세월호참사특별조사위원회","제한(총액)협상에의한계약","2020/07/09 17:17(2020/07/23 10:00)"
"용역","20200710292-00","일반","20년 전통한옥 홍보 및 마케팅 용역","한국관광공사","한국관광공사","제한(총액)협상에의한계약","2020/07/09 17:16(2020/07/20 15:00)"
"용역","20200709442-00","일반","학교 미세먼지 데이터 수집 및 통합을 위한 웹기반 UI 구축 사업","서경대학교산학협력단","서경대학교산학협력단","제한(총액)","2020/07/09 17:15(-)"
"용역","20200710219-01","변경","약산면 농어촌폐기물 종합처리시설 설치사업 기본 및 실시설계 용역","전라남도 완도군","전라남도 완도군","제한경쟁","2020/07/09 17:13(2020/07/15 10:00)"
"용역","20200710249-00","일반","코레일유통(주) 본사사옥 조경 유지관리 용역","코레일유통(주)","코레일유통(주)","수의(총액)소액수의","2020/07/09 17:11(2020/07/15 10:00)"
"용역","20200710270-00","일반","명동항 어촌뉴딜300사업 건설폐기물처리용역","한국농어촌공사 경남지역본부 창원지사","한국농어촌공사 경남지역본부 창원지사","수의(총액)소액수의","2020/07/09 17:09(2020/07/13 10:00)"
"용역","20200709877-00","긴급","국립부산과학관 스마트 매표 시스템 도입 용역","국립부산과학관","국립부산과학관","제한(총액)협상에의한계약","2020/07/09 17:09(2020/07/30 10:00)"
"용역","20200710260-00","일반","신천초등학교 외 2교(덕포초,화신중) 화장실개량 및 기타공사 감리용역","부산광역시교육청 부산광역시북부교육지원청","부산광역시교육청 부산광역시북부교육지원청","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/07/09 17:07(2020/07/15 10:00)"
"용역","20200705828-01","취소","삼도2동 자연재해위험개선지구 정비사업 건설사업관리용역(PQ)","제주특별자치도 제주시","제주특별자치도 제주시","일반경쟁","2020/07/09 17:05(-)"
"용역","20200710191-00","긴급","녹색제품 해외공공조달시장 참여 지원 방안 연구","한국환경산업기술원","한국환경산업기술원","제한(총액)협상에의한계약","2020/07/09 17:05(2020/07/21 10:00)"
"용역","2002572-00","일반","동작구 복합청사건립 및 진입도로 개설사업 지구관리 경비용역","한국토지주택공사","한국토지주택공사","제한경쟁","2020/07/09 17:05(2020/07/17 10:00)"
"용역","20200710251-00","일반","구남중학교 외 2교(모산초,모동초) 화장실개량 및 기타공사 감리용역","부산광역시교육청 부산광역시북부교육지원청","부산광역시교육청 부산광역시북부교육지원청","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/07/09 17:04(2020/07/15 10:00)"
"용역","20200710244-00","일반","대검찰청 업무용차량 보험계약","대검찰청","대검찰청","제한(총액)","2020/07/09 17:04(2020/07/17 10:00)"
"용역","20200615708-01","취소","NSR 신규 정보시스템 인프라 구축 용역","국가보안기술연구소","국가보안기술연구소","제한(총액)협상에의한계약","2020/07/09 17:04(2020/07/20 11:30)"
"용역","20200710241-00","일반","백양중학교 외 2교(가락초,동주중) 화장실개량 및 기타공사 감리용역","부산광역시교육청 부산광역시북부교육지원청","부산광역시교육청 부산광역시북부교육지원청","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/07/09 17:01(2020/07/15 10:00)"
"용역","20200710234-00","일반","공공 관광시설물 유니버설디자인 관광지 조성 컨설팅 용역","부산관광공사","부산관광공사","제한(총액)협상에의한계약","2020/07/09 17:01(2020/07/20 14:00)"
"용역","20200710238-00","일반","콜롬비아 해양관측부이 및 클러스터 컴퓨터 국제화물운송 용역","한국해양과학기술원","한국해양과학기술원","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/07/09 17:00(2020/07/14 10:00)"
"용역","20200710235-00","긴급","삼척 기적의도서관 신축공사 건설사업관리용역","강원도 삼척시","강원도 삼척시","일반경쟁","2020/07/09 17:00(-)"
"용역","B5202002306-00","일반","부여, 나주 친수구역 조성사업 계획변경 용역","한국수자원공사","한국수자원공사 재무관리처","제한경쟁","2020/07/09 17:00(2020/07/17 14:00)"
"용역","B5202002308-00","일반","부산 에코델타시티 스마트빌리지 건설공사 건축감리 용역(비상주)","한국수자원공사","한국수자원공사 재무관리처","제한경쟁","2020/07/09 17:00(2020/07/17 14:00)"
