"업무","공고번호-차수","분류","공고명","공고기관","수요기관","계약방법","입력일시(입력마감일시)"
"용역","20200713527-00","일반","「2021완도국제해조류박람회」전시관 설계 및 제작ㆍ설치사업(협상에의한계약)","재단법인 완도해조류박람회조직위원회","재단법인 완도해조류박람회조직위원회","제한(총액)협상에의한계약","2020/07/13 22:32(2020/09/01 17:00)"
"용역","20200713745-00","일반","주평~남진간(군도6호) 도로 확포장공사 외 4건 도로구역 및 군계획시설 결정 용역","경상남도 고성군","경상남도 고성군","제한경쟁","2020/07/13 21:39(2020/07/20 10:00)"
"용역","20200713744-00","일반","유목초등학교 별관동 내진보강 구조설계용역","경상남도교육청 경상남도창원교육지원청","경상남도교육청 경상남도창원교육지원청","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/07/13 21:38(2020/07/17 10:00)"
"용역","20200713734-00","일반","신방초등학교 별관동 내진보강 구조설계용역","경상남도교육청 경상남도창원교육지원청","경상남도교육청 경상남도창원교육지원청","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/07/13 21:27(2020/07/17 10:00)"
"용역","20200713725-00","일반","대암초등학교 창호교체공사 설계용역","경상남도교육청 경상남도창원교육지원청","경상남도교육청 경상남도창원교육지원청","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/07/13 21:02(2020/07/17 10:00)"
"용역","20200713660-00","일반","청천천 하천재해예방사업 건설사업관리용역(PQ후 지명경쟁)","전라남도","전라남도","지명경쟁","2020/07/13 20:56(2020/07/20 10:00)"
"용역","20200713715-00","일반","도계초등학교 내진보강공사 설계용역","경상남도교육청 경상남도창원교육지원청","경상남도교육청 경상남도창원교육지원청","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/07/13 20:50(2020/07/17 10:00)"
"용역","20200713711-00","일반","시설물 안전관리 수준점검을 위한 분석 지표 및 기준 작성","한국시설안전공단","한국시설안전공단","일반(총액)협상에의한계약","2020/07/13 20:47(2020/07/27 17:00)"
"용역","20200713706-00","일반","의성 군계획시설(대로1-1, 중로3-3, 구봉공원) 재해영향평가용역","경상북도 의성군","경상북도 의성군","제한경쟁","2020/07/13 20:45(2020/07/21 10:00)"
"용역","BD2020000178-01","일반","단일 플랫폼에서 EM Force을 맵핑한 NVH, CFD 해석 기법개발","한국전기연구원","한국전기연구원"," ","2020/07/13 20:30(2020/07/21 11:00)"
"용역","20200713675-01","변경","호수돈여중 석면텍스교체 지정폐기물 처리용역","대전광역시동부교육청 호수돈여자중학교","대전광역시동부교육청 호수돈여자중학교","수의(총액)소액수의","2020/07/13 20:18(2020/07/20 12:00)"
"용역","BD2020000177-01","일반","단일 플랫폼에서 EM Force을 맵핑한 NVH, CFD 해석 기법개발","한국전기연구원","한국전기연구원"," ","2020/07/13 20:00(2020/07/20 11:00)"
"용역","20200713668-00","일반","2020년 하반기 도시숲 조성사업 실시설계용역","제주특별자치도 서귀포시","제주특별자치도 서귀포시","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/07/13 19:56(2020/07/17 12:00)"
"용역","20200713666-00","긴급","화서시장 특화상품 용역","화서시장 문화관광형시장 육성사업단","화서시장 문화관광형시장 육성사업단","일반(총액)협상에의한계약","2020/07/13 19:55(-)"
"용역","20200713669-00","긴급","산불피해지 계류보전 및 산지사방사업(남후 검암 산96-1일원) 실시설계용역","경상북도 안동시","경상북도 안동시","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/07/13 19:55(2020/07/16 12:00)"
