"업무","공고번호-차수","분류","공고명","공고기관","수요기관","계약방법","입력일시(입력마감일시)"
"용역","20200638930-01","변경","연제구 오방상권 차세대 사업운영체계 (상권관리) 구축_변경공고","연제오방상권활성화사업단","연제오방상권활성화사업단","일반(총액)협상에의한계약","2020/07/08 21:43(2020/07/13 12:00)"
"용역","20200707069-01","취소","영동산업단지 공공폐수처리시설 민간위탁용역 입찰 안내 공고[협상에의한계약]","충청북도 영동군","충청북도 영동군","일반(총액)협상에의한계약","2020/07/08 21:34(-)"
"용역","20200709045-00","일반","산청군 셋째이상출생아 건강보장보험료 지원사업","경상남도 산청군","경상남도 산청군","일반(단가)","2020/07/08 21:13(2020/07/14 10:00)"
"용역","20200708911-00","일반","2020년 창녕군 군민안전보험 가입","경상남도 창녕군","경상남도 창녕군","일반(총액)","2020/07/08 21:05(2020/07/17 12:00)"
"용역","20200709019-00","일반","동산천 외 2개소 소하천정비종합계획 전략환경영향평가 용역 소액수의계약 견적제출 안내 공고","광주광역시 동구","광주광역시 동구","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/07/08 20:32(2020/07/15 12:00)"
"용역","20200708830-00","일반","중앙공원 새단장 사업 폐기물 처리 용역","경기도 과천시","경기도 과천시","제한(총액)","2020/07/08 20:22(2020/07/15 10:00)"
"용역","20200708973-00","긴급","대학 우수 연구자 발굴 및 컨설팅 프로그램 수행 용역","부산지역대학연합기술지주(주)","부산지역대학연합기술지주(주)","일반(총액)협상에의한계약","2020/07/08 20:08(2020/07/22 15:00)"
"용역","20200708986-00","긴급","대학 창의 인재 액셀러레이팅 및 컨설팅 지원 프로그램 수행 용역","부산지역대학연합기술지주(주)","부산지역대학연합기술지주(주)","일반(총액)협상에의한계약","2020/07/08 20:06(2020/07/22 15:00)"
"용역","20200708768-00","긴급","대학 산학 맞춤형 역량 강화 지원 프로그램 수행 용역","부산지역대학연합기술지주(주)","부산지역대학연합기술지주(주)","일반(총액)협상에의한계약","2020/07/08 20:03(2020/07/22 15:00)"
"용역","20200708932-00","긴급","2020년 강동구 직원 힐링 교육","서울특별시 강동구","서울특별시 강동구","제한(총액)협상에의한계약","2020/07/08 19:59(-)"
"용역","20200708994-00","일반","인천광역시 광역폐기물 처리시설 반입수수료 원가분서 및 단가산정 용역","인천광역시","인천광역시","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/07/08 19:51(2020/07/14 10:00)"
"용역","20200708989-00","일반","고덕육갑문 개량 실시설계 용역","서울특별시 강동구","서울특별시 강동구","제한경쟁","2020/07/08 19:47(2020/07/16 10:00)"
"용역","20200708705-01","취소","인천광역시 광역폐기물 처리시설 반입수수료 원가분서 및 단가산정 용역","인천광역시","인천광역시","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/07/08 19:37(2020/07/14 10:00)"
"용역","20200708964-00","긴급","[긴급] 2020년 강동송파 각급학교 실내공기질 측정 용역 통합계약","서울특별시교육청 서울특별시강동송파교육지원청","서울특별시교육청 서울특별시강동송파교육지원청","제한(총액)","2020/07/08 19:21(2020/07/14 10:00)"
"용역","20200705706-00","일반","2020년 동산문화재 보존처리 표준시방서 제정 연구(1차)","조달청 대전지방조달청","문화재청","제한(총액)협상에의한계약","2020/07/08 19:04(2020/07/21 10:00)"
"용역","20200708955-00","일반","서동로 8차 확장공사 및 교통체계개선 폐아스콘처리용역","부산광역시 금정구","부산광역시 금정구","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/07/08 19:04(2020/07/14 12:00)"
"용역","20200707448-00","긴급","경찰무전시스템(TRS) 유지보수용역 조달 계약","조달청 대구지방조달청","경찰청 대구광역시지방경찰청","제한(총액)협상에의한계약","2020/07/08 18:58(2020/08/04 10:00)"
"용역","20200708952-00","일반","광양시 금호권역 청소년문화의 집 건립사업 건축설계 용역 설계공모 공고","전라남도 광양시","전라남도 광양시","일반경쟁","2020/07/08 18:49(-)"
"용역","20200708950-00","일반","서울대학교병원 [전산개발소프트웨어] Digital Pathology 구축","(주)이지메디컴","서울대학교병원","제한(총액)협상에의한계약","2020/07/08 18:48(-)"
"용역","20200708947-00","일반","서울대학교병원 [전문용역수수료] 의료발전위원회 제2기 추진 계획을 위한 지원 용역","(주)이지메디컴","서울대학교병원","제한(총액)협상에의한계약","2020/07/08 18:44(-)"
"용역","20200708945-00","일반","광양시 보건소 건립공사 상주 감리 용역 입찰 공고","전라남도 광양시","전라남도 광양시","제한경쟁","2020/07/08 18:43(2020/07/16 10:00)"
"용역","20200708939-00","일반","지방도317호선(신촌교차로~쌍용자동차기숙사앞) 도로확포장공사 임목폐기물처리용역","경기도 평택시","경기도 평택시","수의(총액)소액수의","2020/07/08 18:40(2020/07/14 10:00)"
"용역","20200708930-00","일반","광양 도시관리계획(궤도,지구단위계획) 결정(변경) 용역 입찰 공고","전라남도 광양시","전라남도 광양시","제한경쟁","2020/07/08 18:33(2020/07/16 10:00)"
"용역","2020-0323-00","일반","내부감사 품질 평가 및 개선 용역","인천국제공항공사","인천국제공항공사","제한(총액)협상에의한계약","2020/07/08 18:32(2020/08/06 16:00)"
"용역","20200706508-00","일반","영주시 부석,순흥 급수구역 유수율 제고 및 누수탐사용역","경상북도 영주시","경상북도 영주시","제한경쟁","2020/07/08 18:32(2020/07/16 10:00)"
"용역","20200708934-00","일반","2020년 경기도 콘텐츠산업 인프라 현황 조사","(재)경기콘텐츠진흥원","(재)경기콘텐츠진흥원","제한(총액)협상에의한계약","2020/07/08 18:31(-)"
"용역","20200708927-00","일반","2020년 중요기록물 디지털화 사업 용역 수의계약 안내 공고","경상남도교육청 경상남도하동교육지원청","경상남도교육청 경상남도하동교육지원청","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/07/08 18:28(2020/07/14 10:00)"
"용역","2020-0322-00","일반","인천공항 자기부상철도 운영진단 및 대안마련 용역","인천국제공항공사","인천국제공항공사","일반(총액)협상에의한계약","2020/07/08 18:28(2020/08/18 16:00)"
"용역","20200707459-00","일반","한국체육대학교 홍보동영상 제작","한국체육대학교","한국체육대학교","제한(총액)협상에의한계약","2020/07/08 18:27(2020/07/20 16:00)"
