"업무","공고번호-차수","분류","공고명","공고기관","수요기관","계약방법","입력일시(입력마감일시)"
"용역","20200717491-00","일반","고덕택지3-3공구 방치 혼합폐기물 처리용역","평택도시공사","평택도시공사","제한(총액)","2020/07/16 22:28(2020/07/24 10:00)"
"용역","20200718149-00","일반","해남 울돌목 스카이워크 조성사업 감리(비상주) 용역","전라남도 해남군","전라남도 해남군","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/07/16 21:45(2020/07/22 10:00)"
"용역","20200718294-00","일반","북평 남창지구 연안정비사업 기본 및 실시설계용역","전라남도 해남군","전라남도 해남군","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/07/16 21:43(2020/07/22 10:00)"
"용역","20200718229-00","일반","해남읍 고도사거리 회전교차로 설치공사 건설폐기물 처리 용역","전라남도 해남군","전라남도 해남군","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/07/16 21:37(2020/07/22 10:00)"
"용역","20200718163-00","일반","대한적십자사 정보시스템 유지관리 용역","대한적십자사 혈액관리본부","대한적십자사 혈액관리본부","제한(총액)협상에의한계약","2020/07/16 19:49(2020/08/26 11:00)"
"용역","20200535276-00","일반","의류관리기임대서비스","조달청","각 수요기관","일반(3자단가)다수공급자물품계약","2020/07/16 19:36(2030/03/15 18:00)"
"용역","20200718218-00","일반","과학기술인 경력개발 성공사례 콘텐츠 개발 용역","국가과학기술인력개발원","국가과학기술인력개발원","제한(총액)협상에의한계약","2020/07/16 19:35(-)"
"용역","20200718214-00","일반","클린사업 지원사업장 모니터링 용역(재공고)","한국산업안전보건공단","한국산업안전보건공단","제한(총액)협상에의한계약","2020/07/16 19:34(2020/07/28 10:00)"
"용역","20200718198-00","일반","광주용산초 본관동 리모델링 전기공사 설계용역 수의계약 안내공고","광주광역시교육청 광주광역시동부교육지원청","광주광역시교육청 광주광역시동부교육지원청","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/07/16 19:30(2020/07/22 10:00)"
"용역","20200718161-00","일반","2020 전환문화 콘텐츠 큐레이션 및 공유 운영 대행용역","재단법인 춘천문화재단","재단법인 춘천문화재단","제한(총액)협상에의한계약","2020/07/16 19:23(2020/07/27 17:00)"
"용역","20200718195-00","일반","2020 태권도원 온라인 채널 운영 대행 용역","태권도진흥재단","태권도진흥재단","제한(총액)협상에의한계약","2020/07/16 19:19(2020/07/27 10:00)"
"용역","20200718194-00","일반","2020년 존중과 배려중심의 인성교육 애니메이션 제작 용역","부산광역시교육청","부산광역시교육청","제한(총액)규격가격동시","2020/07/16 19:14(2020/07/27 10:00)"
"용역","20200717943-00","일반","가조도 복합문화거점시설 조성사업 기본 및 실시설계용역","경상남도 거제시","경상남도 거제시","수의(총액)소액수의","2020/07/16 18:56(2020/07/22 10:00)"
"용역","20200718179-00","일반","강정체육공원 환경조성사업 실시설계용역","제주특별자치도 서귀포시","제주특별자치도 서귀포시","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/07/16 18:51(2020/07/22 12:00)"
"용역","20200717918-00","일반","장승포동 주민센터 신축공사 페기물 처리 용역","경상남도 거제시","경상남도 거제시","수의(총액)소액수의","2020/07/16 18:49(2020/07/22 10:00)"
"용역","20200717874-00","일반","적조 방제 황토살포선박 임차용역(단가계약)","경상남도 거제시","경상남도 거제시","수의(단가)소액수의","2020/07/16 18:45(2020/07/22 10:00)"
"용역","20200718173-00","일반","고지대 보행편의시설(경사형 E/V) 설치 공사 건설폐기물처리 용역","부산광역시 중구","부산광역시 중구","수의(총액)소액수의","2020/07/16 18:45(2020/07/22 10:00)"
"용역","20200718171-00","일반","오창청사 구내식당 위탁운영 용역","국가과학기술인력개발원","국가과학기술인력개발원","제한(단가)협상에의한계약","2020/07/16 18:41(-)"
"용역","20200718159-00","일반","2020년 마을상수도 지하수 영향조사 및 사후관리 용역(북부권)","충청남도 천안시","충청남도 천안시","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/07/16 18:36(2020/07/22 14:00)"
"용역","E082000329-00","일반","[모의입찰] 동서발전 공사/용역 개찰 및 계약서 작성 테스트 1","한국동서발전주식회사","감사파트","일반(총액)","2020/07/16 18:33(2020/07/16 15:00)"
"용역","20200718155-00","일반","중금오 국지도로 개설사업(2차구간) 실시설계용역","경기도 의정부시","경기도 의정부시","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/07/16 18:32(2020/07/22 10:00)"
