"업무","공고번호-차수","분류","공고명","공고기관","수요기관","계약방법","입력일시(입력마감일시)"
"용역","20200715118-00","긴급","2020년 거제청년아카데미 운영 용역","경상남도 거제시","경상남도 거제시","일반(총액)협상에의한계약","2020/07/14 18:38(-)"
"용역","20200714941-00","긴급","2020년 대한민국 균형발전박람회 행사 대행 용역","경남연구원","경남연구원","제한(총액)협상에의한계약","2020/07/14 18:36(-)"
"용역","20200715111-00","일반","합덕제 생태관광체험센터 실감영상체험관 조성사업","충청남도 당진시","충청남도 당진시","제한(총액)협상에의한계약","2020/07/14 18:31(-)"
"용역","20200715106-00","일반","URI-L 천해테스트 선박 임차 및 지원 용역","한국해양과학기술원","한국해양과학기술원","제한(총액)협상에의한계약","2020/07/14 18:30(2020/07/27 10:00)"
"용역","20200715094-00","일반","학교이적(예정)지 폐교 활용 모델 및 기본구상 수립 용역","서울특별시","서울특별시","일반(총액)협상에의한계약","2020/07/14 18:23(2020/08/11 17:00)"
"용역","20200715085-00","일반","(변경)신재생에너지설비 유지관리용 웹기반 LCC 분석시스템 개발","한국건설기술연구원","한국건설기술연구원","제한(총액)협상에의한계약","2020/07/14 18:22(2020/07/27 11:00)"
"용역","20200714704-00","긴급","지식관리시스템 재구축 사업","조달청","기획재정부","제한(총액)협상에의한계약","2020/07/14 18:17(2020/08/04 10:00)"
"용역","20200713976-00","긴급","야외프로젝트《권민호: 회색 숨》관련 AR 콘텐츠 제작 및 운영 용역","조달청","문화체육관광부 국립현대미술관 기획운영단 미술품수장센터관리팀","제한(총액)협상에의한계약","2020/07/14 18:16(2020/08/04 10:00)"
"용역","20200603-01","일반","Secui 방화벽(일체형)외 1종 유지보수","한전KDN(주)","한전KDN(주)","제한(총액)규격가격동시","2020/07/14 18:16(2020/07/22 11:00)"
"용역","20200712031-00","일반","수원구치소 생활폐기물 위탁처리 용역 견적제출 입찰공고","법무부 서울지방교정청 수원구치소","법무부 서울지방교정청 수원구치소","수의(단가)소액-견적입찰(2인 이상 견적 제출)","2020/07/14 18:15(2020/07/22 10:00)"
"용역","20200715071-00","일반","2020년 동탄지사 열수송관 비파괴검사용역 단가계약","한국지역난방공사 동탄지사","한국지역난방공사 동탄지사","제한(단가)","2020/07/14 18:13(2020/07/24 14:00)"
"용역","20200714869-00","일반","문현터널 주변 미세먼지 차단숲 조성사업 폐기물 처리용역","부산광역시 남구","부산광역시 남구","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/07/14 18:13(2020/07/20 10:00)"
"용역","20200715080-00","일반","운암지구 마을하수도 설치공사 하수처리공법 선정 기술제안서 제출 안내 공고","전라북도 순창군","전라북도 순창군","일반경쟁","2020/07/14 18:11(-)"
"용역","20200602-01","일반","ADMS 단말장치용 보안모듈 개발","한전KDN(주)","한전KDN(주)","제한(총액)규격가격동시","2020/07/14 18:11(2020/07/22 11:00)"
"용역","20200714890-00","일반","진전중학교 다목적강당 신축 전기·통신·소방공사 설계용역","경상남도교육청 경상남도창원교육지원청","경상남도교육청 경상남도창원교육지원청","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/07/14 18:06(2020/07/20 10:00)"
"용역","20200715073-00","일반","현장 지형정보 통합 초정밀 Digital Map 생성 및 분석 플랫폼 개발","한국건설기술연구원","한국건설기술연구원","제한(총액)협상에의한계약","2020/07/14 18:05(2020/07/27 11:00)"
"용역","20200715063-00","일반","업무용 차량(1대) 임차","부산도시공사","부산도시공사","수의(총액)소액수의","2020/07/14 18:04(2020/07/20 10:00)"
"용역","20200714882-00","긴급","충청북도 도서관통합관리시스템 구축 사업","조달청 충북지방조달청","충청북도","제한(총액)협상에의한계약","2020/07/14 18:04(2020/07/28 10:00)"
"용역","20200714849-00","일반","굴뚝자동측정기기 측정결과 실시간 공개 시스템 구축","조달청 인천지방조달청","한국환경공단","제한(총액)협상에의한계약","2020/07/14 18:03(2020/08/25 14:00)"
"용역","20200714399-00","긴급","군산시 통합 성과관리시스템 구축 용역","조달청 전북지방조달청","전라북도 군산시","제한(총액)협상에의한계약","2020/07/14 18:03(2020/07/28 10:00)"
"용역","20200713252-00","긴급","클라우드 기반의 건축행정시스템 재구축(2~3차)","조달청","한국정보화진흥원","일반(총액)협상에의한계약","2020/07/14 18:02(2020/08/14 10:00)"
"용역","20200714857-00","일반","2020년 저공해차 통합누리집 시스템 정보보안컨설팅","조달청 인천지방조달청","한국환경공단","제한(총액)협상에의한계약","2020/07/14 18:02(2020/07/29 14:00)"
"용역","20200714413-00","긴급","2020년 화성시 빅데이터시스템(화성 데이터로) 고도화 사업 용역","조달청 인천지방조달청","경기도 화성시","제한(총액)협상에의한계약","2020/07/14 17:59(2020/07/28 14:00)"
"용역","20200714514-00","긴급","2020년 급수취약지역 상수도 확대보급사업(중대동 223) 공공측량용역","경기도 광주시","경기도 광주시","수의(총액)소액수의","2020/07/14 17:59(2020/07/20 10:00)"
"용역","20200714641-00","일반","(긴급)민락수변공원 QR코드인증 관리용역","부산광역시 수영구","부산광역시 수영구","제한(총액)","2020/07/14 17:58(2020/07/20 10:00)"
"용역","20200713008-00","일반","바이오 R&D 산업화 촉진 정보종합시스템 구축(4차년도)","조달청","한국생명공학연구원","수의(총액)","2020/07/14 17:56(2020/07/15 11:30)"
"용역","20200712066-00","일반","20년 현장용 디지털증거 수집도구 유지관리","조달청 서울지방조달청","경찰청","수의(총액)","2020/07/14 17:55(2020/07/15 11:00)"
"용역","20200714568-00","긴급","정지리 자연재해위험 개선지구 정비사업 소규모환경영향평가 용역","경기도 광주시","경기도 광주시","수의(총액)소액수의","2020/07/14 17:54(2020/07/20 10:00)"
"용역","20200715050-00","긴급","우도 농어촌마을 하수도 정비사업 건설사업관리용역 (P.Q-가격입찰)","제주특별자치도","제주특별자치도","일반경쟁","2020/07/14 17:54(2020/07/21 14:00)"
"용역","20200715044-00","긴급","2020년도 천체투영실 영상물 임차 용역","경상북도교육청 경상북도교육청과학원","경상북도교육청 경상북도교육청과학원","제한(총액)규격가격동시","2020/07/14 17:54(2020/07/23 10:00)"
"용역","20200715038-00","긴급","서초청소년도서관 ICT시스템 구축 용역","서울특별시 서초구","서울특별시 서초구","제한(총액)협상에의한계약","2020/07/14 17:54(2020/07/27 16:00)"
"용역","20200713072-03","변경","2020 세계유산축전 [제주화산섬과 용암동굴] 아트프로젝트 대행 용역","제주특별자치도 세계유산 축전 사무국","제주특별자치도 세계유산 축전 사무국","제한(총액)","2020/07/14 17:53(2020/07/17 16:00)"
"용역","20200715043-00","일반","직무발명 사후관리 업무 위탁","한국건설기술연구원","한국건설기술연구원","제한(총액)협상에의한계약","2020/07/14 17:53(2020/07/27 11:00)"
"용역","20200714992-00","일반","세종행복발전소 건설사업 종합설계기술 용역(천연가스 공급설비 설계 등) 하도급(토목설계)","(주)한국가스기술공사","(주)한국가스기술공사","일반(총액)협상에의한계약","2020/07/14 17:52(2020/07/27 10:00)"
"용역","20200715028-00","일반","KRX 시장관리시스템 IT인프라 운영용역 및 유지보수(재공고)","(주)한국거래소 서울사옥","(주)한국거래소 서울사옥","일반(총액)협상에의한계약","2020/07/14 17:52(2020/07/24 14:00)"
"용역","20200715032-00","긴급","선도연구센터 30주년 기념 포럼 개최 지원","한국연구재단","한국연구재단","제한(총액)협상에의한계약","2020/07/14 17:50(2020/07/27 14:00)"
"용역","20200715030-00","일반","2020년 BFC 전산망 및 로케이션 통합시스템 유지관리 및 기능개선","사단법인 부산영상위원회","사단법인 부산영상위원회","제한(총액)협상에의한계약","2020/07/14 17:49(2020/07/20 15:00)"
"용역","20200715025-00","일반","20202년 교량 정밀안전점검 및 실시설계용역 (긴급)","경기도 안양시","경기도 안양시","제한경쟁","2020/07/14 17:48(2020/07/20 10:00)"
"용역","20200715014-00","긴급","국도21호선 목천IC 교차로 개선공사 소규모환경영향평가용역","국토교통부 대전지방국토관리청 예산국토관리사무소 운영지원과","국토교통부 대전지방국토관리청 예산국토관리사무소 운영지원과","제한경쟁","2020/07/14 17:47(2020/07/20 12:00)"
"용역","20200714761-00","일반","제주대학교 교육과정개편 연구용역","제주대학교","제주대학교","제한(총액)협상에의한계약","2020/07/14 17:46(2020/07/28 10:00)"
"용역","20200703699-03","변경","주택건설공사 감리자(건축)모집 공고(갈현동 469-1 주상복합아파트 신축공사)","서울특별시 은평구","서울특별시 은평구","일반경쟁","2020/07/14 17:45(2020/07/17 10:00)"
"용역","20200715009-00","일반","2020년 한솔교 정밀안전진단용역","강원도 원주시","강원도 원주시","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/07/14 17:43(2020/07/20 10:00)"
"용역","20200704654-01","변경","2019년도 불법사금융 실태조사 추진계획","금융감독원","금융감독원","제한(총액)협상에의한계약","2020/07/14 17:42(2020/07/17 17:00)"
"용역","20200713515-00","일반","2020년 민방위 사이버교육 위탁 용역","경기도 김포시","경기도 김포시","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/07/14 17:42(2020/07/20 14:00)"
"용역","20200714264-00","일반","조치원대동초병설유치원 외 1원(부강초병설유치원) 스프링클러설치 소방공사 감리용역","세종특별자치시교육청","세종특별자치시교육청","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/07/14 17:41(2020/07/20 10:00)"
"용역","20200714734-01","변경","관청~주산선(군도4호) 도로확포장공사 폐기물처리용역(장기계속)","전라북도 정읍시","전라북도 정읍시","제한(총액)","2020/07/14 17:39(2020/07/20 14:00)"
"용역","2020071419001-00","일반","2020년 신입사원교육 프로그램 운영 용역","한국가스공사","한국가스공사","제한(총액)","2020/07/14 17:38(2020/07/27 16:00)"
"용역","20200714752-01","변경","용오천 지방하천 정비공사 건설폐기물 처리용역(장기계속)","전라북도 정읍시","전라북도 정읍시","제한(총액)","2020/07/14 17:38(2020/07/20 14:00)"
"용역","20200706996-02","취소","DMZ 실감미디어 체험관 조성","한국관광공사","한국관광공사","제한(총액)협상에의한계약","2020/07/14 17:37(2020/07/20 15:00)"
"용역","20200714972-00","긴급","도서관 지혜학교 사업 발전방안 연구 용역","한국출판문화산업진흥원","한국출판문화산업진흥원","제한(총액)협상에의한계약","2020/07/14 17:32(2020/07/28 10:00)"
"용역","20200713788-00","일반","BIG 3분야(친환경차) 멘토링 플랫폼 운영지원 사업 전문기관 멘토링","조달청 부산지방조달청","울산과학기술원","제한(총액)협상에의한계약","2020/07/14 17:30(2020/07/28 10:00)"
"용역","20200714996-00","일반","학교우유급식 개선을 위한 환경 및 기반조성 연구용역","사단법인 낙농진흥회","사단법인 낙농진흥회","일반(총액)협상에의한계약","2020/07/14 17:30(-)"
"용역","20200714532-00","일반","디지털포렌식 장비확충사업","조달청","공정거래위원회","수의(총액)","2020/07/14 17:27(2020/07/22 12:00)"
"용역","20200632489-00","일반","군산 말도 해상풍력 터빈 실증단지 해양생태계 모니터링","조달청","군산대학교 산학협력단","일반(총액)협상에의한계약","2020/07/14 17:27(2020/08/04 10:00)"
"용역","20200714991-00","일반","국산원유의 차별화를 위한 원유가격산정체계 개선 연구","사단법인 낙농진흥회","사단법인 낙농진흥회","일반(총액)협상에의한계약","2020/07/14 17:26(-)"
"용역","20200714343-00","긴급","[동작관악](긴급)상도유 교사동 철거공사 건설폐기물처리용역","서울특별시교육청 서울특별시동작관악교육지원청","서울특별시교육청 서울특별시동작관악교육지원청","제한(총액)","2020/07/14 17:21(2020/07/20 14:00)"
"용역","20200714973-00","긴급","정책연구용역(금융그룹 자본적정성 관리방안)","금융위원회","금융위원회","제한(총액)협상에의한계약","2020/07/14 17:17(2020/08/04 10:00)"
"용역","20200714964-00","일반","첨단고 태권도 연습장 증축 소방공사 감리용역","광주광역시교육청","광주광역시교육청","수의(총액)소액수의","2020/07/14 17:14(2020/07/20 10:00)"
"용역","20200714959-00","일반","주택건설공사 감리자(전기) 모집(두산동 85 주거복합)","대구광역시","대구광역시","일반경쟁","2020/07/14 17:12(2020/07/20 10:00)"
"용역","20200713582-00","긴급","RFID 기반 장서관리시스템 구축 계약","조달청 서울지방조달청","서울교육대학교","제한(총액)협상에의한계약","2020/07/14 17:11(2020/07/30 10:00)"
"용역","20200714936-00","일반","연수구 1인 방송 인큐베이션 센터 운영을 위한 멘토링 전문교육  용역","인천테크노파크","인천테크노파크","제한(총액)협상에의한계약","2020/07/14 17:10(2020/07/27 10:00)"
"용역","20200714960-00","일반","구립 청소년문화의 집 신축공사 건설폐기물 처리용역 시행(긴급)","서울특별시 강동구","서울특별시 강동구","제한(총액)","2020/07/14 17:10(2020/07/21 10:00)"
"용역","20200714955-00","긴급","공공산후조리원 건립 공사 실시설계 용역","경상남도 밀양시","경상남도 밀양시","제한경쟁","2020/07/14 17:08(2020/07/21 12:00)"
"용역","20200714951-00","일반","영암군 그린환경자원센터 소각시설 비산재(소각재) 처리용역(단가계약-2차)","전라남도 영암군","전라남도 영암군","제한(단가)","2020/07/14 17:08(2020/07/21 10:00)"
"용역","20200714944-00","일반","(재공고)완주군 구이공공하수 농축슬러지 수집 및 운반용역 단가계약 입찰 재공고","환경시설관리 주식회사","환경시설관리 주식회사","제한(단가)","2020/07/14 17:07(2020/07/20 14:00)"
"용역","20200714950-00","일반","인공지능 회의록지원시스템 기능개선(재공고)","서울특별시","서울특별시","제한(총액)협상에의한계약","2020/07/14 17:07(2020/07/28 16:00)"
"용역","20200713485-00","일반","불교중앙박물관 2020년 특별전시 효행본찰 용주사","(재)대한불교조계종 유지재단","(재)대한불교조계종 유지재단","제한경쟁","2020/07/14 17:07(-)"
"용역","20200714900-00","일반","서남중학교 내진성능평가 및 내진보강 구조설계용역(정기안전점검 포함)","대구광역시교육청 대구광역시서부교육지원청","대구광역시교육청 대구광역시서부교육지원청","제한경쟁","2020/07/14 17:06(2020/07/20 10:00)"
"용역","20200714903-00","일반","남부특수교육지원센터 이전공사외 1교(인천전자마이스터고) 감리용역","인천광역시교육청 인천광역시남부교육지원청","인천광역시교육청 인천광역시남부교육지원청","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/07/14 17:06(2020/07/20 10:00)"
"용역","20200714026-00","일반","무안국제공항 실내정원조성사업 기본 및 실시설계용역","전라남도 무안군","전라남도 무안군","제한경쟁","2020/07/14 17:05(2020/07/21 10:00)"
"용역","20200714933-00","일반","2020년 파주지사 열수송시설 불연성 건설폐기물처리용역 단가계약","한국지역난방공사 파주지사","한국지역난방공사 파주지사","제한(단가)","2020/07/14 17:04(2020/07/22 10:00)"
"용역","20200713181-00","일반","식의약 헬스 종합정보DB 개방 및 고품질 개방체계 구축 위탁감리","조달청 대구지방조달청","한국정보화진흥원","제한(총액)협상에의한계약","2020/07/14 17:02(2020/07/28 10:00)"
"용역","20200713428-00","일반","일로 의산~구정간 군도3호선 확포장공사 건설폐기물처리용역","전라남도 무안군","전라남도 무안군","제한(총액)","2020/07/14 17:02(2020/07/21 10:00)"
"용역","20200714861-00","일반","인천축구전용경기장 명칭사용권 매각대행용역 입찰공고","주식회사 인천유나이티드","주식회사 인천유나이티드","제한(총액)협상에의한계약","2020/07/14 17:01(-)"
"용역","20200713756-00","일반","남산초등학교 교사동 내진보강공사 구조설계 검증용역 수의견적 제출 공고","경상북도교육청 경상북도영주교육지원청","경상북도교육청 경상북도영주교육지원청","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/07/14 17:01(2020/07/20 10:00)"
"용역","20200714910-00","일반","기능연속성계획 수립 및 재해경감 우수기업 인증 컨설팅 용역","한국산업단지공단","한국산업단지공단","제한(총액)협상에의한계약","2020/07/14 16:59(2020/07/27 10:00)"
"용역","20200714645-00","일반","고덕택지 서정리역세권 공공시설 조성공사 건설폐기물처리용역","경기도시공사","경기도시공사","제한(총액)","2020/07/14 16:57(2020/07/22 10:00)"
"용역","20200714915-00","일반","용역(수의)견적제출안내(2020년 시흥시 공용차량 보험)","경기도 시흥시","경기도 시흥시","수의(총액)소액수의","2020/07/14 16:56(2020/07/20 10:00)"
"용역","20200714907-00","일반","신길배수문 외 10개소 정밀안전점검 용역","서울특별시 영등포구","서울특별시 영등포구","일반경쟁","2020/07/14 16:54(2020/08/07 10:00)"
"용역","20200714909-00","긴급","[긴급] 2020년 강동송파 각급학교 실내공기질 측정 용역 통합계약 입찰 공고","서울특별시교육청 서울특별시강동송파교육지원청","서울특별시교육청 서울특별시강동송파교육지원청","제한(총액)","2020/07/14 16:54(2020/07/20 10:00)"
"용역","E012006241-00","일반","수택E구역 주택재개발 지장전주 감리","한국전력공사","재무자재부","제한(총액)","2020/07/14 16:53(2020/07/22 10:00)"
"용역","20200714908-00","일반","PACS 하드웨어부문 유지보수 용역","조선대학교병원","조선대학교병원","일반경쟁","2020/07/14 16:53(-)"
"용역","20200714898-00","일반","2020년 파주지사 열수송관 비파괴검사용역 단가계약","한국지역난방공사 파주지사","한국지역난방공사 파주지사","제한(단가)","2020/07/14 16:50(2020/07/24 10:00)"
"용역","20200714460-00","일반","제주기상과학홍보관 전시콘텐츠 개편","기상청 제주지방기상청","기상청 제주지방기상청","제한(총액)협상에의한계약","2020/07/14 16:50(2020/07/27 10:00)"
"용역","20200714893-00","일반","직원제복 세탁 위탁용역 단가계약 (재공고)","분당서울대학교병원","분당서울대학교병원","일반(단가)규격가격동시","2020/07/14 16:49(-)"
"용역","20200714647-01","취소","2020년 소상공인 주간 행사 대행 용역","소상공인연합회","소상공인연합회","제한(총액)협상에의한계약","2020/07/14 16:48(2020/07/29 15:00)"
"용역","20200714883-00","일반","2020 대한민국 균형발전박람회 부산 전시관 설치, 운영 용역","부산광역시","부산광역시","제한(총액)협상에의한계약","2020/07/14 16:46(2020/07/28 15:00)"
"용역","20200714848-00","일반","내촌고가교 정밀안전점검용역","경기도 부천시","경기도 부천시","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/07/14 16:46(2020/07/20 14:00)"
"용역","20200712308-01","취소","블록체인 기반 전기차 Life Cycle 구축 시스템의 SW구매 및 클라우드 환경 구성 용역","(주)인포마인드","(주)인포마인드","제한(총액)","2020/07/14 16:44(2020/07/16 10:00)"
"용역","20200714634-00","긴급","[긴급]2020년 정부초청 외국인 대학원장학생 항공권 구매","대구대학교","대구대학교","제한(총액)","2020/07/14 16:43(-)"
"용역","20200714462-00","일반","3,4호선 전선로 개량공사(4단계) 실시설계 용역","서울교통공사","서울교통공사","일반경쟁","2020/07/14 16:42(2020/08/21 10:00)"
