"업무","공고번호-차수","분류","공고명","공고기관","수요기관","계약방법","입력일시(입찰마감일시)"
"용역","20200630603-00","일반","보통~수기간 도로확포장공사 가연성 폐기물처리용역","경기도 화성시","경기도 화성시","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/06/21 20:43(2020/06/26 10:00)"
"용역","20200630597-00","일반","시도13호선 도로확포장공사 폐기물처리용역(폐아스콘)","경기도 화성시","경기도 화성시","제한(총액)","2020/06/21 20:05(2020/06/29 10:00)"
"용역","20200630596-00","긴급","2020 극지체험전시회 대행사 선정 입찰공고","(사)극지해양미래포럼","(사)극지해양미래포럼","일반(총액)협상에의한계약","2020/06/21 20:02(-)"
"용역","20200621646-01","변경","공주산성성권 통합마케팅 대행용역","공주산성상권활성화사업단","공주산성상권활성화사업단","일반(총액)협상에의한계약","2020/06/21 19:56(-)"
"용역","20200630581-00","긴급","관산 중사 농어촌마을하수도 정비사업 수밀,연막시험 및 CCTV조사용역 총괄 및 1차분","전라남도 장흥군","전라남도 장흥군","제한경쟁","2020/06/21 18:07(2020/06/26 10:00)"
"용역","20200630579-00","일반","관산 중사 농어촌마을하수도 정비사업 폐기물처리용역 총괄 및 1차분","전라남도 장흥군","전라남도 장흥군","제한(총액)","2020/06/21 18:00(2020/06/26 10:00)"
"용역","20200630531-01","변경","2020년 공용차량 종합보험 가입","경기도 양평군","경기도 양평군","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/06/21 15:41(2020/06/25 10:00)"
"용역","20200630482-00","일반","지방도924호선 안동 안교 회전교차로 설치공사 폐기물처리용역","경상북도 북부건설사업소","경상북도 북부건설사업소","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/06/21 11:37(2020/06/25 14:00)"
"용역","20200630480-00","일반","송하도로 선형개량공사 폐기물처리용역","경상북도 북부건설사업소","경상북도 북부건설사업소","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/06/21 11:32(2020/06/25 14:00)"
"용역","20200630467-00","긴급","축산물 종합유통센터 내진성능평가 용역","전라북도 정읍시 농업기술센터","전라북도 정읍시 농업기술센터","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/06/21 11:00(2020/06/25 16:00)"
