"업무","공고번호-차수","분류","공고명","공고기관","수요기관","계약방법","입력일시(입찰마감일시)"
"용역","20200622340-01","취소","근골격계 부담작업 유해요인 조사 용역","전라남도교육청","전라남도교육청","일반(총액)","2020/06/17 23:55(2020/06/22 10:00)"
"용역","20200626580-00","일반","근골격계 부담작업 유해요인 조사 용역","전라남도교육청","전라남도교육청","일반(총액)","2020/06/17 23:52(2020/06/24 10:00)"
"용역","20200620019-00","긴급","산림공간정보 고도화를 위한 국가산림위성정보센터 기초설계 및 구축방안 수립","조달청 서울지방조달청","한국임업진흥원","일반(총액)협상에의한계약","2020/06/17 23:10(2020/06/30 10:00)"
"용역","20200624612-01","변경","2020년 김포공항 항공기 소음측정 용역","한국공항공사 서울지역본부","한국공항공사 서울지역본부","제한경쟁","2020/06/17 22:51(2020/06/25 12:00)"
"용역","20200626570-00","일반","호버 바이크 시스템에 적용 가능한 고중량, 저소음 프로펠러/가드 덕트의 해석 및 개발","한국과학기술원","한국과학기술원","제한(총액)협상에의한계약","2020/06/17 22:34(-)"
"용역","20200626567-01","취소","호버 바이트 시스템에 적용 가능한 고중량, 저소음 프로펠러/가드 덕트의 해석 및 개발","한국과학기술원","한국과학기술원","제한(총액)협상에의한계약","2020/06/17 22:29(-)"
"용역","20200626546-00","긴급","연명의료결정제도 교육과정 개편 연구","(재)국가생명윤리정책원","(재)국가생명윤리정책원","일반(총액)협상에의한계약","2020/06/17 21:53(2020/06/29 11:00)"
"용역","20200626544-00","긴급","수원시 경관계획 재정비 용역","경기도 수원시","경기도 수원시","일반(총액)협상에의한계약","2020/06/17 21:52(-)"
"용역","20200626535-00","일반","고성해양레포츠 아카데미 건립사업 건설사업관리용역(P.Q.후 가격입찰)","경상남도 고성군","경상남도 고성군","지명경쟁","2020/06/17 21:35(2020/06/22 10:00)"
"용역","20200626532-00","긴급","파크골프장 조성사업 임목폐기물처리 용역","경상남도 남해군","경상남도 남해군","제한(총액)","2020/06/17 21:34(2020/06/23 15:00)"
"용역","20200626510-00","일반","웹사이트 및 앱 본인인증 서비스 사업자 선정","한국산업안전보건공단","한국산업안전보건공단","제한(총액)","2020/06/17 21:18(2020/06/25 10:00)"
"용역","20200626511-00","일반","(주)애니멀공화국 유기동물 입양자 회원제 서비스 플랫폼 어플리케이션 개발","(주)애니멀공화국","(주)애니멀공화국","제한(총액)종합낙찰제","2020/06/17 21:12(2020/06/22 10:00)"
"용역","20200626516-01","변경","2020년 공원 내 어린이놀이시설 소독관리용역(긴급)","경기도 부천시","경기도 부천시","제한(총액)","2020/06/17 21:11(2020/06/23 10:00)"
"용역","20200626493-00","일반","국도6호선 덕평육교 등 7개소 정밀점검용역","국토교통부 서울지방국토관리청 의정부국토관리사무소","국토교통부 서울지방국토관리청 의정부국토관리사무소","제한경쟁","2020/06/17 21:10(2020/06/23 10:00)"
"용역","20200626486-00","긴급","국도3호선 회암천교(상) 등 4개소 내진성능평가용역","국토교통부 서울지방국토관리청 의정부국토관리사무소","국토교통부 서울지방국토관리청 의정부국토관리사무소","제한경쟁","2020/06/17 21:02(2020/06/23 10:00)"
"용역","20200626476-00","긴급","국도37호선 상면교 등 3개소 내진성능평가용역","국토교통부 서울지방국토관리청 의정부국토관리사무소","국토교통부 서울지방국토관리청 의정부국토관리사무소","제한경쟁","2020/06/17 21:00(2020/06/23 10:00)"
"용역","20200626508-00","일반","북평산업단지 재생사업지구 지정 및 재생시행계획 수립 용역 (PQ후 가격입찰)","강원도 동해시","강원도 동해시","일반경쟁","2020/06/17 20:59(2020/06/23 10:00)"
"용역","20200626467-00","긴급","국도3호선 삽사교 등 4개소 내진성능평가용역","국토교통부 서울지방국토관리청 의정부국토관리사무소","국토교통부 서울지방국토관리청 의정부국토관리사무소","제한경쟁","2020/06/17 20:58(2020/06/23 10:00)"
"용역","20200626453-00","일반","국도3호선 민락2교 등 3개소 내진성능평가용역","국토교통부 서울지방국토관리청 의정부국토관리사무소","국토교통부 서울지방국토관리청 의정부국토관리사무소","제한경쟁","2020/06/17 20:55(2020/06/23 10:00)"
"용역","20200626445-00","일반","국도3호선 자금교 등 5개소 내진성능평가용역","국토교통부 서울지방국토관리청 의정부국토관리사무소","국토교통부 서울지방국토관리청 의정부국토관리사무소","제한경쟁","2020/06/17 20:52(2020/06/23 10:00)"
"용역","20200626438-00","일반","국도37호선 다원1교 등 4개소 내진성능평가용역","국토교통부 서울지방국토관리청 의정부국토관리사무소","국토교통부 서울지방국토관리청 의정부국토관리사무소","제한경쟁","2020/06/17 20:49(2020/06/23 10:00)"
"용역","20200626430-00","일반","국도3호선 호평IC교(상) 등 4개소 내진성능평가용역","국토교통부 서울지방국토관리청 의정부국토관리사무소","국토교통부 서울지방국토관리청 의정부국토관리사무소","제한경쟁","2020/06/17 20:47(2020/06/23 10:00)"
