"업무","공고번호-차수","분류","공고명","공고기관","수요기관","계약방법","입력일시(입찰마감일시)"
"용역","20200604824-00","일반","2020년 대구글로벌게임센터 게임 콘텐츠 글로벌 마케팅 지원 용역","조달청","(재)대구디지털산업진흥원","일반(총액)협상에의한계약","2020/06/03 20:27(2020/06/24 10:00)"
"용역","20200603911-00","일반","태풍 미탁 해안쓰레기(폐합성수지) 처리 용역(7차) 시행 수의견적 제출안내 공고","경상북도 포항시","경상북도 포항시","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/06/03 20:22(2020/06/09 10:00)"
"용역","20200605819-00","일반","중장기 HR 전략 재설정 및 승진제도 개선 용역","(주)한국가스기술공사","(주)한국가스기술공사","제한(총액)협상에의한계약","2020/06/03 20:10(2020/06/15 10:00)"
"용역","20200605805-00","일반","10대 주력산업 가치사슬 분석 품목식별 공정도 등 학술연구 용역(12개분야, 장기계속계약)","한국기계산업진흥회","한국기계산업진흥회","일반(총액)협상에의한계약","2020/06/03 19:59(-)"
"용역","2020060317001-00","일반","당진기지 #1~4 저장탱크 설계 및 건설사업관리 용역","한국가스공사","한국가스공사","제한(총액)","2020/06/03 19:55(2020/06/17 18:00)"
"용역","20200605789-00","일반","항공시험장 전산망 및 비행시험망 유지보수","국방과학연구소","국방과학연구소","제한(총액)규격가격동시","2020/06/03 19:51(2020/06/18 10:00)"
"용역","20200605797-00","일반","장산초등학교 지정(석면)폐기물처리용역","부산광역시교육청 부산광역시해운대교육지원청","부산광역시교육청 부산광역시해운대교육지원청","수의(총액)소액수의","2020/06/03 19:50(2020/06/09 10:00)"
"용역","20200605793-00","일반","정읍북초 외 1교(영원초) 건설폐기물 처리용역","전라북도교육청 전라북도정읍교육지원청","전라북도교육청 전라북도정읍교육지원청","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/06/03 19:48(2020/06/09 10:00)"
"용역","20200605790-00","일반","광남병설유치원 석면해체제거 감리용역","부산광역시교육청 부산광역시해운대교육지원청","부산광역시교육청 부산광역시해운대교육지원청","수의(총액)소액수의","2020/06/03 19:47(2020/06/09 10:00)"
"용역","20200605784-00","일반","반산초등학교 병설유치원 등 2원(운봉초 병설유치원) 노유자시설 소방공사 감리용역","부산광역시교육청 부산광역시해운대교육지원청","부산광역시교육청 부산광역시해운대교육지원청","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/06/03 19:41(2020/06/09 10:00)"
"용역","20200605785-00","일반","강동유치원 노유자시설 소방공사 감리용역","부산광역시교육청 부산광역시해운대교육지원청","부산광역시교육청 부산광역시해운대교육지원청","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/06/03 19:40(2020/06/09 10:00)"
"용역","20200605781-00","일반","방곡유치원 등 2원(달산유치원) 노유자시설 소방공사 감리용역","부산광역시교육청 부산광역시해운대교육지원청","부산광역시교육청 부산광역시해운대교육지원청","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/06/03 19:33(2020/06/09 10:00)"
"용역","20200605652-00","일반","옥천~안남 지방상수도 연계관로 구축공사 폐기물처리용역","충청북도 옥천군 상하수도사업소","충청북도 옥천군 상하수도사업소","제한(총액)","2020/06/03 19:30(2020/06/11 14:00)"
"용역","20200605779-00","일반","2020년 서울구치소 신입수용자 등 혈액검사 위탁 용역 공고","법무부 서울지방교정청 서울구치소","법무부 서울지방교정청 서울구치소","제한(단가)","2020/06/03 19:30(2020/06/12 10:00)"
"용역","20200605774-00","일반","원당도서관 이전에 따른 이사용역","경기도 고양시","경기도 고양시","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/06/03 19:28(2020/06/09 10:00)"
"용역","20200605747-00","긴급","삼청3리 기초생활인프라사업 석면해체공사 지정폐기물 처리용역(긴급)","경상북도 칠곡군","경상북도 칠곡군","제한(총액)","2020/06/03 19:16(2020/06/09 10:00)"
"용역","20200605748-00","일반","상예지구(색달공구) 배수개선사업(1차분) 폐기물처리용역","제주특별자치도 서귀포시","제주특별자치도 서귀포시","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/06/03 19:12(2020/06/09 12:00)"
"용역","20200605750-00","일반","FFD적용 연료노즐조립체의 저고온 적용특성 시험용역","국방과학연구소","국방과학연구소","제한(총액)규격가격동시","2020/06/03 19:11(2020/06/18 10:00)"
"용역","20200605400-00","일반","20년 국제(중국)박람회 행사내 민간육종가 홍보부스 설치 용역","조달청 대구지방조달청","농림축산식품부 국립종자원","제한(총액)협상에의한계약","2020/06/03 19:09(2020/06/18 11:00)"
"용역","20200605744-00","긴급","회화~봉동간 도로 확포장공사(2공구) 폐기물처리용역","경상남도 고성군","경상남도 고성군","제한(총액)","2020/06/03 19:09(2020/06/09 10:00)"
"용역","20200602210-00","일반","2020 경북 게임 글로벌 퍼블리싱 지원사업 기획 및 운영 용역","조달청 대구지방조달청","재단법인 경북테크노파크","제한(총액)협상에의한계약","2020/06/03 19:07(2020/06/24 11:00)"
"용역","20200605737-00","일반","2020년 강서구 빅데이터 분석 사업 용역 시행","서울특별시 강서구","서울특별시 강서구","제한(총액)협상에의한계약","2020/06/03 19:03(-)"
"용역","20200605734-00","긴급","삼청3리 기초생활인프라사업 건설폐기물 처리용역 전자입찰 공고(긴급)","경상북도 칠곡군","경상북도 칠곡군","제한(총액)","2020/06/03 19:02(2020/06/09 10:00)"
"용역","20200605735-00","일반","2020년도 상수도 가압장, 배수지 제초작업 용역(1차)","경기도 남양주시 상하수도관리센터","경기도 남양주시 상하수도관리센터","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/06/03 19:02(2020/06/09 10:00)"
"용역","20200605731-00","일반","덕양초등학교 병설유치원시설확충 및 기타공사 건설폐기물 처리용역","부산광역시교육청 부산광역시북부교육지원청","부산광역시교육청 부산광역시북부교육지원청","수의(총액)소액수의","2020/06/03 19:00(2020/06/09 10:00)"
"용역","20200605662-00","일반","금창초등학교 외부환경개선공사 건설폐기물 처리용역","부산광역시교육청 부산광역시북부교육지원청","부산광역시교육청 부산광역시북부교육지원청","수의(총액)소액수의","2020/06/03 18:57(2020/06/09 10:00)"
"용역","20200605085-00","긴급","정보통신 회선망 고도화 사업","조달청 인천지방조달청","학교법인한국폴리텍","일반(총액)협상에의한계약","2020/06/03 18:51(2020/06/24 14:00)"
"용역","20200605721-00","일반","러시아 공학 자료의 한국어 번역 지원 용역","국방과학연구소","국방과학연구소","수의(총액)소액수의","2020/06/03 18:51(2020/06/09 10:00)"
"용역","20200604458-00","긴급","학생수련원 모험장 부대시설 및 강당 리모델링 설계용역","전라북도교육청 전라북도학생수련원","전라북도교육청 전라북도학생수련원","제한경쟁","2020/06/03 18:49(2020/06/11 10:00)"
"용역","20200605653-00","일반","지진 이상징후 감지를 위한 빅데이터 분석기술 개발 기획연구","행정안전부 국립재난안전연구원","행정안전부 국립재난안전연구원","제한(총액)협상에의한계약","2020/06/03 18:47(2020/06/15 10:00)"
"용역","20200605714-00","긴급","춘천시 물순환 관리 기본계획 수립 용역(협상에 의한 계약) 재공고","강원도 춘천시","강원도 춘천시","일반(총액)협상에의한계약","2020/06/03 18:45(-)"
"용역","20200605695-00","일반","풍력발전 사업성 향상을 위한 금융조달 모델 개발 연구","한국에너지공단","한국에너지공단","일반(총액)협상에의한계약","2020/06/03 18:40(2020/06/15 10:00)"
"용역","20200605707-00","일반","강동대학교 LINC+ 지역사회·산업 등 지역 동향 분석 위탁 사업자 선정 입찰 공고","강동대학교","강동대학교","제한(총액)협상에의한계약","2020/06/03 18:39(-)"
"용역","20200605658-00","일반","활성단층지도시스템 지속적 운영 및 실효성 제고를 위한 기획연구","행정안전부 국립재난안전연구원","행정안전부 국립재난안전연구원","제한(총액)협상에의한계약","2020/06/03 18:38(2020/06/15 10:00)"
"용역","20200605637-00","일반","공주대학교 인문사회과학대학 이사용역 계약","조달청","공주대학교 인문사회과학대학 행정실","일반(총액)","2020/06/03 18:32(2020/06/11 14:00)"
"용역","20200605689-00","일반","서산시 업무관리시스템 구축용역","충청남도 서산시","충청남도 서산시","일반(총액)협상에의한계약","2020/06/03 18:32(-)"
"용역","20200605467-01","변경","업무용 차량 장기임차 계약업체 선정","대외경제정책연구원","대외경제정책연구원","일반(총액)","2020/06/03 18:30(2020/06/11 14:00)"
"용역","20200604968-00","일반","대방중학교 다목적강당 및 급식소 신축공사 건설폐기물처리용역","경상남도교육청 경상남도창원교육지원청","경상남도교육청 경상남도창원교육지원청","제한(총액)","2020/06/03 18:28(2020/06/11 10:00)"
"용역","20200601825-00","일반","환경산업연구단지 포털 신규기능 개발","조달청 서울지방조달청","한국환경산업기술원","제한(총액)협상에의한계약","2020/06/03 18:27(2020/06/16 10:00)"
"용역","20200605673-00","일반","2020년 다대주민편익시설 셔틀버스 운행 용역","부산광역시 사하구","부산광역시 사하구","제한(총액)","2020/06/03 18:26(2020/06/11 10:00)"
"용역","20200605659-00","일반","안성시 대송마을 LPG배관망 구축사업 건설폐기물 처리용역","재단법인 한국엘피지배관망사업단","재단법인 한국엘피지배관망사업단","제한(단가)","2020/06/03 18:23(2020/06/10 14:00)"
"용역","20200604449-01","변경","장수군 노곡지구 LPG배관망 구축사업 건설폐기물 처리용역","재단법인 한국엘피지배관망사업단","재단법인 한국엘피지배관망사업단","제한(단가)","2020/06/03 18:22(2020/06/10 14:00)"
"용역","20200604076-00","일반","학교시설 통합정보시스템 데이터 품질관리 컨설팅 사업","조달청","한국교육개발원","일반(총액)협상에의한계약","2020/06/03 18:20(2020/06/16 10:00)"
"용역","20200605661-00","일반","새마을금고 금융지원센터 운영업무 도급위탁(재공고)","새마을금고중앙회","새마을금고중앙회","일반(총액)","2020/06/03 18:19(-)"
"용역","20200605649-00","일반","2020년 성주 경산리 성밖숲 정비공사 감리용역","경상북도 성주군","경상북도 성주군","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/06/03 18:18(2020/06/09 10:00)"
"용역","20200604970-00","일반","2020년도 사회보장정보시스템 확대개편 감리","조달청","보건복지부","일반(총액)협상에의한계약","2020/06/03 18:17(2020/07/14 10:00)"
"용역","20200605574-00","일반","2020년 온라인 논문투고 심사시스템(JAMS) 용역사업","조달청","한국연구재단","제한(총액)협상에의한계약","2020/06/03 18:16(2020/06/16 10:00)"
"용역","20200605283-00","긴급","전자인사관리시스템(e-사람) 내 소방인사시스템 통합 구축","조달청","인사혁신처","제한(총액)협상에의한계약","2020/06/03 18:15(2020/06/16 10:00)"
"용역","20200604989-00","일반","2020년 직무능력향상교육 위탁용역","서울특별시서울의료원","서울특별시서울의료원","제한(총액)협상에의한계약","2020/06/03 18:15(2020/06/24 16:00)"
"용역","20200605650-00","일반","방사성폐기물 분류, 절단, 파쇄, 시료채취 재포장 용역 1식","한국원자력연구원","한국원자력연구원","제한(총액)규격가격동시","2020/06/03 18:14(2020/06/12 11:00)"
"용역","20200605164-01","취소","플라즈마 일반산업단지 비상도수관로 설치공사 폐기물처리 용역","강원도 철원군","강원도 철원군","제한(총액)","2020/06/03 18:13(2020/06/09 12:00)"
"용역","20200605015-00","일반","서천군 신청사 소방공사 감리용역","충청남도개발공사","충청남도개발공사","제한경쟁","2020/06/03 18:12(2020/06/26 10:00)"
"용역","20200605645-00","일반","한남지구 상수관로 시설공사 폐기물처리 용역","제주특별자치도","제주특별자치도","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/06/03 18:11(2020/06/09 14:00)"
"용역","20200605641-00","일반","하례지구 상수관로 시설공사 폐기물처리 용역","제주특별자치도","제주특별자치도","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/06/03 18:09(2020/06/09 14:00)"
"용역","20200605632-00","일반","원자로 내부 유로 및 주요 유체기기의 열수력 특성 파악을 위한 상세 CFD 해석 용역 1식","한국원자력연구원","한국원자력연구원","제한(총액)규격가격동시","2020/06/03 18:07(2020/06/12 11:00)"
"용역","20200605636-00","일반","가리지구 자연재해위험개선지구 정비사업 기본 및 세부설계 용역","한국농어촌공사 충북지역본부","한국농어촌공사 충북지역본부","제한경쟁","2020/06/03 18:07(2020/06/10 10:00)"
"용역","20200605635-00","긴급","춘해대학~서중마을 도로확장공사 건설폐기물 처리용역(건설혼합폐기물)","울산광역시","울산광역시","제한(총액)","2020/06/03 18:06(2020/06/09 10:00)"
"용역","20200605119-01","변경","『완주군 소규모펌프장 하이맨홀펌프장 외 57개소』 발생오수 및 청소 부산물 운반용역 단가계약","환경시설관리 주식회사","환경시설관리 주식회사","제한(단가)","2020/06/03 18:06(2020/06/10 14:00)"
"용역","20200605628-00","일반","월호동 주민자치센터 밑 소방도로개설공사 폐기물처리용역","전라남도 여수시","전라남도 여수시","수의(총액)소액수의","2020/06/03 18:06(2020/06/09 12:00)"
"용역","20200605625-00","일반","경기도 노인상담시스템 구축","경기도","경기도","제한(총액)협상에의한계약","2020/06/03 18:05(2020/06/24 17:00)"
"용역","20200605629-00","일반","한남지구 상수관로 시설공사 GIS DB 구축용역","제주특별자치도","제주특별자치도","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/06/03 18:05(2020/06/09 14:00)"
"용역","20200604920-00","일반","낭성면 행정복지센터 등 3개소 정밀안전점검 및 내진성능평가용역","충청북도 청주시","충청북도 청주시","제한경쟁","2020/06/03 18:05(2020/06/11 10:00)"
"용역","20200535700-01","취소","공주대학교 인문사회과학대학 이사용역 계약","조달청","공주대학교 인문사회과학대학 행정실","일반(총액)","2020/06/03 18:03(2020/06/10 14:00)"
"용역","20200605610-00","일반","경로당 내진성능 평가 용역","인천광역시 동구","인천광역시 동구","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/06/03 18:02(2020/06/09 10:00)"
"용역","20200605597-00","긴급","하례지구 상수관로 시설공사 GIS DB구축용역","제주특별자치도","제주특별자치도","제한경쟁","2020/06/03 18:02(2020/06/09 14:00)"
"용역","20200536629-00","일반","2020년 ICT 비즈니스 파트너십(신남방 국가) 마케팅 용역","조달청","정보통신산업진흥원","일반(총액)협상에의한계약","2020/06/03 18:01(2020/07/15 10:00)"
"용역","20200605193-00","긴급","2021학년도 기초학력 진단검사 개발 합숙 숙식 및 시설 임차 용역","조달청 대전지방조달청","충남대학교 산학협력단","제한(총액)규격가격동시","2020/06/03 17:59(2020/06/17 10:00)"
"용역","20200603926-00","긴급","충북교육청 학교 무선인프라 관리시스템 구축사업","조달청 대구지방조달청","한국정보화진흥원","수의(총액)","2020/06/03 17:59(2020/06/09 12:00)"
"용역","20200605304-01","취소","2020년 이통장 단체상해보험 가입","경상북도 경산시","경상북도 경산시","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/06/03 17:59(2020/06/09 14:00)"
"용역","20200605601-00","긴급","2020년 창원시 소규모 공동주택 안전점검 용역","경상남도 창원시","경상남도 창원시","일반경쟁","2020/06/03 17:58(2020/06/09 10:00)"
"용역","20200602987-00","긴급","2020년도 부산교육연수원 교원 원격연수 콘텐츠개발","조달청 부산지방조달청","부산광역시교육청 부산광역시교육연수원","제한(총액)협상에의한계약","2020/06/03 17:58(2020/06/16 10:00)"
"용역","20200605603-00","일반","안성시 생활자원회수센터 확충공사 폐기물처리용역","경기도 안성시","경기도 안성시","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/06/03 17:57(2020/06/09 10:00)"
"용역","20200605154-00","긴급","2020년 오디오북 제작유통 플랫폼 구축 및 운영 용역","한국출판문화산업진흥원","한국출판문화산업진흥원","제한(총액)협상에의한계약","2020/06/03 17:56(2020/06/18 10:00)"
"용역","20200604922-00","일반","2020년 공영자전거 타랑께 운영관리용역","광주광역시","광주광역시","제한(총액)","2020/06/03 17:56(2020/06/11 12:00)"
"용역","20200603923-00","긴급","성남~광주간(지방도338호선) 도로확포장공사(잔여공구) 보완설계용역","경기도 광주시","경기도 광주시","제한경쟁","2020/06/03 17:55(2020/06/09 10:00)"
"용역","20200539259-00","일반","경복궁 흥복전 권역 등 내전 영역 활용프로그램 개발","조달청 서울지방조달청","문화재청 궁능유적본부 경복궁관리소","수의(총액)","2020/06/03 17:55(2020/06/10 14:00)"
"용역","20200605591-00","일반","왕숙천 생태하천복원사업 유지관리용역","경기도 남양주시","경기도 남양주시","제한(총액)","2020/06/03 17:55(2020/06/09 10:00)"
"용역","20200605428-00","일반","전자기적합성 시험 시설(챔버) 성능 검증 용역(재공고)","한국로봇산업진흥원","한국로봇산업진흥원","수의(총액)소액수의","2020/06/03 17:54(2020/06/09 14:00)"
"용역","20200605124-00","일반","성남제일초 외 1교(희망대초) 교사2동 치장벽돌 보수공사 설계용역","경기도교육청 경기도성남교육지원청","경기도교육청 경기도성남교육지원청","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/06/03 17:54(2020/06/09 10:00)"
"용역","20200605569-00","일반","완도항 소규모 마리나 강관파일 철거공사 건설폐기물(폐콘크리트) 처리용역","전라남도","전라남도","수의(총액)소액수의","2020/06/03 17:54(2020/06/09 10:00)"
"용역","20200534502-00","긴급","재외공관 외교자료실 개선 및 확대 구축 사업(4차) 통합인증(SSO) 구축","조달청 서울지방조달청","외교부","제한(총액)협상에의한계약","2020/06/03 17:53(2020/06/16 10:00)"
"용역","20200605570-00","일반","2020 아시아문화원 위험성평가 컨설팅 용역","아시아문화원","아시아문화원","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/06/03 17:53(2020/06/09 10:00)"
"용역","20200605578-00","일반","방축동 제1공영주차장 조성사업 건축감리용역 (토목,기계,폐기물포함)","충청남도 아산시","충청남도 아산시","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/06/03 17:53(2020/06/09 14:00)"
"용역","20200604581-00","일반","국세청 홈페이지 전면개편 감리용역","조달청 대전지방조달청","국세청","제한(총액)협상에의한계약","2020/06/03 17:53(2020/06/16 10:00)"
"용역","20200603953-00","일반","2020년 조림지 풀베기사업(1차) 감리용역 시행결의","충청남도 서산시","충청남도 서산시","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/06/03 17:53(2020/06/09 10:00)"
"용역","20200605572-00","일반","제10회 완주와일드푸드축제 행사대행 용역 제안서 제출안내(협상에의한계약)","전라북도 완주군","전라북도 완주군","제한(총액)협상에의한계약","2020/06/03 17:52(-)"
"용역","20200605314-00","일반","2020년 자율안전진단용역","인천교통공사","인천교통공사","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/06/03 17:51(2020/06/09 10:00)"
"용역","20200603862-00","일반","무인교통단속장비 무선망 이동통신사 선정","조달청 인천지방조달청","경찰청 경기도남부지방경찰청","일반(총액)협상에의한계약","2020/06/03 17:51(2020/07/15 10:00)"
"용역","20200605568-00","일반","경남고등학교 내진보강 기술감리용역","부산광역시교육청 부산광역시서부교육지원청","부산광역시교육청 부산광역시서부교육지원청","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/06/03 17:50(2020/06/09 10:00)"
"용역","20200605237-00","일반","논현초 인조잔디 분리회수 및 재활용처리 용역","서울특별시교육청 서울특별시강남서초교육지원청","서울특별시교육청 서울특별시강남서초교육지원청","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/06/03 17:50(2020/06/09 14:00)"
"용역","20200534110-00","긴급","2020년 참가격 생필품 가격조사 및 FTA 수입소비재 가격 모니터링","조달청","한국소비자원","일반(총액)협상에의한계약","2020/06/03 17:49(2020/06/23 10:00)"
"용역","20200604912-00","긴급","명동상가 골목상가 경관 개선사업(벽화 및 도색) 소액수의견적 제출안내","충청남도 홍성군","충청남도 홍성군","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/06/03 17:49(2020/06/09 10:00)"
"용역","20200603909-00","긴급","성남~광주간(지방도338호선) 도로확포장공사(잔여공구) 측량조사용역","경기도 광주시","경기도 광주시","제한경쟁","2020/06/03 17:48(2020/06/09 10:00)"
"용역","2020-02-000374-00","일반","정읍고속철도 전기현업사업소 증축 기타공사 감독권한대행 등 건설사업관리용역","한국철도시설공단","한국철도시설공단","제한경쟁","2020/06/03 17:48(2020/07/08 10:00)"
"용역","20200603225-01","변경","2020년 1권역 폐기물 처리 용역","한국어촌어항공단","한국어촌어항공단","제한(단가)","2020/06/03 17:47(2020/06/10 10:00)"
"용역","20200605554-00","일반","시민사회 소통협력 플랫폼 구축 사업","국무조정실","국무조정실","제한(총액)협상에의한계약","2020/06/03 17:46(2020/06/16 14:00)"
"용역","20200605500-00","긴급","단양군 올누림 행복가족센터 건립 사업 건축설계 공모","충청북도 단양군 다누리센터관리사업소","충청북도 단양군 다누리센터관리사업소","일반경쟁","2020/06/03 17:46(-)"
"용역","20200605556-00","일반","스포츠교육 종합 계획 및 교육원 운영 체계 수립 연구용역","대한체육회","대한체육회","제한(총액)협상에의한계약","2020/06/03 17:46(2020/06/16 11:00)"
"용역","20200605553-00","일반","구)목포경찰서 건축물 철거공사 폐기물처리(가연성) 용역","전라남도 목포시","전라남도 목포시","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/06/03 17:45(2020/06/09 10:00)"
"용역","20200605542-00","일반","2020년 부산광역시 폐기물 처리 용역","한국어촌어항공단","한국어촌어항공단","제한(단가)","2020/06/03 17:44(2020/06/11 10:00)"
"용역","20200605536-00","일반","방축동 제1공영주차장 조성사업 감리용역(전기, 통신, 소방)","충청남도 아산시","충청남도 아산시","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/06/03 17:42(2020/06/09 14:00)"
"용역","20200605496-00","긴급","국도1호선 무안군 등 3개노선 도로시설물 정비공사 폐기물처리용역","국토교통부 익산지방국토관리청 광주국토관리사무소","국토교통부 익산지방국토관리청 광주국토관리사무소","수의(총액)소액수의","2020/06/03 17:42(2020/06/09 10:00)"
"용역","20200535598-01","취소","세계 푸른 하늘의 날을 위한 혁신기술 프로그램 운영","조달청 서울지방조달청","국가기후환경회의","제한(총액)협상에의한계약","2020/06/03 17:41(2020/06/09 10:00)"
"용역","20200604891-00","일반","자동차 배출가스 운행제한 모바일 전자고지 기능개선","조달청 인천지방조달청","한국환경공단","제한(총액)협상에의한계약","2020/06/03 17:41(2020/06/24 10:00)"
"용역","20200604464-00","긴급","성남미금초 다목적체육관 증축공사 건축사감리용역(상주)","경기도교육청 경기도성남교육지원청","경기도교육청 경기도성남교육지원청","제한경쟁","2020/06/03 17:41(2020/06/09 10:00)"
"용역","20200605527-00","일반","하천·하구 쓰레기 정화사업 폐기물 위탁처리 용역","전라남도 강진군","전라남도 강진군","제한(단가)","2020/06/03 17:41(2020/06/11 10:00)"
"용역","20200605524-00","긴급","목포 근대역사문화공간 근대문화자산 아카이브 구축 용역(긴급)","전라남도 목포시","전라남도 목포시","일반(총액)협상에의한계약","2020/06/03 17:41(-)"
"용역","20200605530-00","일반","e진로지원센터 운영 및 유지보수","대한체육회","대한체육회","제한(총액)협상에의한계약","2020/06/03 17:40(2020/06/16 11:00)"
"용역","20200605470-00","긴급","국도22호선 영광 제설분소 진출입로 개선사업 폐기물처리용역","국토교통부 익산지방국토관리청 광주국토관리사무소","국토교통부 익산지방국토관리청 광주국토관리사무소","수의(총액)소액수의","2020/06/03 17:40(2020/06/09 10:00)"
"용역","20200603892-00","긴급","2020년 목동 푸른마을 오수관로 설치공사 폐기물처리용역","경기도 광주시","경기도 광주시","수의(총액)소액수의","2020/06/03 17:39(2020/06/09 10:00)"
"용역","20200603900-00","긴급","2020년도 매립지 등 반입불가폐기물(폐목재류) 처리용역","경기도 김포시","경기도 김포시","제한(총액)","2020/06/03 17:38(2020/06/09 10:00)"
"용역","20200605457-00","긴급","국도22호선 화순 제설분소 진출입로 개선사업 폐기물처리용역","국토교통부 익산지방국토관리청 광주국토관리사무소","국토교통부 익산지방국토관리청 광주국토관리사무소","수의(총액)소액수의","2020/06/03 17:37(2020/06/09 10:00)"
"용역","20200605507-00","일반","2020년 서울디자인재단 단체상해보험","재단법인서울디자인재단","재단법인서울디자인재단","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/06/03 17:36(2020/06/11 10:00)"
"용역","20200603929-00","일반","김포한강8로(마산역~구래역)외 1개소 재포장공사 폐기물운반 용역","경기도 김포시","경기도 김포시","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/06/03 17:36(2020/06/09 10:00)"
"용역","20200605335-00","일반","경기남부지방경찰청 국가정보통신서비스 사업자 선정","조달청 인천지방조달청","경찰청 경기도남부지방경찰청","일반(총액)협상에의한계약","2020/06/03 17:35(2020/06/16 10:00)"
