"업무","공고번호-차수","분류","공고명","공고기관","수요기관","계약방법","입력일시(입찰마감일시)"
"용역","20200607937-00","일반","가호(고품) 하수관로 정비사업 공공측량(하수도) 도시정보시스템 DB구축용역","경상남도 합천군","경상남도 합천군","제한경쟁","2020/06/04 22:37(2020/06/10 10:00)"
"용역","20200607936-00","긴급","매향리 평화생태공원 작가정원 조성 운영관리 용역","경기도 화성시 지역개발사업소","경기도 화성시 지역개발사업소","일반(총액)협상에의한계약","2020/06/04 22:27(-)"
"용역","20200607652-00","긴급","박경리 문학관 전시 콘텐츠 리뉴얼","경상남도 하동군","경상남도 하동군","일반(총액)협상에의한계약","2020/06/04 22:02(2020/06/18 17:00)"
"용역","20200607919-00","일반","리스크, 준법 모니터링 시스템 구축용역","중소벤처기업진흥공단","중소벤처기업진흥공단","일반(총액)협상에의한계약","2020/06/04 22:00(2020/06/15 10:00)"
"용역","20200607889-00","긴급","2020년 수질분석 용역","국립낙동강생물자원관","국립낙동강생물자원관","제한(총액)","2020/06/04 21:27(2020/06/10 11:00)"
"용역","20200607879-00","긴급","고양 드론축구 챔피언십 리그 운영","(재)고양지식정보산업진흥원","(재)고양지식정보산업진흥원","제한(총액)협상에의한계약","2020/06/04 21:18(2020/06/15 15:00)"
"용역","20200607874-00","일반","구청사 공기청정기 임차 및 유지관리 용역","서울특별시 동작구","서울특별시 동작구","제한(총액)","2020/06/04 21:11(2020/06/15 10:00)"
"용역","20200607855-00","일반","아산용연초등학교 보통교실 증축공사 설계용역","충청남도교육청 충청남도아산교육지원청","충청남도교육청 충청남도아산교육지원청","수의(총액)소액수의","2020/06/04 20:56(2020/06/10 12:00)"
"용역","20200607852-00","일반","위험성평가 지원시스템 전산고도화 용역","한국산업안전보건공단","한국산업안전보건공단","제한(총액)협상에의한계약","2020/06/04 20:55(2020/06/17 10:00)"
"용역","20200607850-00","일반","삼덕초 외 2교(명진초,덕양초)  지정(석면)폐기물 처리용역","부산광역시교육청 부산광역시북부교육지원청","부산광역시교육청 부산광역시북부교육지원청","수의(총액)소액수의","2020/06/04 20:54(2020/06/10 10:00)"
"용역","20200607841-00","일반","영운국민체육센터 건립사업 건설사업관리용역(감독권한대행 외) 가격입찰 공고","충청북도 청주시","충청북도 청주시","지명경쟁","2020/06/04 20:49(2020/06/12 10:00)"
"용역","20200607845-00","긴급","국회대로 지하차도 1단계(중첩,잔여구간) 건설폐기물처리용역(장기계속)","서울특별시","서울특별시 도시기반시설본부","일반(총액)","2020/06/04 20:47(2020/06/10 10:00)"
"용역","20200607806-00","일반","2026여수세계섬박람회 홍보영상 제작 용역","전라남도 여수시","전라남도 여수시","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/06/04 20:17(2020/06/10 12:00)"
"용역","20200607801-00","일반","주택건설공사 감리업자(전기) 모집 공고[용이동 641]","경기도 평택시","경기도 평택시","일반경쟁","2020/06/04 20:14(2020/06/15 12:00)"
"용역","20200607772-00","일반","웹사이트 및 앱 본인인증 서비스 사업자 선정","한국산업안전보건공단","한국산업안전보건공단","제한(총액)","2020/06/04 20:08(2020/06/12 10:00)"
"용역","20200607795-00","일반","주택건설공사 감리업자(전기) 모집 공고[평택 모산영신지구 A3블록]","경기도 평택시","경기도 평택시","일반경쟁","2020/06/04 20:06(2020/06/15 12:00)"
"용역","20200607784-00","일반","신월동 히든베이~예울마루 자전거도로개설공사(잔여분) 폐기물처리용역","전라남도 여수시","전라남도 여수시","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/06/04 20:03(2020/06/10 12:00)"
"용역","20200607783-00","긴급","의정부시 지능형교통체계(ITS) 지방(기본)계획 수립 용역(긴급)","경기도 의정부시","경기도 의정부시","일반경쟁","2020/06/04 20:00(2020/06/10 10:00)"
"용역","20200607760-00","일반","주택건설공사 감리자(건축) 모집 공고[용이동 641]","경기도 평택시","경기도 평택시","일반경쟁","2020/06/04 19:59(2020/06/15 12:00)"
"용역","20200607781-00","긴급","해삼·동자개 자원모식도 구축 및 혼획률 분석","한국수산자원공단동해본부","한국수산자원공단동해본부","제한(총액)","2020/06/04 19:58(2020/06/10 10:00)"
"용역","20200607779-00","일반","고성군 도시림 및 녹지공간 조성·관리계획 수립 용역","경상남도 고성군","경상남도 고성군","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/06/04 19:56(2020/06/10 11:00)"
"용역","20200607771-00","일반","항공우주기술 기반 예비창업자 지원 사업(STAR exploration)","한국항공우주연구원","한국항공우주연구원","제한(총액)협상에의한계약","2020/06/04 19:55(2020/06/15 10:00)"
"용역","20200607775-00","긴급","진량초등학교 특별교실증축 및 기타공사 설계용역","경상북도교육청 경상북도경산교육지원청","경상북도교육청 경상북도경산교육지원청","수의(총액)소액-견적입찰(2인 이상 견적 제출)","2020/06/04 19:55(2020/06/10 10:00)"
